2.500000e-09,7.201359e-09,3.064764e-09,1.554516e-09,1.387930e-09,1.297686e-09,1.267686e-09,1.083295e-09,8.867095e-10,8.776851e-10
1.875000e-09,6.804071e-09,3.237173e-09,1.734608e-09,1.464973e-09,1.340765e-09,1.318448e-09,9.829597e-10,8.073495e-10,6.688736e-10
1.250000e-09,6.835565e-09,3.089581e-09,1.714211e-09,1.507260e-09,1.382991e-09,1.306406e-09,1.080429e-09,7.731116e-10,5.681111e-10
6.250000e-10,7.213341e-09,3.058331e-09,1.725279e-09,1.507656e-09,1.376436e-09,1.340278e-09,1.021009e-09,7.992398e-10,6.124100e-10
3.125000e-10,6.250000e-09,3.067401e-09,1.719288e-09,1.517885e-09,1.368586e-09,1.335811e-09,1.014012e-09,7.906879e-10,6.078521e-10
1.562500e-10,3.125000e-09,3.072165e-09,1.759829e-09,1.512435e-09,1.234142e-09,1.348441e-09,1.019492e-09,7.846894e-10,6.341250e-10
7.812500e-11,1.562500e-09,1.562500e-09,1.562500e-09,1.505572e-09,1.261287e-09,1.308597e-09,1.005647e-09,7.892664e-10,6.234047e-10
3.906250e-11,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.791578e-10,6.090583e-10
3.125000e-09,6.775779e-09,3.248941e-09,1.877291e-09,1.654730e-09,1.410217e-09,1.309912e-09,1.160826e-09,1.110216e-09,1.163875e-09
3.750000e-09,7.198005e-09,3.017020e-09,1.867870e-09,1.661894e-09,1.548479e-09,1.432138e-09,1.300064e-09,1.362625e-09,1.351284e-09
6.250000e-10,6.731876e-09,3.018026e-09,1.679364e-09,1.500400e-09,1.368997e-09,1.289912e-09,1.089058e-09,7.893007e-10,6.332028e-10
6.250000e-10,7.310231e-09,2.997355e-09,1.684791e-09,1.488205e-09,1.258509e-09,1.357534e-09,1.014667e-09,7.846056e-10,6.054588e-10
6.250000e-10,7.258036e-09,3.306258e-09,1.688327e-09,1.535095e-09,1.369973e-09,1.338692e-09,1.022777e-09,7.824104e-10,6.022271e-10
6.250000e-10,7.107853e-09,3.250038e-09,1.748632e-09,1.499241e-09,1.260826e-09,1.313326e-09,1.013874e-09,7.903373e-10,6.063125e-10
6.250000e-10,6.781449e-09,3.058087e-09,1.742230e-09,1.478083e-09,1.375888e-09,1.328753e-09,1.072228e-09,7.958251e-10,6.227149e-10
6.250000e-10,6.641998e-09,3.276258e-09,1.686193e-09,1.512473e-09,1.244485e-09,1.299485e-09,1.090338e-09,7.914958e-10,6.302759e-10
6.250000e-10,6.735901e-09,3.271563e-09,1.688144e-09,1.494912e-09,1.238997e-09,1.353205e-09,1.011984e-09,7.791178e-10,6.309467e-10
6.250000e-10,7.141999e-09,3.060160e-09,1.747779e-09,1.515461e-09,1.256924e-09,1.310278e-09,1.003509e-09,7.934471e-10,6.033246e-10
6.250000e-10,6.756693e-09,3.074306e-09,1.709425e-09,1.488083e-09,1.375095e-09,1.337534e-09,1.068570e-09,7.743616e-10,6.223491e-10
6.250000e-10,7.154743e-09,3.093087e-09,1.708266e-09,1.507290e-09,1.370461e-09,1.336558e-09,1.019179e-09,7.971056e-10,6.055807e-10
