5.000000e-10,4.911305e-09,2.034859e-09,1.401686e-09,9.823195e-10,9.297828e-10,6.674894e-10,6.188064e-10,6.550016e-10,6.191479e-10,5.101720e-10,4.130986e-10,3.422691e-10,2.829031e-10
3.750000e-10,4.745518e-09,2.118426e-09,1.383570e-09,9.799963e-10,8.711180e-10,6.606419e-10,5.915685e-10,6.542394e-10,6.163735e-10,5.114830e-10,4.158486e-10,3.473606e-10,2.974580e-10
2.500000e-10,4.706829e-09,2.001480e-09,1.248284e-09,9.890634e-10,9.270876e-10,6.593797e-10,6.148674e-10,6.580138e-10,6.031600e-10,5.093549e-10,4.233059e-10,3.474765e-10,2.934032e-10
1.250000e-10,2.500000e-09,1.985109e-09,1.245216e-09,9.762890e-10,8.737521e-10,6.577394e-10,6.229710e-10,6.600199e-10,6.234466e-10,5.175318e-10,4.216169e-10,3.494216e-10,2.982995e-10
6.250000e-11,1.250000e-09,1.250000e-09,1.250000e-09,9.793835e-10,8.838894e-10,6.560473e-10,5.986630e-10,6.578339e-10,6.231570e-10,5.099067e-10,4.222053e-10,3.446807e-10,2.974611e-10
3.125000e-11,6.250000e-10,6.250000e-10,6.250000e-10,6.250000e-10,6.250000e-10,6.250000e-10,5.916524e-10,6.250000e-10,6.218811e-10,5.101247e-10,4.225452e-10,3.500573e-10,2.963224e-10
1.562500e-11,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,3.125000e-10,2.975990e-10
6.250000e-10,4.732603e-09,2.021011e-09,1.402534e-09,9.841183e-10,8.697277e-10,6.596053e-10,6.232637e-10,6.570443e-10,6.233247e-10,5.165561e-10,4.159461e-10,3.404581e-10,2.847263e-10
7.500000e-10,4.780731e-09,2.070188e-09,1.399650e-09,9.980146e-10,8.924290e-10,6.655260e-10,6.124771e-10,6.563065e-10,5.968917e-10,5.044037e-10,3.987449e-10,3.395496e-10,2.949885e-10
8.750000e-10,4.695603e-09,2.128560e-09,1.244851e-09,9.852524e-10,8.772643e-10,6.374711e-10,5.848002e-10,6.449833e-10,5.943612e-10,4.815926e-10,3.881168e-10,3.484216e-10,3.136776e-10
