5.000000e-06,3.856083e-05,1.303784e-05,8.172947e-06,6.422699e-06
2.500000e-06,3.869607e-05,1.295674e-05,8.288679e-06,6.432821e-06
2.500000e-06,3.834900e-05,1.284576e-05,9.887707e-06,6.426967e-06
3.750000e-06,3.817052e-05,1.308863e-05,8.120325e-06,6.453125e-06
1.250000e-06,2.500000e-05,1.297107e-05,8.281423e-06,6.413735e-06
6.250000e-07,4.845439e-07,1.250000e-05,8.256148e-06,6.431693e-06
3.125000e-07,6.885840e-07,6.250000e-06,6.250000e-06,6.250000e-06
7.812500e-07,1.270011e-06,1.298932e-05,9.661495e-06,6.424825e-06
6.250000e-06,3.863516e-05,1.307656e-05,8.194227e-06,6.399711e-06
7.500000e-06,3.857461e-05,1.287991e-05,9.787707e-06,6.364772e-06
8.750000e-06,3.844076e-05,1.299912e-05,9.749231e-06,6.341418e-06
1.000000e-05,3.843570e-05,1.291857e-05,8.190752e-06,6.291235e-06
1.250000e-05,3.844217e-05,1.297381e-05,9.420145e-06,6.210381e-06
1.500000e-05,3.863790e-05,1.284808e-05,8.517826e-06,6.144161e-06
