2.470746e-07,3.679023e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06
4.941493e-07,7.908360e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06
9.882985e-07,1.310969e-06,1.976597e-05,1.976597e-05,1.976597e-05,1.552852e-05,1.377619e-05
1.976597e-06,1.350549e-06,3.953194e-05,2.725869e-05,2.185534e-05,1.584608e-05,1.345834e-05
3.953194e-06,7.906388e-05,4.198553e-05,2.736369e-05,2.186507e-05,1.743749e-05,1.359034e-05
7.906388e-06,1.206684e-04,4.083139e-05,2.708427e-05,2.184907e-05,1.772000e-05,1.340425e-05
1.185958e-05,1.223999e-04,4.126277e-05,2.714925e-05,2.191136e-05,1.590866e-05,1.345806e-05
1.581278e-05,1.212380e-04,4.145657e-05,2.719264e-05,2.177155e-05,1.732699e-05,1.351803e-05
2.371917e-05,1.223738e-04,4.102963e-05,2.760802e-05,2.185755e-05,1.690081e-05,1.311962e-05
3.162555e-05,1.193829e-04,4.237372e-05,2.715947e-05,2.094851e-05,1.509854e-05,1.308993e-05
3.953194e-05,1.220306e-04,4.076042e-05,2.657903e-05,2.150736e-05,1.488526e-05,1.385164e-05
