3.094512e+08,4.375536e+08,5.194637e+08,5.901842e+08,6.534373e+08,7.109723e+08,7.862953e+08,8.144694e+08,8.324978e+08,9.060081e+08,1.026070e+09,9.902252e+08,9.745580e+08,9.758681e+08,9.925211e+08,1.023283e+09,1.068829e+09,1.123218e+09,1.191160e+09,1.268505e+09,1.355675e+09,1.451081e+09
3.073515e+08,4.346134e+08,5.162918e+08,5.865154e+08,6.494405e+08,7.070456e+08,7.816078e+08,8.099721e+08,8.286739e+08,9.006491e+08,1.019098e+09,9.837276e+08,9.684953e+08,9.704822e+08,9.883318e+08,1.019912e+09,1.063945e+09,1.119175e+09,1.184866e+09,1.261097e+09,1.347701e+09,1.441206e+09
3.092460e+08,4.372934e+08,5.194328e+08,5.905410e+08,6.540012e+08,7.111303e+08,7.863880e+08,8.144139e+08,8.331750e+08,9.072637e+08,1.025477e+09,9.898010e+08,9.743317e+08,9.760799e+08,9.938007e+08,1.024186e+09,1.069907e+09,1.124871e+09,1.192184e+09,1.270596e+09,1.355956e+09,1.450239e+09
3.070624e+08,4.341836e+08,5.158067e+08,5.860547e+08,6.489740e+08,7.059205e+08,7.809007e+08,8.088763e+08,8.269391e+08,9.000917e+08,1.018199e+09,9.822216e+08,9.667457e+08,9.683760e+08,9.859239e+08,1.017811e+09,1.061783e+09,1.116263e+09,1.182212e+09,1.260411e+09,1.346499e+09,1.439935e+09
3.072353e+08,4.344152e+08,5.160511e+08,5.866406e+08,6.497061e+08,7.068230e+08,7.812592e+08,8.100503e+08,8.284680e+08,9.012931e+08,1.018745e+09,9.838669e+08,9.692799e+08,9.722349e+08,9.900072e+08,1.020995e+09,1.065220e+09,1.119010e+09,1.186272e+09,1.262237e+09,1.347105e+09,1.440701e+09
3.102036e+08,4.386233e+08,5.212912e+08,5.925660e+08,6.563026e+08,7.140862e+08,7.893206e+08,8.176785e+08,8.373267e+08,9.106048e+08,1.028636e+09,9.932185e+08,9.776901e+08,9.801958e+08,9.989526e+08,1.030029e+09,1.075741e+09,1.131478e+09,1.198204e+09,1.275384e+09,1.361117e+09,1.454707e+09
3.116423e+08,4.406598e+08,5.236985e+08,5.948337e+08,6.586929e+08,7.169166e+08,7.929370e+08,8.210182e+08,8.402734e+08,9.136098e+08,1.033334e+09,9.973503e+08,9.819517e+08,9.843263e+08,1.002946e+09,1.033337e+09,1.078396e+09,1.134910e+09,1.203162e+09,1.279373e+09,1.367364e+09,1.461353e+09
3.087631e+08,4.366085e+08,5.187368e+08,5.895210e+08,6.528450e+08,7.096203e+08,7.853635e+08,8.128456e+08,8.310728e+08,9.055884e+08,1.023851e+09,9.881225e+08,9.726796e+08,9.739522e+08,9.910780e+08,1.021577e+09,1.066507e+09,1.121545e+09,1.189619e+09,1.268198e+09,1.354227e+09,1.447941e+09
3.087900e+08,4.366261e+08,5.188859e+08,5.898817e+08,6.533436e+08,7.113088e+08,7.856573e+08,8.142154e+08,8.344977e+08,9.064962e+08,1.023891e+09,9.884869e+08,9.731528e+08,9.761919e+08,9.953214e+08,1.026342e+09,1.071687e+09,1.128284e+09,1.193258e+09,1.269632e+09,1.354739e+09,1.447988e+09
3.098689e+08,4.381487e+08,5.202739e+08,5.911213e+08,6.545310e+08,7.128963e+08,7.875925e+08,8.163720e+08,8.356008e+08,9.076242e+08,1.027462e+09,9.920822e+08,9.766966e+08,9.787919e+08,9.965970e+08,1.027561e+09,1.072343e+09,1.128670e+09,1.195025e+09,1.270833e+09,1.357970e+09,1.453041e+09
