2.732980e+06,3.842280e+06,4.702679e+06,5.428759e+06,6.066910e+06,6.644217e+06,6.980145e+06,7.427237e+06,7.864890e+06,8.573893e+06,8.613922e+06,9.393228e+06,9.278030e+06,9.680973e+06,1.050084e+07,1.029747e+07,1.040232e+07,1.073612e+07,1.136702e+07,1.212352e+07,1.188562e+07,1.177424e+07,1.179646e+07,1.193844e+07,1.218773e+07,1.255280e+07,1.299210e+07,1.355833e+07,1.415241e+07,1.484830e+07,1.461806e+07,1.442456e+07,1.428148e+07,1.416491e+07,1.410902e+07,1.406398e+07,1.406689e+07,1.408273e+07,1.417598e+07,1.426559e+07,1.439905e+07,1.452598e+07,1.472402e+07,1.487526e+07,1.515710e+07,1.535713e+07,1.566560e+07,1.593321e+07,1.630298e+07,1.658916e+07,1.700131e+07,1.734890e+07,1.779112e+07,1.815087e+07,1.868717e+07,1.907903e+07,1.958654e+07,1.999028e+07,2.056131e+07,2.099753e+07
2.672686e+06,3.752122e+06,4.597016e+06,5.302887e+06,5.930531e+06,6.492105e+06,6.814431e+06,7.246362e+06,7.683070e+06,8.379571e+06,8.401295e+06,9.179829e+06,9.064154e+06,9.443013e+06,1.026234e+07,1.006995e+07,1.017183e+07,1.048639e+07,1.109277e+07,1.184808e+07,1.162514e+07,1.152151e+07,1.153958e+07,1.168036e+07,1.191319e+07,1.226201e+07,1.268934e+07,1.321843e+07,1.381775e+07,1.451168e+07,1.430393e+07,1.413496e+07,1.401130e+07,1.391211e+07,1.387423e+07,1.382686e+07,1.383601e+07,1.385338e+07,1.392539e+07,1.399243e+07,1.413004e+07,1.424919e+07,1.443194e+07,1.458478e+07,1.485558e+07,1.503389e+07,1.536986e+07,1.559852e+07,1.593224e+07,1.621544e+07,1.663690e+07,1.694722e+07,1.739393e+07,1.772422e+07,1.819769e+07,1.859632e+07,1.911323e+07,1.951364e+07,2.011738e+07,2.052010e+07
2.635237e+06,3.693419e+06,4.529298e+06,5.217177e+06,5.833276e+06,6.388140e+06,6.698393e+06,7.123086e+06,7.563900e+06,8.245363e+06,8.272369e+06,9.031985e+06,8.927588e+06,9.278625e+06,1.009921e+07,9.906808e+06,1.002608e+07,1.032390e+07,1.092714e+07,1.165944e+07,1.143687e+07,1.135261e+07,1.138125e+07,1.149077e+07,1.174574e+07,1.208615e+07,1.249173e+07,1.298378e+07,1.360252e+07,1.427893e+07,1.407263e+07,1.389990e+07,1.378019e+07,1.368404e+07,1.363052e+07,1.358711e+07,1.362260e+07,1.364057e+07,1.371919e+07,1.378753e+07,1.392227e+07,1.400558e+07,1.422621e+07,1.440282e+07,1.469518e+07,1.486111e+07,1.510377e+07,1.534359e+07,1.571432e+07,1.600244e+07,1.642214e+07,1.671254e+07,1.713934e+07,1.745198e+07,1.792649e+07,1.826450e+07,1.882816e+07,1.921135e+07,1.977467e+07,2.019112e+07
2.676487e+06,3.748714e+06,4.590660e+06,5.296196e+06,5.917562e+06,6.482863e+06,6.786547e+06,7.215261e+06,7.654632e+06,8.366018e+06,8.372787e+06,9.164694e+06,9.031689e+06,9.389506e+06,1.024402e+07,1.004028e+07,1.013133e+07,1.042314e+07,1.105023e+07,1.182738e+07,1.159755e+07,1.149129e+07,1.149722e+07,1.163262e+07,1.187439e+07,1.219598e+07,1.260132e+07,1.313216e+07,1.378575e+07,1.448508e+07,1.426938e+07,1.409010e+07,1.396002e+07,1.385398e+07,1.380112e+07,1.375987e+07,1.377389e+07,1.377315e+07,1.384780e+07,1.393319e+07,1.409866e+07,1.418826e+07,1.438190e+07,1.452750e+07,1.477188e+07,1.495352e+07,1.529000e+07,1.551274e+07,1.591308e+07,1.615432e+07,1.654004e+07,1.684007e+07,1.727395e+07,1.758719e+07,1.811133e+07,1.846733e+07,1.903501e+07,1.947065e+07,2.003284e+07,2.048460e+07
2.683450e+06,3.763347e+06,4.610047e+06,5.318266e+06,5.946439e+06,6.512608e+06,6.813538e+06,7.241409e+06,7.683858e+06,8.404875e+06,8.397088e+06,9.205246e+06,9.067476e+06,9.420840e+06,1.029210e+07,1.007695e+07,1.017196e+07,1.045604e+07,1.109527e+07,1.188493e+07,1.163231e+07,1.151284e+07,1.153215e+07,1.166462e+07,1.191650e+07,1.224097e+07,1.263824e+07,1.317247e+07,1.383815e+07,1.455328e+07,1.432908e+07,1.414081e+07,1.399885e+07,1.388797e+07,1.382697e+07,1.377096e+07,1.377959e+07,1.376618e+07,1.384765e+07,1.389402e+07,1.401898e+07,1.412998e+07,1.432729e+07,1.448459e+07,1.475269e+07,1.497538e+07,1.529644e+07,1.553893e+07,1.590672e+07,1.620667e+07,1.659928e+07,1.689978e+07,1.733480e+07,1.763662e+07,1.814749e+07,1.852348e+07,1.910693e+07,1.954531e+07,2.012331e+07,2.058057e+07
2.652349e+06,3.723149e+06,4.557800e+06,5.259370e+06,5.880755e+06,6.438407e+06,6.754973e+06,7.184508e+06,7.620356e+06,8.313445e+06,8.339080e+06,9.104050e+06,9.003441e+06,9.358389e+06,1.017808e+07,1.000004e+07,1.010004e+07,1.039823e+07,1.100475e+07,1.175395e+07,1.153344e+07,1.145186e+07,1.148254e+07,1.162271e+07,1.185463e+07,1.219433e+07,1.258054e+07,1.309877e+07,1.368659e+07,1.439191e+07,1.417771e+07,1.400090e+07,1.386856e+07,1.376483e+07,1.371571e+07,1.368129e+07,1.370401e+07,1.371862e+07,1.383238e+07,1.390181e+07,1.403995e+07,1.414851e+07,1.437140e+07,1.454397e+07,1.479176e+07,1.500336e+07,1.531901e+07,1.554938e+07,1.588529e+07,1.615738e+07,1.653766e+07,1.686593e+07,1.726257e+07,1.757412e+07,1.807778e+07,1.842934e+07,1.896047e+07,1.933100e+07,1.993031e+07,2.035271e+07
2.662052e+06,3.736343e+06,4.575066e+06,5.279333e+06,5.901604e+06,6.463211e+06,6.778787e+06,7.210065e+06,7.652070e+06,8.342971e+06,8.360208e+06,9.139537e+06,9.024179e+06,9.392054e+06,1.021749e+07,1.002130e+07,1.012713e+07,1.044790e+07,1.102071e+07,1.179770e+07,1.157202e+07,1.148259e+07,1.149436e+07,1.161928e+07,1.186221e+07,1.220759e+07,1.264339e+07,1.314515e+07,1.370930e+07,1.444809e+07,1.423405e+07,1.405711e+07,1.392540e+07,1.382156e+07,1.377410e+07,1.373244e+07,1.374613e+07,1.377236e+07,1.385704e+07,1.392031e+07,1.406063e+07,1.417309e+07,1.438063e+07,1.455954e+07,1.479732e+07,1.498303e+07,1.528205e+07,1.551018e+07,1.588314e+07,1.614981e+07,1.656280e+07,1.687321e+07,1.735244e+07,1.766523e+07,1.810820e+07,1.849313e+07,1.898228e+07,1.936009e+07,1.996941e+07,2.043233e+07
2.640219e+06,3.709962e+06,4.543699e+06,5.242689e+06,5.861226e+06,6.419175e+06,6.728087e+06,7.155185e+06,7.595965e+06,8.285668e+06,8.305542e+06,9.075978e+06,8.965094e+06,9.317792e+06,1.014786e+07,9.963161e+06,1.005573e+07,1.036298e+07,1.098467e+07,1.171710e+07,1.149431e+07,1.140148e+07,1.142469e+07,1.156743e+07,1.180055e+07,1.213074e+07,1.253702e+07,1.303792e+07,1.369133e+07,1.434909e+07,1.413175e+07,1.395174e+07,1.382209e+07,1.371216e+07,1.365935e+07,1.361598e+07,1.362476e+07,1.364359e+07,1.375010e+07,1.381807e+07,1.397380e+07,1.408557e+07,1.427497e+07,1.445105e+07,1.469695e+07,1.490322e+07,1.521370e+07,1.546259e+07,1.581263e+07,1.607613e+07,1.644361e+07,1.676957e+07,1.718460e+07,1.751251e+07,1.799642e+07,1.834109e+07,1.893006e+07,1.934057e+07,1.984278e+07,2.029239e+07
2.694671e+06,3.780475e+06,4.631830e+06,5.341653e+06,5.974007e+06,6.540268e+06,6.874674e+06,7.314930e+06,7.743170e+06,8.439973e+06,8.482987e+06,9.247177e+06,9.132515e+06,9.540804e+06,1.033649e+07,1.014097e+07,1.025407e+07,1.057607e+07,1.121284e+07,1.193536e+07,1.170873e+07,1.161128e+07,1.162071e+07,1.176702e+07,1.201819e+07,1.235488e+07,1.279924e+07,1.336442e+07,1.395209e+07,1.461610e+07,1.439238e+07,1.420738e+07,1.407913e+07,1.397494e+07,1.392847e+07,1.387689e+07,1.390270e+07,1.390794e+07,1.399099e+07,1.405488e+07,1.422352e+07,1.434616e+07,1.454306e+07,1.470844e+07,1.495201e+07,1.513599e+07,1.545169e+07,1.571302e+07,1.607300e+07,1.636980e+07,1.678294e+07,1.707768e+07,1.751648e+07,1.788512e+07,1.840905e+07,1.880917e+07,1.932680e+07,1.970902e+07,2.025967e+07,2.066997e+07
2.681216e+06,3.763770e+06,4.609237e+06,5.318131e+06,5.946049e+06,6.512089e+06,6.847272e+06,7.285868e+06,7.719404e+06,8.405908e+06,8.454933e+06,9.206595e+06,9.103852e+06,9.504478e+06,1.029425e+07,1.010793e+07,1.020969e+07,1.055653e+07,1.116509e+07,1.188549e+07,1.166979e+07,1.157681e+07,1.159635e+07,1.173969e+07,1.200033e+07,1.233001e+07,1.278208e+07,1.331645e+07,1.390198e+07,1.455618e+07,1.434552e+07,1.416986e+07,1.404353e+07,1.394387e+07,1.390682e+07,1.386856e+07,1.390577e+07,1.393013e+07,1.402161e+07,1.408184e+07,1.423363e+07,1.434078e+07,1.454276e+07,1.469368e+07,1.495309e+07,1.513150e+07,1.546084e+07,1.569483e+07,1.606288e+07,1.636087e+07,1.671021e+07,1.705168e+07,1.752943e+07,1.786648e+07,1.836210e+07,1.874329e+07,1.924395e+07,1.963596e+07,2.016431e+07,2.058271e+07
