5.236349e+02,7.452951e+02,9.098721e+02,1.053652e+03,1.177095e+03,1.283124e+03,1.383658e+03,1.478560e+03,1.569784e+03,1.662675e+03,1.735638e+03,1.804113e+03,1.874112e+03,1.953250e+03,2.007231e+03,2.080117e+03,2.148033e+03,2.188143e+03,2.260416e+03,2.348838e+03,2.367381e+03,2.410085e+03,2.467413e+03,2.543280e+03,2.624759e+03,2.635942e+03,2.657206e+03,2.695373e+03,2.746793e+03,2.799096e+03,2.863089e+03,2.935800e+03,3.002536e+03,3.034150e+03,3.046203e+03,3.062266e+03,3.084626e+03,3.106187e+03,3.135414e+03,3.162246e+03,3.205508e+03,3.253878e+03,3.300226e+03,3.359665e+03,3.409995e+03,3.468859e+03,3.527733e+03,3.591049e+03,3.646770e+03,3.710406e+03,3.711640e+03,3.715987e+03,3.722592e+03,3.731823e+03,3.740840e+03,3.753484e+03,3.767064e+03,3.776547e+03,3.789899e+03,3.810238e+03,3.829543e+03,3.848760e+03,3.868744e+03,3.894006e+03,3.916912e+03,3.939725e+03,3.961535e+03,3.980818e+03,4.011626e+03,4.046336e+03,4.075501e+03,4.105460e+03,4.127893e+03,4.173257e+03,4.199128e+03,4.229322e+03,4.268185e+03,4.298579e+03,4.330897e+03,4.357077e+03,4.401281e+03,4.444870e+03,4.491673e+03,4.535596e+03,4.574788e+03,4.617661e+03,4.678769e+03,4.717974e+03,4.756990e+03,4.799493e+03,4.844009e+03,4.891916e+03,4.935988e+03,4.981599e+03,5.031534e+03,5.075629e+03,5.119243e+03,5.156489e+03,5.196259e+03,5.247194e+03
5.406744e+02,7.689792e+02,9.386901e+02,1.083612e+03,1.210710e+03,1.320247e+03,1.424415e+03,1.515661e+03,1.618577e+03,1.709187e+03,1.788375e+03,1.850990e+03,1.923432e+03,2.009045e+03,2.062141e+03,2.133973e+03,2.208971e+03,2.246782e+03,2.314125e+03,2.414894e+03,2.433530e+03,2.471466e+03,2.527020e+03,2.609462e+03,2.700420e+03,2.711974e+03,2.730806e+03,2.771507e+03,2.816767e+03,2.871759e+03,2.938136e+03,3.010242e+03,3.094767e+03,3.117613e+03,3.127029e+03,3.142722e+03,3.164136e+03,3.188789e+03,3.225047e+03,3.250205e+03,3.287692e+03,3.346253e+03,3.397595e+03,3.440786e+03,3.497441e+03,3.548378e+03,3.609356e+03,3.683450e+03,3.753997e+03,3.817718e+03,3.817938e+03,3.821104e+03,3.826395e+03,3.831958e+03,3.836869e+03,3.846347e+03,3.856840e+03,3.872306e+03,3.882332e+03,3.899017e+03,3.914354e+03,3.924753e+03,3.942932e+03,3.964612e+03,3.984944e+03,4.004254e+03,4.026386e+03,4.056658e+03,4.090794e+03,4.127742e+03,4.161541e+03,4.195324e+03,4.231763e+03,4.266569e+03,4.300913e+03,4.334483e+03,4.379667e+03,4.421603e+03,4.446542e+03,4.476087e+03,4.515005e+03,4.552394e+03,4.600918e+03,4.662665e+03,4.699423e+03,4.754450e+03,4.788072e+03,4.827840e+03,4.865039e+03,4.920367e+03,4.951972e+03,5.000602e+03,5.064027e+03,5.094161e+03,5.146961e+03,5.204464e+03,5.245036e+03,5.307264e+03,5.359363e+03,5.398014e+03
5.513636e+02,7.831142e+02,9.574645e+02,1.105786e+03,1.235221e+03,1.345721e+03,1.452000e+03,1.547015e+03,1.652858e+03,1.745404e+03,1.824560e+03,1.887950e+03,1.965880e+03,2.049769e+03,2.106877e+03,2.175158e+03,2.257018e+03,2.298091e+03,2.364007e+03,2.465589e+03,2.485213e+03,2.526302e+03,2.583733e+03,2.660076e+03,2.756911e+03,2.767408e+03,2.791274e+03,2.829659e+03,2.877499e+03,2.937013e+03,2.988454e+03,3.068234e+03,3.157824e+03,3.186599e+03,3.198668e+03,3.214036e+03,3.235263e+03,3.259156e+03,3.290595e+03,3.324487e+03,3.369828e+03,3.416762e+03,3.467474e+03,3.519829e+03,3.579127e+03,3.629320e+03,3.693523e+03,3.753335e+03,3.826986e+03,3.897367e+03,3.898689e+03,3.902767e+03,3.906134e+03,3.910302e+03,3.920761e+03,3.934043e+03,3.949932e+03,3.959194e+03,3.977777e+03,3.992867e+03,4.008559e+03,4.031270e+03,4.055935e+03,4.083025e+03,4.103354e+03,4.124636e+03,4.150236e+03,4.180539e+03,4.207394e+03,4.245343e+03,4.274019e+03,4.303357e+03,4.332238e+03,4.370272e+03,4.398920e+03,4.434337e+03,4.471960e+03,4.509532e+03,4.537887e+03,4.583316e+03,4.627661e+03,4.673692e+03,4.701149e+03,4.761373e+03,4.801613e+03,4.851633e+03,4.894994e+03,4.940171e+03,4.982001e+03,5.037012e+03,5.082249e+03,5.116042e+03,5.147438e+03,5.214528e+03,5.257178e+03,5.303697e+03,5.366146e+03,5.411250e+03,5.467958e+03,5.511535e+03
5.454200e+02,7.768372e+02,9.488114e+02,1.098042e+03,1.224913e+03,1.335335e+03,1.442530e+03,1.537435e+03,1.637997e+03,1.729449e+03,1.810240e+03,1.876965e+03,1.945829e+03,2.037264e+03,2.085115e+03,2.164348e+03,2.235276e+03,2.272144e+03,2.346156e+03,2.442921e+03,2.457376e+03,2.495371e+03,2.558770e+03,2.646557e+03,2.731525e+03,2.737088e+03,2.758964e+03,2.796106e+03,2.835139e+03,2.901499e+03,2.968340e+03,3.053616e+03,3.133415e+03,3.156196e+03,3.164432e+03,3.176512e+03,3.192461e+03,3.214439e+03,3.240631e+03,3.275468e+03,3.323189e+03,3.370415e+03,3.412358e+03,3.471339e+03,3.533451e+03,3.595408e+03,3.660476e+03,3.737471e+03,3.806871e+03,3.861801e+03,3.862946e+03,3.866132e+03,3.873139e+03,3.880689e+03,3.888216e+03,3.897490e+03,3.907064e+03,3.920355e+03,3.929205e+03,3.940747e+03,3.960893e+03,3.985997e+03,4.008474e+03,4.032264e+03,4.053940e+03,4.073318e+03,4.094501e+03,4.119416e+03,4.148314e+03,4.175669e+03,4.198565e+03,4.226730e+03,4.261162e+03,4.284112e+03,4.322838e+03,4.350612e+03,4.385351e+03,4.419793e+03,4.460464e+03,4.500095e+03,4.549877e+03,4.599773e+03,4.645940e+03,4.689936e+03,4.735887e+03,4.764732e+03,4.804724e+03,4.866214e+03,4.916872e+03,4.968892e+03,5.015721e+03,5.067210e+03,5.114300e+03,5.166823e+03,5.219589e+03,5.281479e+03,5.337800e+03,5.382310e+03,5.424114e+03,5.460104e+03
5.404678e+02,7.685570e+02,9.382369e+02,1.086395e+03,1.214155e+03,1.319786e+03,1.422716e+03,1.518201e+03,1.620568e+03,1.715496e+03,1.790293e+03,1.851724e+03,1.925316e+03,2.006647e+03,2.061082e+03,2.133390e+03,2.212619e+03,2.244126e+03,2.319383e+03,2.424821e+03,2.429482e+03,2.460689e+03,2.524974e+03,2.608414e+03,2.710844e+03,2.713913e+03,2.729516e+03,2.753359e+03,2.798379e+03,2.858766e+03,2.924285e+03,3.008212e+03,3.099320e+03,3.129527e+03,3.132684e+03,3.141694e+03,3.157246e+03,3.180034e+03,3.207476e+03,3.240274e+03,3.271637e+03,3.306490e+03,3.356276e+03,3.406650e+03,3.477543e+03,3.539404e+03,3.609841e+03,3.679824e+03,3.746161e+03,3.832999e+03,3.831917e+03,3.832584e+03,3.835070e+03,3.837847e+03,3.844429e+03,3.852513e+03,3.861966e+03,3.871258e+03,3.883855e+03,3.898362e+03,3.909546e+03,3.918923e+03,3.935018e+03,3.957712e+03,3.982130e+03,3.999781e+03,4.023215e+03,4.039907e+03,4.066495e+03,4.092692e+03,4.118322e+03,4.149610e+03,4.179902e+03,4.217444e+03,4.256986e+03,4.290032e+03,4.325158e+03,4.364307e+03,4.401575e+03,4.442739e+03,4.473929e+03,4.510353e+03,4.547771e+03,4.581022e+03,4.614574e+03,4.675331e+03,4.726356e+03,4.765512e+03,4.820706e+03,4.884390e+03,4.936065e+03,4.984250e+03,5.031094e+03,5.093977e+03,5.154880e+03,5.199033e+03,5.246614e+03,5.296207e+03,5.365062e+03,5.420195e+03
5.479985e+02,7.782892e+02,9.493483e+02,1.099876e+03,1.230818e+03,1.338000e+03,1.441220e+03,1.539810e+03,1.637356e+03,1.736589e+03,1.809963e+03,1.879157e+03,1.951053e+03,2.032597e+03,2.088421e+03,2.166470e+03,2.241232e+03,2.273416e+03,2.353371e+03,2.452827e+03,2.465400e+03,2.500028e+03,2.563074e+03,2.649083e+03,2.741636e+03,2.751116e+03,2.772547e+03,2.803028e+03,2.843991e+03,2.900663e+03,2.970360e+03,3.056503e+03,3.131585e+03,3.168529e+03,3.175860e+03,3.192559e+03,3.210598e+03,3.235569e+03,3.265870e+03,3.306261e+03,3.338602e+03,3.376925e+03,3.419712e+03,3.473252e+03,3.530160e+03,3.598200e+03,3.662514e+03,3.739959e+03,3.795921e+03,3.876304e+03,3.877583e+03,3.881314e+03,3.885908e+03,3.893377e+03,3.901048e+03,3.913161e+03,3.928023e+03,3.944361e+03,3.961149e+03,3.979151e+03,3.996931e+03,4.014282e+03,4.030419e+03,4.049961e+03,4.070249e+03,4.090161e+03,4.116389e+03,4.141523e+03,4.163988e+03,4.188481e+03,4.226009e+03,4.264218e+03,4.298174e+03,4.323538e+03,4.363679e+03,4.393474e+03,4.430067e+03,4.468138e+03,4.511304e+03,4.557992e+03,4.583350e+03,4.623291e+03,4.651830e+03,4.696019e+03,4.728370e+03,4.773800e+03,4.817117e+03,4.866436e+03,4.913298e+03,4.960040e+03,5.017552e+03,5.069202e+03,5.113154e+03,5.168742e+03,5.236067e+03,5.284774e+03,5.317332e+03,5.366233e+03,5.421135e+03,5.481399e+03
5.382365e+02,7.663937e+02,9.348617e+02,1.082818e+03,1.210952e+03,1.318569e+03,1.423241e+03,1.517464e+03,1.615052e+03,1.711417e+03,1.784482e+03,1.851258e+03,1.920276e+03,2.006702e+03,2.056611e+03,2.134026e+03,2.208102e+03,2.239159e+03,2.312335e+03,2.416911e+03,2.428589e+03,2.461493e+03,2.521440e+03,2.607498e+03,2.701199e+03,2.709321e+03,2.730978e+03,2.759172e+03,2.802700e+03,2.854174e+03,2.930119e+03,3.010054e+03,3.086459e+03,3.120812e+03,3.129274e+03,3.145226e+03,3.166791e+03,3.190705e+03,3.214607e+03,3.246809e+03,3.286683e+03,3.322454e+03,3.364156e+03,3.416680e+03,3.471072e+03,3.539127e+03,3.609803e+03,3.682035e+03,3.749372e+03,3.819550e+03,3.821566e+03,3.825458e+03,3.833035e+03,3.840791e+03,3.848547e+03,3.858198e+03,3.871085e+03,3.884511e+03,3.901642e+03,3.920106e+03,3.939220e+03,3.959508e+03,3.976029e+03,3.998742e+03,4.017735e+03,4.039669e+03,4.063469e+03,4.082832e+03,4.110095e+03,4.134630e+03,4.175515e+03,4.201234e+03,4.234194e+03,4.271171e+03,4.299347e+03,4.336538e+03,4.373010e+03,4.395122e+03,4.430995e+03,4.466476e+03,4.508362e+03,4.548304e+03,4.582794e+03,4.617041e+03,4.659277e+03,4.693447e+03,4.747269e+03,4.784678e+03,4.827317e+03,4.875247e+03,4.928804e+03,4.984969e+03,5.042825e+03,5.094395e+03,5.138649e+03,5.202006e+03,5.255199e+03,5.299622e+03,5.343035e+03,5.399743e+03
5.561117e+02,7.915441e+02,9.668004e+02,1.118156e+03,1.248160e+03,1.359826e+03,1.468796e+03,1.566875e+03,1.669216e+03,1.761655e+03,1.843941e+03,1.910516e+03,1.979993e+03,2.072585e+03,2.120493e+03,2.204300e+03,2.274062e+03,2.308326e+03,2.387980e+03,2.490863e+03,2.502967e+03,2.534948e+03,2.600165e+03,2.694425e+03,2.784081e+03,2.788713e+03,2.809142e+03,2.841973e+03,2.882074e+03,2.944537e+03,3.018920e+03,3.109536e+03,3.191988e+03,3.214804e+03,3.221082e+03,3.233898e+03,3.247496e+03,3.267934e+03,3.302139e+03,3.341308e+03,3.377345e+03,3.423779e+03,3.460640e+03,3.517441e+03,3.585183e+03,3.649539e+03,3.719129e+03,3.805059e+03,3.872430e+03,3.936608e+03,3.937094e+03,3.939436e+03,3.942484e+03,3.947854e+03,3.952690e+03,3.962226e+03,3.970557e+03,3.985359e+03,3.998443e+03,4.011401e+03,4.024005e+03,4.038036e+03,4.053675e+03,4.075335e+03,4.097402e+03,4.118540e+03,4.145936e+03,4.177172e+03,4.199841e+03,4.234168e+03,4.266416e+03,4.298000e+03,4.320266e+03,4.348197e+03,4.384661e+03,4.412246e+03,4.459413e+03,4.502330e+03,4.548386e+03,4.591203e+03,4.627753e+03,4.666288e+03,4.715710e+03,4.757087e+03,4.778783e+03,4.824549e+03,4.879707e+03,4.925116e+03,4.976562e+03,5.037750e+03,5.091951e+03,5.140730e+03,5.200164e+03,5.248611e+03,5.312163e+03,5.376533e+03,5.432272e+03,5.474999e+03,5.526384e+03,5.566741e+03
5.274904e+02,7.465225e+02,9.110575e+02,1.053982e+03,1.178710e+03,1.281306e+03,1.380275e+03,1.473948e+03,1.569503e+03,1.666009e+03,1.735422e+03,1.797970e+03,1.870527e+03,1.946288e+03,2.005914e+03,2.072371e+03,2.150761e+03,2.184545e+03,2.254289e+03,2.353310e+03,2.362858e+03,2.402027e+03,2.458195e+03,2.533415e+03,2.631120e+03,2.633368e+03,2.650567e+03,2.682384e+03,2.732647e+03,2.788662e+03,2.852400e+03,2.922933e+03,3.002433e+03,3.036769e+03,3.040202e+03,3.049712e+03,3.066943e+03,3.085278e+03,3.112044e+03,3.149860e+03,3.185505e+03,3.228095e+03,3.288853e+03,3.339631e+03,3.394689e+03,3.450134e+03,3.515083e+03,3.575734e+03,3.633472e+03,3.720094e+03,3.719659e+03,3.721080e+03,3.724313e+03,3.728719e+03,3.735953e+03,3.744482e+03,3.755093e+03,3.764063e+03,3.771668e+03,3.785069e+03,3.793881e+03,3.813228e+03,3.830420e+03,3.849364e+03,3.875274e+03,3.884848e+03,3.902810e+03,3.924962e+03,3.943671e+03,3.972711e+03,3.996185e+03,4.033593e+03,4.064366e+03,4.103744e+03,4.129251e+03,4.162109e+03,4.191889e+03,4.234669e+03,4.272122e+03,4.323319e+03,4.351843e+03,4.398930e+03,4.438088e+03,4.482196e+03,4.544515e+03,4.593780e+03,4.633998e+03,4.681105e+03,4.715885e+03,4.772168e+03,4.809631e+03,4.860408e+03,4.910229e+03,4.960564e+03,5.011500e+03,5.051663e+03,5.108935e+03,5.136494e+03,5.198032e+03,5.260344e+03
5.337968e+02,7.596559e+02,9.258351e+02,1.072819e+03,1.198827e+03,1.305378e+03,1.406579e+03,1.500921e+03,1.597122e+03,1.694180e+03,1.764641e+03,1.832575e+03,1.903849e+03,1.983996e+03,2.037928e+03,2.111582e+03,2.188068e+03,2.219406e+03,2.293802e+03,2.393259e+03,2.407345e+03,2.442333e+03,2.502309e+03,2.580510e+03,2.675334e+03,2.681901e+03,2.703507e+03,2.738135e+03,2.774622e+03,2.830797e+03,2.899404e+03,2.977179e+03,3.051764e+03,3.089204e+03,3.095720e+03,3.109563e+03,3.127086e+03,3.155312e+03,3.178980e+03,3.214449e+03,3.256026e+03,3.301623e+03,3.343794e+03,3.395903e+03,3.446428e+03,3.514103e+03,3.579724e+03,3.643541e+03,3.702594e+03,3.783055e+03,3.783452e+03,3.785950e+03,3.789275e+03,3.795434e+03,3.802387e+03,3.807468e+03,3.817946e+03,3.830904e+03,3.843736e+03,3.857918e+03,3.875013e+03,3.894763e+03,3.912495e+03,3.929107e+03,3.952090e+03,3.969144e+03,3.984923e+03,4.015633e+03,4.040043e+03,4.070842e+03,4.105634e+03,4.137978e+03,4.169576e+03,4.200749e+03,4.240764e+03,4.282380e+03,4.306088e+03,4.341620e+03,4.374132e+03,4.421752e+03,4.465238e+03,4.507389e+03,4.551933e+03,4.594690e+03,4.628912e+03,4.671095e+03,4.703408e+03,4.760971e+03,4.805140e+03,4.844694e+03,4.899444e+03,4.952470e+03,4.994876e+03,5.053275e+03,5.101735e+03,5.148541e+03,5.192373e+03,5.234895e+03,5.285074e+03,5.349976e+03
