1.964422e+07,2.777319e+07,3.243142e+07,3.653695e+07,4.143404e+07,4.363249e+07,5.194949e+07,4.967235e+07,4.958447e+07,5.160620e+07,5.524280e+07,6.012661e+07,6.626398e+07,7.346153e+07
1.990653e+07,2.813874e+07,3.278105e+07,3.687901e+07,4.191210e+07,4.397930e+07,5.263337e+07,5.019095e+07,5.003468e+07,5.198324e+07,5.550015e+07,6.051419e+07,6.676883e+07,7.443239e+07
1.937652e+07,2.739799e+07,3.198101e+07,3.601280e+07,4.083509e+07,4.299068e+07,5.125229e+07,4.893033e+07,4.889422e+07,5.073434e+07,5.423050e+07,5.922006e+07,6.536234e+07,7.247810e+07
1.933967e+07,2.734480e+07,3.189793e+07,3.590753e+07,4.085223e+07,4.285749e+07,5.114414e+07,4.892789e+07,4.904413e+07,5.106075e+07,5.438885e+07,5.900983e+07,6.517123e+07,7.231585e+07
1.946877e+07,2.752879e+07,3.207474e+07,3.609200e+07,4.103153e+07,4.303975e+07,5.149216e+07,4.917068e+07,4.916113e+07,5.098397e+07,5.443273e+07,5.922537e+07,6.528477e+07,7.281487e+07
1.983913e+07,2.804605e+07,3.267404e+07,3.676179e+07,4.175387e+07,4.384186e+07,5.246024e+07,5.003456e+07,4.999029e+07,5.173037e+07,5.523106e+07,6.032938e+07,6.671856e+07,7.418531e+07
1.974255e+07,2.790942e+07,3.249603e+07,3.654505e+07,4.156893e+07,4.356865e+07,5.219418e+07,4.987772e+07,4.984695e+07,5.155793e+07,5.506439e+07,5.992063e+07,6.620828e+07,7.380643e+07
1.953077e+07,2.761554e+07,3.226305e+07,3.635376e+07,4.118998e+07,4.342121e+07,5.165567e+07,4.937621e+07,4.933832e+07,5.126731e+07,5.482276e+07,5.984956e+07,6.580816e+07,7.305171e+07
1.966440e+07,2.779461e+07,3.240343e+07,3.646243e+07,4.140633e+07,4.348845e+07,5.197995e+07,4.958638e+07,4.957333e+07,5.138276e+07,5.489422e+07,5.986113e+07,6.603978e+07,7.351003e+07
1.984248e+07,2.805568e+07,3.279211e+07,3.696461e+07,4.185614e+07,4.416079e+07,5.247469e+07,5.009981e+07,5.018095e+07,5.211983e+07,5.576628e+07,6.088765e+07,6.687026e+07,7.421025e+07
