1.617782e+02,2.286581e+02,2.801469e+02,3.238721e+02,3.616369e+02,3.956933e+02,4.311304e+02,4.525920e+02,4.843365e+02,5.106740e+02,5.292229e+02,5.476603e+02,5.868699e+02,5.900970e+02,6.257798e+02,6.310988e+02,6.462669e+02,6.850083e+02,6.886268e+02,6.955718e+02,7.128269e+02,7.463259e+02,7.753383e+02,7.680954e+02,7.703930e+02,7.798853e+02,7.993938e+02,8.193394e+02,8.513678e+02,8.847801e+02,8.905692e+02,8.854286e+02,8.837327e+02,8.866538e+02,8.905152e+02,8.951357e+02,9.054174e+02,9.186411e+02,9.337377e+02,9.556426e+02,9.745345e+02,9.950556e+02,1.021189e+03,1.052300e+03,1.082308e+03,1.092520e+03,1.083909e+03,1.076945e+03,1.071119e+03,1.065858e+03,1.062039e+03,1.059720e+03,1.057325e+03,1.058098e+03,1.061026e+03,1.063379e+03,1.066378e+03,1.071811e+03,1.074546e+03,1.078884e+03,1.086968e+03,1.093701e+03,1.105500e+03,1.114135e+03,1.125215e+03,1.135454e+03,1.146541e+03,1.160416e+03,1.172317e+03,1.181795e+03,1.192179e+03,1.201189e+03,1.217425e+03,1.228727e+03,1.240655e+03,1.259801e+03,1.271068e+03,1.290947e+03,1.311315e+03,1.330774e+03,1.348602e+03,1.363210e+03,1.378502e+03,1.396476e+03,1.417579e+03,1.438297e+03,1.465126e+03,1.485833e+03,1.507951e+03,1.528642e+03,1.550667e+03
1.562957e+02,2.209404e+02,2.707215e+02,3.115793e+02,3.487243e+02,3.820744e+02,4.160112e+02,4.342106e+02,4.673368e+02,4.915026e+02,5.075468e+02,5.257574e+02,5.667562e+02,5.656920e+02,6.024207e+02,6.042725e+02,6.171711e+02,6.612449e+02,6.624242e+02,6.638702e+02,6.828371e+02,7.148587e+02,7.457021e+02,7.369077e+02,7.369314e+02,7.450813e+02,7.633388e+02,7.832673e+02,8.169745e+02,8.519131e+02,8.559834e+02,8.449447e+02,8.386790e+02,8.395237e+02,8.442424e+02,8.514422e+02,8.605956e+02,8.745980e+02,8.897596e+02,9.068861e+02,9.324059e+02,9.529046e+02,9.818560e+02,1.008634e+03,1.044295e+03,1.054351e+03,1.043430e+03,1.034598e+03,1.026247e+03,1.018866e+03,1.012998e+03,1.009079e+03,1.004037e+03,9.992046e+02,9.986824e+02,9.969063e+02,9.962203e+02,1.001392e+03,1.006049e+03,1.011931e+03,1.014292e+03,1.015315e+03,1.020375e+03,1.027174e+03,1.034559e+03,1.044505e+03,1.060334e+03,1.074854e+03,1.092364e+03,1.104064e+03,1.124053e+03,1.132205e+03,1.144473e+03,1.160430e+03,1.175966e+03,1.194032e+03,1.214348e+03,1.226118e+03,1.242599e+03,1.259212e+03,1.284909e+03,1.303697e+03,1.323152e+03,1.337784e+03,1.352805e+03,1.383532e+03,1.410244e+03,1.424730e+03,1.455201e+03,1.476777e+03,1.499730e+03
1.643688e+02,2.311533e+02,2.827200e+02,3.275480e+02,3.641615e+02,3.993610e+02,4.366160e+02,4.576522e+02,4.894584e+02,5.146779e+02,5.363327e+02,5.561193e+02,5.956220e+02,5.975586e+02,6.299419e+02,6.368330e+02,6.551528e+02,6.913879e+02,6.947785e+02,7.003961e+02,7.230646e+02,7.530840e+02,7.834857e+02,7.735996e+02,7.738757e+02,7.859854e+02,8.031699e+02,8.306189e+02,8.544861e+02,8.918436e+02,9.013162e+02,8.917287e+02,8.870725e+02,8.840518e+02,8.886920e+02,8.939187e+02,9.038354e+02,9.172790e+02,9.392018e+02,9.590184e+02,9.862748e+02,1.011647e+03,1.030652e+03,1.063204e+03,1.092113e+03,1.109101e+03,1.099026e+03,1.090472e+03,1.083115e+03,1.077635e+03,1.074075e+03,1.074363e+03,1.070571e+03,1.071558e+03,1.071561e+03,1.072083e+03,1.069515e+03,1.072054e+03,1.075129e+03,1.080284e+03,1.080276e+03,1.086150e+03,1.090783e+03,1.097368e+03,1.108200e+03,1.116929e+03,1.121038e+03,1.132881e+03,1.143865e+03,1.161655e+03,1.175423e+03,1.186821e+03,1.202694e+03,1.216810e+03,1.235309e+03,1.250638e+03,1.270452e+03,1.295375e+03,1.317062e+03,1.333289e+03,1.353748e+03,1.380684e+03,1.407302e+03,1.422509e+03,1.440180e+03,1.453257e+03,1.473812e+03,1.502343e+03,1.522067e+03,1.544771e+03,1.576816e+03
1.541239e+02,2.149327e+02,2.634146e+02,3.040811e+02,3.407192e+02,3.727347e+02,4.078480e+02,4.245893e+02,4.572261e+02,4.821081e+02,4.960050e+02,5.156097e+02,5.556564e+02,5.529909e+02,5.903651e+02,5.933452e+02,6.069796e+02,6.465382e+02,6.491697e+02,6.525087e+02,6.697431e+02,6.977488e+02,7.328458e+02,7.237203e+02,7.239445e+02,7.311218e+02,7.449229e+02,7.659858e+02,7.918742e+02,8.350885e+02,8.411506e+02,8.307063e+02,8.253057e+02,8.262137e+02,8.276971e+02,8.350704e+02,8.454397e+02,8.557554e+02,8.732593e+02,8.896330e+02,9.071693e+02,9.323571e+02,9.585915e+02,9.835761e+02,1.022854e+03,1.035508e+03,1.025193e+03,1.015618e+03,1.007072e+03,1.000532e+03,9.950332e+02,9.922292e+02,9.878158e+02,9.859093e+02,9.865458e+02,9.843537e+02,9.838655e+02,9.858053e+02,9.896527e+02,9.916278e+02,9.926514e+02,9.981015e+02,1.004450e+03,1.013252e+03,1.020622e+03,1.031924e+03,1.044041e+03,1.058112e+03,1.068110e+03,1.079873e+03,1.093895e+03,1.107882e+03,1.126915e+03,1.138265e+03,1.152237e+03,1.164532e+03,1.186374e+03,1.201067e+03,1.214539e+03,1.232627e+03,1.250479e+03,1.265478e+03,1.286692e+03,1.307259e+03,1.329386e+03,1.349186e+03,1.363413e+03,1.387421e+03,1.423257e+03,1.445117e+03,1.471449e+03
1.679201e+02,2.336284e+02,2.850186e+02,3.302521e+02,3.681135e+02,4.020018e+02,4.390047e+02,4.595261e+02,4.920304e+02,5.189834e+02,5.360574e+02,5.563739e+02,5.992552e+02,5.974918e+02,6.350771e+02,6.382543e+02,6.521204e+02,6.959206e+02,6.986610e+02,7.001111e+02,7.217092e+02,7.542101e+02,7.876406e+02,7.767936e+02,7.784839e+02,7.860551e+02,8.044128e+02,8.286077e+02,8.579224e+02,8.987849e+02,9.045376e+02,8.933299e+02,8.863400e+02,8.849639e+02,8.856334e+02,8.939144e+02,9.066048e+02,9.221483e+02,9.379276e+02,9.549259e+02,9.841732e+02,1.007589e+03,1.034987e+03,1.064751e+03,1.100679e+03,1.114066e+03,1.103459e+03,1.094505e+03,1.085351e+03,1.079645e+03,1.073980e+03,1.069951e+03,1.063709e+03,1.060632e+03,1.061911e+03,1.062240e+03,1.062557e+03,1.062604e+03,1.066065e+03,1.070668e+03,1.073687e+03,1.077232e+03,1.085455e+03,1.087926e+03,1.093397e+03,1.102880e+03,1.117962e+03,1.127574e+03,1.138414e+03,1.149945e+03,1.161627e+03,1.183129e+03,1.201911e+03,1.220279e+03,1.242394e+03,1.257495e+03,1.273716e+03,1.291998e+03,1.307499e+03,1.325444e+03,1.354648e+03,1.376298e+03,1.389086e+03,1.415784e+03,1.426335e+03,1.458904e+03,1.480079e+03,1.504355e+03,1.534098e+03,1.557195e+03,1.585036e+03
1.600419e+02,2.228975e+02,2.727548e+02,3.156783e+02,3.515277e+02,3.845707e+02,4.221003e+02,4.396129e+02,4.702816e+02,4.963716e+02,5.133176e+02,5.337110e+02,5.750673e+02,5.717963e+02,6.085004e+02,6.115931e+02,6.230959e+02,6.648914e+02,6.694092e+02,6.718035e+02,6.909762e+02,7.218182e+02,7.567144e+02,7.455960e+02,7.413486e+02,7.508731e+02,7.648524e+02,7.913535e+02,8.210131e+02,8.590940e+02,8.710321e+02,8.621443e+02,8.560118e+02,8.549464e+02,8.572724e+02,8.586990e+02,8.663978e+02,8.758111e+02,8.943377e+02,9.118476e+02,9.327752e+02,9.617116e+02,9.886415e+02,1.017250e+03,1.050933e+03,1.070529e+03,1.060466e+03,1.051837e+03,1.043798e+03,1.038016e+03,1.032380e+03,1.029007e+03,1.027947e+03,1.023748e+03,1.024631e+03,1.027001e+03,1.025872e+03,1.030047e+03,1.034903e+03,1.040786e+03,1.045671e+03,1.050174e+03,1.056259e+03,1.063653e+03,1.070223e+03,1.077275e+03,1.087417e+03,1.098520e+03,1.105849e+03,1.120982e+03,1.132606e+03,1.137203e+03,1.151297e+03,1.163118e+03,1.168308e+03,1.189476e+03,1.208306e+03,1.229306e+03,1.243123e+03,1.263974e+03,1.281768e+03,1.301888e+03,1.324017e+03,1.350306e+03,1.362592e+03,1.393287e+03,1.414543e+03,1.437072e+03,1.465327e+03,1.486601e+03,1.523031e+03
1.632327e+02,2.307759e+02,2.818926e+02,3.252059e+02,3.628165e+02,3.969926e+02,4.340152e+02,4.543930e+02,4.868880e+02,5.128188e+02,5.311023e+02,5.506889e+02,5.922856e+02,5.921942e+02,6.289897e+02,6.316793e+02,6.474258e+02,6.890092e+02,6.909199e+02,6.929796e+02,7.162711e+02,7.493305e+02,7.799720e+02,7.682796e+02,7.695230e+02,7.758971e+02,7.934391e+02,8.215657e+02,8.527650e+02,8.899807e+02,8.957354e+02,8.830349e+02,8.759795e+02,8.729595e+02,8.765671e+02,8.846983e+02,8.952383e+02,9.088660e+02,9.241503e+02,9.447394e+02,9.661701e+02,9.994349e+02,1.026963e+03,1.057996e+03,1.090532e+03,1.103793e+03,1.091524e+03,1.081511e+03,1.072977e+03,1.065542e+03,1.057652e+03,1.052454e+03,1.048135e+03,1.044233e+03,1.042837e+03,1.041049e+03,1.040343e+03,1.043263e+03,1.047865e+03,1.051346e+03,1.055109e+03,1.056740e+03,1.061494e+03,1.065862e+03,1.077419e+03,1.087566e+03,1.098578e+03,1.107167e+03,1.120036e+03,1.137655e+03,1.150753e+03,1.171259e+03,1.186609e+03,1.203876e+03,1.226453e+03,1.237923e+03,1.252757e+03,1.271503e+03,1.284388e+03,1.311209e+03,1.332487e+03,1.349236e+03,1.377009e+03,1.404018e+03,1.419261e+03,1.447149e+03,1.470710e+03,1.494021e+03,1.517567e+03,1.541624e+03,1.569284e+03
1.532625e+02,2.151097e+02,2.629056e+02,3.029022e+02,3.399553e+02,3.717257e+02,4.041082e+02,4.230000e+02,4.552905e+02,4.806031e+02,4.943820e+02,5.132106e+02,5.524045e+02,5.502845e+02,5.881835e+02,5.907176e+02,6.023020e+02,6.436006e+02,6.438590e+02,6.500236e+02,6.658163e+02,6.966466e+02,7.268541e+02,7.170391e+02,7.164627e+02,7.292879e+02,7.425719e+02,7.635158e+02,7.910119e+02,8.314893e+02,8.345019e+02,8.248617e+02,8.196313e+02,8.184106e+02,8.213528e+02,8.267090e+02,8.386713e+02,8.520994e+02,8.724102e+02,8.896854e+02,9.038360e+02,9.292713e+02,9.544393e+02,9.830372e+02,1.018593e+03,1.028181e+03,1.018084e+03,1.009522e+03,1.002722e+03,9.975117e+02,9.931167e+02,9.891295e+02,9.863020e+02,9.848800e+02,9.835825e+02,9.824796e+02,9.839760e+02,9.900851e+02,9.894147e+02,9.918818e+02,9.952369e+02,9.989953e+02,1.003340e+03,1.009949e+03,1.019034e+03,1.027684e+03,1.038364e+03,1.048245e+03,1.061059e+03,1.072908e+03,1.084238e+03,1.097572e+03,1.110754e+03,1.131365e+03,1.141548e+03,1.163730e+03,1.182725e+03,1.204833e+03,1.220495e+03,1.237880e+03,1.252001e+03,1.263922e+03,1.284387e+03,1.306183e+03,1.321227e+03,1.345788e+03,1.365470e+03,1.388912e+03,1.411849e+03,1.440996e+03,1.462079e+03
1.634187e+02,2.301544e+02,2.797541e+02,3.240806e+02,3.593774e+02,3.930269e+02,4.303912e+02,4.510397e+02,4.819318e+02,5.078751e+02,5.264544e+02,5.456879e+02,5.871763e+02,5.866989e+02,6.217095e+02,6.268626e+02,6.412932e+02,6.798681e+02,6.846556e+02,6.867595e+02,7.085983e+02,7.419266e+02,7.729688e+02,7.645700e+02,7.621081e+02,7.725500e+02,7.857449e+02,8.139945e+02,8.460286e+02,8.795425e+02,8.898789e+02,8.839801e+02,8.789891e+02,8.781642e+02,8.804629e+02,8.858015e+02,8.926297e+02,9.010999e+02,9.225152e+02,9.351565e+02,9.571263e+02,9.891409e+02,1.013502e+03,1.046365e+03,1.075413e+03,1.091537e+03,1.082381e+03,1.075307e+03,1.069258e+03,1.062254e+03,1.060530e+03,1.055123e+03,1.052589e+03,1.052066e+03,1.053205e+03,1.057212e+03,1.060267e+03,1.064280e+03,1.068010e+03,1.071266e+03,1.078464e+03,1.085675e+03,1.095062e+03,1.105289e+03,1.112759e+03,1.118490e+03,1.127972e+03,1.138023e+03,1.151766e+03,1.158310e+03,1.170614e+03,1.181943e+03,1.195486e+03,1.204900e+03,1.213635e+03,1.227569e+03,1.250156e+03,1.271821e+03,1.288603e+03,1.297843e+03,1.318988e+03,1.336862e+03,1.359951e+03,1.389953e+03,1.403972e+03,1.428671e+03,1.457501e+03,1.478742e+03,1.505057e+03,1.521065e+03,1.551915e+03
1.590347e+02,2.227328e+02,2.720098e+02,3.141394e+02,3.520008e+02,3.846401e+02,4.201194e+02,4.390660e+02,4.710189e+02,4.974357e+02,5.124155e+02,5.318152e+02,5.727028e+02,5.705527e+02,6.077801e+02,6.113889e+02,6.309994e+02,6.662708e+02,6.690766e+02,6.707909e+02,6.908031e+02,7.220795e+02,7.546041e+02,7.458087e+02,7.466847e+02,7.514757e+02,7.664467e+02,7.905827e+02,8.211373e+02,8.585283e+02,8.664734e+02,8.582892e+02,8.539803e+02,8.527887e+02,8.558275e+02,8.603976e+02,8.684164e+02,8.807251e+02,8.943346e+02,9.125927e+02,9.360842e+02,9.619489e+02,9.945966e+02,1.017943e+03,1.052158e+03,1.066887e+03,1.058101e+03,1.050481e+03,1.044903e+03,1.040578e+03,1.037595e+03,1.032442e+03,1.030446e+03,1.027320e+03,1.031255e+03,1.030576e+03,1.032219e+03,1.034555e+03,1.035506e+03,1.042450e+03,1.045753e+03,1.050780e+03,1.058507e+03,1.064685e+03,1.073449e+03,1.081643e+03,1.088680e+03,1.100268e+03,1.112088e+03,1.123645e+03,1.135633e+03,1.144832e+03,1.157668e+03,1.170128e+03,1.187539e+03,1.200358e+03,1.218380e+03,1.229910e+03,1.249625e+03,1.265477e+03,1.287996e+03,1.306924e+03,1.324207e+03,1.350248e+03,1.379914e+03,1.401758e+03,1.416383e+03,1.436670e+03,1.471188e+03,1.487013e+03,1.514546e+03
