2.470746e-07,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06
4.941493e-07,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.183558e-06
9.882985e-07,1.976597e-05,1.976597e-05,1.976597e-05,1.976597e-05,1.844782e-05,1.438325e-05,1.240443e-05,1.020481e-05,9.230297e-06
1.976597e-06,3.953194e-05,3.866359e-05,2.880160e-05,2.127952e-05,1.696435e-05,1.523652e-05,1.161403e-05,1.028633e-05,8.944750e-06
3.953194e-06,7.906388e-05,3.895063e-05,2.884624e-05,2.089355e-05,1.694343e-05,1.498958e-05,1.189914e-05,1.036453e-05,8.996528e-06
7.906388e-06,1.070115e-04,3.894774e-05,2.509802e-05,2.072983e-05,1.846204e-05,1.430751e-05,1.174044e-05,1.019618e-05,9.187246e-06
1.185958e-05,1.055650e-04,3.851250e-05,2.508626e-05,2.000456e-05,1.673015e-05,1.424831e-05,1.144019e-05,9.953396e-06,9.285787e-06
1.581278e-05,1.084119e-04,3.918261e-05,2.882792e-05,2.145683e-05,1.832667e-05,1.435418e-05,1.148165e-05,9.827858e-06,8.569003e-06
2.371917e-05,1.083483e-04,4.712489e-05,2.524767e-05,2.096432e-05,1.695172e-05,1.406608e-05,1.133547e-05,9.840585e-06,8.780741e-06
3.162555e-05,1.072201e-04,3.923275e-05,2.517863e-05,2.053506e-05,1.689734e-05,1.381192e-05,1.234634e-05,1.096098e-05,1.068946e-05
3.953194e-05,1.321508e-04,4.754451e-05,2.538728e-05,1.932827e-05,1.734974e-05,1.558719e-05,1.367423e-05,1.339268e-05,1.335026e-05
