1.454464e+03,1.897944e+03,2.262143e+03,2.593870e+03,2.718021e+03,3.108976e+03,3.843233e+03
1.453460e+03,1.903621e+03,2.268881e+03,2.592762e+03,2.670420e+03,3.120475e+03,3.846202e+03
1.440618e+03,1.899403e+03,2.269756e+03,2.569776e+03,2.675613e+03,3.129686e+03,3.812858e+03
1.516343e+03,2.017098e+03,2.419856e+03,2.715468e+03,2.834253e+03,3.347920e+03,4.005330e+03
1.446508e+03,1.904817e+03,2.275715e+03,2.592743e+03,2.682056e+03,3.137871e+03,3.828930e+03
1.472802e+03,1.948564e+03,2.331624e+03,2.642470e+03,2.761698e+03,3.218603e+03,3.897291e+03
1.404639e+03,1.833646e+03,2.182086e+03,2.505187e+03,2.589179e+03,2.996702e+03,3.716272e+03
1.420683e+03,1.867769e+03,2.230853e+03,2.526968e+03,2.608491e+03,3.074377e+03,3.756036e+03
1.430166e+03,1.882011e+03,2.249245e+03,2.554971e+03,2.633826e+03,3.100636e+03,3.781723e+03
1.389168e+03,1.816004e+03,2.163891e+03,2.476810e+03,2.577111e+03,2.974510e+03,3.671049e+03
