1.562500e-06,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,2.874542e-05,2.657133e-05,2.347529e-05,2.197391e-05,2.007391e-05,1.838274e-05,1.772832e-05,1.660728e-05,1.545149e-05,1.441642e-05,1.366413e-05,1.331490e-05,1.292938e-05,1.228837e-05,1.166794e-05,1.101504e-05,1.044446e-05,9.974491e-06,9.588972e-06,9.200708e-06,8.978604e-06,8.928299e-06,8.854519e-06,8.764884e-06,8.553146e-06,8.355432e-06,8.129974e-06,7.905583e-06,7.643845e-06,7.402533e-06,7.162136e-06,6.902380e-06,6.726617e-06,6.522196e-06,6.320976e-06,6.151158e-06,5.974786e-06,5.807103e-06,5.576462e-06,5.502071e-06,5.290333e-06,5.157253e-06,5.049936e-06,4.944143e-06,4.910606e-06,4.742009e-06,4.661978e-06,4.578746e-06,4.523258e-06
3.125000e-06,2.872034e-05,6.250000e-05,6.250000e-05,6.250000e-05,5.190272e-05,4.342251e-05,3.682372e-05,3.211182e-05,2.895845e-05,2.655845e-05,2.351545e-05,2.195874e-05,2.035599e-05,1.855050e-05,1.783068e-05,1.670599e-05,1.548708e-05,1.438068e-05,1.353494e-05,1.329287e-05,1.288921e-05,1.244378e-05,1.160689e-05,1.101786e-05,1.046115e-05,9.952311e-06,9.643164e-06,9.245602e-06,8.968772e-06,8.937369e-06,8.907796e-06,8.765113e-06,8.592551e-06,8.347124e-06,8.123648e-06,7.884623e-06,7.643464e-06,7.397122e-06,7.117853e-06,6.893767e-06,6.687364e-06,6.477302e-06,6.278521e-06,6.113277e-06,5.937362e-06,5.770593e-06,5.611142e-06,5.468154e-06,5.338275e-06,5.212665e-06,5.102604e-06,4.970287e-06,4.856262e-06,4.759310e-06,4.670591e-06,4.593456e-06,4.496810e-06
6.250000e-06,2.406439e-05,1.250000e-04,8.641149e-05,6.407668e-05,5.187238e-05,4.313517e-05,3.669430e-05,3.215038e-05,2.899794e-05,2.645220e-05,2.328451e-05,2.208511e-05,2.001133e-05,1.841376e-05,1.788328e-05,1.668998e-05,1.531742e-05,1.424363e-05,1.364851e-05,1.345522e-05,1.292899e-05,1.252168e-05,1.186558e-05,1.120155e-05,1.038935e-05,1.004179e-05,9.490572e-06,9.114961e-06,8.941180e-06,9.046668e-06,8.802765e-06,8.782034e-06,8.510082e-06,8.326545e-06,8.119837e-06,7.899105e-06,7.631421e-06,7.397274e-06,7.152761e-06,6.922273e-06,6.683858e-06,6.519833e-06,6.265564e-06,6.048490e-06,5.989344e-06,5.818612e-06,5.652148e-06,5.502148e-06,5.360074e-06,5.226537e-06,5.100317e-06,4.898488e-06,4.788121e-06,4.686902e-06,4.672267e-06,4.586901e-06,4.406413e-06
1.250000e-05,2.500000e-04,1.284436e-04,8.704472e-05,6.446662e-05,5.234952e-05,4.352145e-05,3.691289e-05,3.193971e-05,2.864458e-05,2.641897e-05,2.357994e-05,2.229457e-05,2.008846e-05,1.852870e-05,1.779943e-05,1.656285e-05,1.550675e-05,1.422382e-05,1.367016e-05,1.349089e-05,1.302381e-05,1.238601e-05,1.172503e-05,1.105064e-05,1.043966e-05,9.915268e-06,9.485999e-06,9.076242e-06,8.911607e-06,8.839656e-06,8.709168e-06,8.504289e-06,8.504289e-06,8.053068e-06,7.782336e-06,7.526238e-06,7.278676e-06,7.003066e-06,6.768919e-06,6.538431e-06,6.484772e-06,6.253064e-06,5.935990e-06,5.864039e-06,5.684770e-06,5.534770e-06,5.316476e-06,5.190866e-06,5.083549e-06,5.026232e-06,4.899402e-06,4.817695e-06,4.766475e-06,4.701841e-06,4.626231e-06,4.577450e-06,4.533548e-06
2.500000e-05,3.771924e-04,1.327381e-04,8.461362e-05,6.357942e-05,5.241110e-05,4.364035e-05,3.697936e-05,3.218179e-05,2.888422e-05,2.666470e-05,2.335737e-05,2.222566e-05,1.998176e-05,1.831346e-05,1.756712e-05,1.653785e-05,1.478174e-05,1.395979e-05,1.296710e-05,1.274271e-05,1.242320e-05,1.169637e-05,1.110369e-05,1.060368e-05,1.013051e-05,9.710999e-06,9.396364e-06,9.169535e-06,9.074412e-06,9.054900e-06,9.050022e-06,9.054900e-06,9.035388e-06,9.013437e-06,9.003680e-06,8.976851e-06,8.937827e-06,8.910997e-06,8.879290e-06,8.837826e-06,8.801241e-06,8.764656e-06,8.710997e-06,8.698802e-06,8.659777e-06,8.640265e-06,8.623192e-06,8.615875e-06,8.596362e-06,8.591484e-06,8.589045e-06,8.598801e-06,8.603680e-06,8.601240e-06,8.610997e-06,8.613436e-06,8.618314e-06
3.750000e-05,3.911735e-04,1.276997e-04,8.501179e-05,6.377028e-05,5.179220e-05,4.340315e-05,3.692021e-05,3.229947e-05,2.833726e-05,2.599580e-05,2.292628e-05,2.140432e-05,1.914700e-05,1.749334e-05,1.692260e-05,1.584333e-05,1.499455e-05,1.418967e-05,1.360430e-05,1.357137e-05,1.348723e-05,1.336650e-05,1.318723e-05,1.296771e-05,1.278479e-05,1.263113e-05,1.255064e-05,1.253235e-05,1.254332e-05,1.255796e-05,1.259820e-05,1.263845e-05,1.268601e-05,1.276284e-05,1.282869e-05,1.291284e-05,1.297503e-05,1.304454e-05,1.309942e-05,1.311771e-05,1.316893e-05,1.310674e-05,1.307747e-05,1.307381e-05,1.297503e-05,1.292015e-05,1.286162e-05,1.278479e-05,1.271893e-05,1.265674e-05,1.261284e-05,1.257991e-05,1.255064e-05,1.253601e-05,1.252503e-05,1.252869e-05,1.253966e-05
5.000000e-05,3.927351e-04,1.280076e-04,8.755387e-05,6.404162e-05,5.153915e-05,4.330011e-05,3.661716e-05,3.162691e-05,2.767568e-05,2.542689e-05,2.230981e-05,2.104639e-05,1.949517e-05,1.837322e-05,1.810492e-05,1.782687e-05,1.728053e-05,1.688541e-05,1.671955e-05,1.677321e-05,1.690980e-05,1.704638e-05,1.722199e-05,1.732443e-05,1.729029e-05,1.729516e-05,1.723175e-05,1.726102e-05,1.727077e-05,1.724151e-05,1.716346e-05,1.709516e-05,1.697809e-05,1.688053e-05,1.682687e-05,1.676346e-05,1.671467e-05,1.671467e-05,1.670004e-05,1.673419e-05,1.675858e-05,1.681711e-05,1.685614e-05,1.691468e-05,1.698785e-05,1.702687e-05,1.702687e-05,1.704150e-05,1.706102e-05,1.699760e-05,1.696833e-05,1.692443e-05,1.685126e-05,1.680736e-05,1.675370e-05,1.673419e-05,1.671467e-05
7.500000e-05,3.798924e-04,1.284991e-04,8.731851e-05,6.386723e-05,5.086476e-05,4.155742e-05,3.492082e-05,3.068422e-05,2.828422e-05,2.703299e-05,2.574518e-05,2.546714e-05,2.545982e-05,2.506470e-05,2.517445e-05,2.556226e-05,2.596470e-05,2.592079e-05,2.582567e-05,2.571592e-05,2.562811e-05,2.540860e-05,2.536470e-05,2.532811e-05,2.532079e-05,2.520372e-05,2.508665e-05,2.505738e-05,2.507201e-05,2.510128e-05,2.513787e-05,2.519640e-05,2.526226e-05,2.532079e-05,2.529884e-05,2.529153e-05,2.528421e-05,2.520372e-05,2.515982e-05,2.512323e-05,2.507933e-05,2.506470e-05,2.507201e-05,2.510860e-05,2.515250e-05,2.519640e-05,2.521835e-05,2.521104e-05,2.524031e-05,2.520372e-05,2.517445e-05,2.513787e-05,2.509396e-05,2.507201e-05,2.505006e-05,2.505006e-05,2.507201e-05
1.000000e-04,3.837424e-04,1.312735e-04,8.622948e-05,6.302942e-05,4.945866e-05,4.120498e-05,3.677570e-05,3.453179e-05,3.394642e-05,3.361472e-05,3.371228e-05,3.383911e-05,3.447325e-05,3.453179e-05,3.437569e-05,3.419033e-05,3.401472e-05,3.374155e-05,3.343911e-05,3.349764e-05,3.365374e-05,3.369277e-05,3.366350e-05,3.370252e-05,3.381959e-05,3.380984e-05,3.364398e-05,3.346837e-05,3.342935e-05,3.345862e-05,3.347813e-05,3.358545e-05,3.363423e-05,3.361472e-05,3.355618e-05,3.350740e-05,3.342935e-05,3.342935e-05,3.341959e-05,3.344886e-05,3.351715e-05,3.354642e-05,3.349764e-05,3.349764e-05,3.352691e-05,3.345862e-05,3.344886e-05,3.340008e-05,3.340984e-05,3.342935e-05,3.347813e-05,3.349764e-05,3.345862e-05,3.351715e-05,3.344886e-05,3.345862e-05,3.340984e-05
1.250000e-04,3.896046e-04,1.314820e-04,8.553070e-05,6.154283e-05,4.962817e-05,4.470133e-05,4.212815e-05,4.176230e-05,4.238425e-05,4.248181e-05,4.328669e-05,4.294523e-05,4.289645e-05,4.215254e-05,4.195742e-05,4.166474e-05,4.187205e-05,4.200620e-05,4.210376e-05,4.203059e-05,4.195742e-05,4.190864e-05,4.187205e-05,4.166474e-05,4.170132e-05,4.190864e-05,4.203059e-05,4.188425e-05,4.189644e-05,4.178669e-05,4.175010e-05,4.167693e-05,4.166474e-05,4.171352e-05,4.182327e-05,4.182327e-05,4.182327e-05,4.176230e-05,4.173791e-05,4.167693e-05,4.166474e-05,4.171352e-05,4.179888e-05,4.179888e-05,4.183547e-05,4.178669e-05,4.168913e-05,4.167693e-05,4.166474e-05,4.168913e-05,4.176230e-05,4.177449e-05,4.176230e-05,4.172571e-05,4.167693e-05,4.167693e-05,4.166474e-05
