1.562500e-07,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,3.125000e-06,2.989222e-06,2.570883e-06,2.297513e-06
3.125000e-07,6.250000e-06,6.250000e-06,6.250000e-06,6.250000e-06,5.259052e-06,4.698685e-06,4.161245e-06,3.463042e-06,2.985449e-06,2.594656e-06,2.356393e-06
6.250000e-07,1.250000e-05,1.245524e-05,8.330783e-06,7.022182e-06,5.214251e-06,4.459005e-06,4.132784e-06,3.444490e-06,2.880586e-06,2.589732e-06,2.365036e-06
1.250000e-06,2.500000e-05,1.444107e-05,9.468743e-06,7.089225e-06,5.157635e-06,4.466657e-06,3.932022e-06,3.467021e-06,2.988483e-06,2.585189e-06,2.373725e-06
2.500000e-06,3.513435e-05,1.442040e-05,8.398679e-06,6.446723e-06,5.294525e-06,4.753548e-06,3.906229e-06,3.340618e-06,2.857446e-06,2.565250e-06,2.397201e-06
3.750000e-06,4.121004e-05,1.448071e-05,8.422886e-06,6.424955e-06,5.273610e-06,4.736902e-06,3.924705e-06,3.346655e-06,2.976776e-06,2.537018e-06,2.297384e-06
5.000000e-06,4.126181e-05,1.443101e-05,8.340264e-06,6.461235e-06,5.141720e-06,4.717329e-06,3.918302e-06,3.408545e-06,2.791470e-06,2.483665e-06,2.223176e-06
7.500000e-06,3.515460e-05,1.244088e-05,8.393069e-06,6.396967e-06,5.186720e-06,4.575011e-06,3.844765e-06,3.211837e-06,2.915495e-06,2.674763e-06,2.577445e-06
1.000000e-05,3.458886e-05,1.451955e-05,9.526365e-06,6.365381e-06,4.900988e-06,4.360498e-06,4.099034e-06,3.596594e-06,3.455130e-06,3.341959e-06,3.341959e-06
1.250000e-05,3.491167e-05,1.241893e-05,8.299410e-06,6.743309e-06,5.062817e-06,4.696963e-06,4.585987e-06,4.457938e-06,4.273791e-06,4.251840e-06,4.262815e-06
1.500000e-05,3.477594e-05,1.453540e-05,8.321728e-06,6.638797e-06,5.468062e-06,5.238305e-06,5.285135e-06,5.264647e-06,5.358306e-06,5.184159e-06,5.061232e-06
