5.000000e-10,6.178308e-10,2.723177e-10,2.488543e-10,2.101225e-10,1.804151e-10,1.765126e-10,1.760248e-10,1.892931e-10,1.757809e-10,1.754395e-10,1.708541e-10
3.750000e-10,5.970197e-10,2.521652e-10,1.762138e-10,1.597504e-10,1.528357e-10,1.303357e-10,1.268967e-10,1.350186e-10,1.338479e-10,1.338479e-10,1.246284e-10
2.500000e-10,5.628916e-10,2.556957e-10,1.712321e-10,1.312320e-10,1.200125e-10,1.074759e-10,9.942707e-11,9.096364e-11,9.062217e-11,9.003680e-11,9.181730e-11
1.250000e-10,5.562270e-10,2.584336e-10,1.617016e-10,1.251284e-10,8.905510e-11,8.104288e-11,9.307950e-11,7.517701e-11,6.122576e-11,4.742085e-11,4.507938e-11
6.250000e-11,5.838215e-10,2.559244e-10,1.613876e-10,1.260156e-10,9.374108e-11,8.607033e-11,9.471669e-11,8.036910e-11,6.448491e-11,4.972268e-11,4.069827e-11
3.125000e-11,5.653078e-10,2.462155e-10,1.695233e-10,1.270110e-10,9.298346e-11,8.631271e-11,9.450480e-11,7.871818e-11,6.195899e-11,5.042543e-11,4.188882e-11
1.562500e-11,3.125000e-10,2.585837e-10,1.714067e-10,1.255392e-10,9.805740e-11,8.561530e-11,9.417477e-11,8.031651e-11,6.165335e-11,5.060454e-11,4.091092e-11
7.812500e-12,1.562500e-10,1.562500e-10,1.562500e-10,1.263246e-10,9.306539e-11,8.601050e-11,9.379101e-11,7.914615e-11,6.385267e-11,5.073374e-11,4.094179e-11
3.906250e-12,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,6.149882e-11,5.051022e-11,4.091226e-11
6.250000e-10,5.265562e-10,2.910678e-10,3.124703e-10,2.490555e-10,2.078968e-10,2.288115e-10,2.320432e-10,2.138115e-10,2.205798e-10,2.160066e-10,2.149700e-10
7.500000e-10,5.071110e-10,3.217691e-10,3.254276e-10,2.946958e-10,2.601592e-10,2.737690e-10,2.710616e-10,2.450128e-10,2.461104e-10,2.453055e-10,2.710616e-10
8.750000e-10,5.053244e-10,3.805192e-10,3.386899e-10,3.392020e-10,2.951532e-10,3.187142e-10,2.899458e-10,3.099215e-10,3.090678e-10,3.102630e-10,3.075312e-10
