5.000000e-09,4.483060e-08,1.581248e-08,1.229979e-08,1.016856e-08,7.844653e-09,6.933432e-09,4.861719e-09,5.329525e-09,5.584648e-09,4.976354e-09,4.232449e-09,3.385618e-09,2.885617e-09,2.438299e-09
3.750000e-09,4.460371e-08,1.840852e-08,1.282595e-08,9.914110e-09,7.857275e-09,6.407394e-09,4.900073e-09,5.538855e-09,5.667270e-09,5.046049e-09,4.271901e-09,3.456411e-09,2.940556e-09,2.453604e-09
2.500000e-09,4.569633e-08,1.617845e-08,1.204088e-08,9.904049e-09,7.844775e-09,6.594284e-09,4.887695e-09,5.466721e-09,5.644526e-09,4.885012e-09,4.140376e-09,3.601350e-09,2.973788e-09,2.574275e-09
1.250000e-09,2.500000e-08,1.839303e-08,1.250704e-08,9.741792e-09,8.008983e-09,6.698858e-09,4.751048e-09,5.537270e-09,5.662392e-09,4.972146e-09,4.247388e-09,3.526411e-09,2.986898e-09,2.540799e-09
6.250000e-10,1.250000e-08,1.250000e-08,1.229378e-08,9.685542e-09,7.739684e-09,6.715352e-09,4.789189e-09,5.562300e-09,5.540837e-09,5.036384e-09,4.253029e-09,3.526076e-09,2.982965e-09,2.552903e-09
3.125000e-10,6.250000e-09,6.250000e-09,6.250000e-09,6.250000e-09,6.250000e-09,6.250000e-09,4.796460e-09,5.571767e-09,5.639419e-09,4.951704e-09,4.201489e-09,3.515969e-09,2.958864e-09,2.559625e-09
1.562500e-10,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.016814e-09,2.565182e-09
6.250000e-09,4.556444e-08,1.774669e-08,1.247168e-08,9.892402e-09,7.718007e-09,6.693004e-09,4.803365e-09,5.444830e-09,5.515562e-09,5.027756e-09,4.151535e-09,3.422874e-09,2.832629e-09,2.419823e-09
7.500000e-09,4.388242e-08,1.863334e-08,1.259088e-08,9.484779e-09,7.896239e-09,6.687455e-09,4.790865e-09,5.311111e-09,5.502087e-09,5.052817e-09,4.147693e-09,3.421106e-09,2.974032e-09,2.696714e-09
8.750000e-09,4.510785e-08,1.851803e-08,1.269777e-08,9.427401e-09,7.901056e-09,6.478004e-09,4.640072e-09,5.529587e-09,5.603001e-09,4.836414e-09,4.229462e-09,3.471411e-09,3.128239e-09,3.075312e-09
1.000000e-08,4.492352e-08,1.598980e-08,1.197222e-08,9.726365e-09,7.830751e-09,6.436601e-09,4.783914e-09,5.511721e-09,5.432696e-09,4.791719e-09,4.305864e-09,3.661960e-09,3.561472e-09,3.555618e-09
