3.455112e+02,4.845881e+02,5.918635e+02,6.793272e+02,7.530973e+02,8.339173e+02,8.982108e+02,9.380845e+02,9.986493e+02,1.045387e+03,1.121675e+03,1.116885e+03,1.168075e+03,1.269325e+03,1.291039e+03,1.283612e+03,1.301594e+03,1.324958e+03,1.377752e+03,1.462174e+03,1.550728e+03,1.581359e+03,1.557696e+03,1.543235e+03,1.536176e+03,1.543417e+03,1.552632e+03,1.568648e+03,1.594949e+03,1.620806e+03,1.638555e+03,1.669903e+03,1.706435e+03,1.746856e+03,1.771862e+03,1.811933e+03,1.862115e+03,1.915817e+03,1.982755e+03,2.057193e+03,2.114975e+03,2.191108e+03,2.255276e+03
3.606123e+02,5.044623e+02,6.158422e+02,7.086444e+02,7.836346e+02,8.668768e+02,9.349373e+02,9.754677e+02,1.040839e+03,1.085110e+03,1.170694e+03,1.161357e+03,1.215775e+03,1.318841e+03,1.340542e+03,1.329914e+03,1.342033e+03,1.372836e+03,1.438341e+03,1.518921e+03,1.615736e+03,1.653959e+03,1.624867e+03,1.601701e+03,1.591117e+03,1.583846e+03,1.587938e+03,1.596794e+03,1.619000e+03,1.640259e+03,1.670003e+03,1.707439e+03,1.746577e+03,1.783889e+03,1.827230e+03,1.871678e+03,1.933009e+03,2.000882e+03,2.063904e+03,2.135994e+03,2.199919e+03,2.281783e+03,2.364265e+03
3.431105e+02,4.791001e+02,5.836976e+02,6.731549e+02,7.418685e+02,8.217154e+02,8.879387e+02,9.223164e+02,9.889733e+02,1.021782e+03,1.112623e+03,1.098317e+03,1.145156e+03,1.252112e+03,1.273319e+03,1.256211e+03,1.262486e+03,1.294015e+03,1.348666e+03,1.424861e+03,1.532567e+03,1.573514e+03,1.545579e+03,1.524538e+03,1.511858e+03,1.503028e+03,1.502126e+03,1.510110e+03,1.522256e+03,1.542824e+03,1.563488e+03,1.587781e+03,1.620391e+03,1.660217e+03,1.702328e+03,1.755740e+03,1.819710e+03,1.868611e+03,1.937668e+03,2.001209e+03,2.085451e+03,2.165976e+03,2.250322e+03
3.655211e+02,5.096771e+02,6.199740e+02,7.166022e+02,7.939498e+02,8.712043e+02,9.421959e+02,9.865525e+02,1.053066e+03,1.098378e+03,1.181550e+03,1.176680e+03,1.234096e+03,1.326872e+03,1.348492e+03,1.333891e+03,1.356818e+03,1.394909e+03,1.458309e+03,1.534054e+03,1.622970e+03,1.668671e+03,1.640502e+03,1.619261e+03,1.603207e+03,1.591090e+03,1.592137e+03,1.598632e+03,1.614573e+03,1.630669e+03,1.663173e+03,1.698188e+03,1.753006e+03,1.807069e+03,1.862555e+03,1.907626e+03,1.968706e+03,2.031513e+03,2.095572e+03,2.158871e+03,2.218265e+03,2.294352e+03,2.383816e+03
3.331148e+02,4.676547e+02,5.708161e+02,6.590319e+02,7.306501e+02,8.052584e+02,8.691181e+02,9.132016e+02,9.672052e+02,1.017021e+03,1.084061e+03,1.081001e+03,1.136733e+03,1.227256e+03,1.241735e+03,1.227695e+03,1.242942e+03,1.279339e+03,1.341873e+03,1.424741e+03,1.503173e+03,1.532833e+03,1.503719e+03,1.482939e+03,1.473807e+03,1.470778e+03,1.474336e+03,1.480476e+03,1.493759e+03,1.516582e+03,1.536488e+03,1.567598e+03,1.603471e+03,1.651223e+03,1.699920e+03,1.747873e+03,1.802190e+03,1.869323e+03,1.934506e+03,2.006396e+03,2.057216e+03,2.124599e+03,2.191193e+03
3.573079e+02,5.010135e+02,6.122775e+02,7.048451e+02,7.820745e+02,8.635930e+02,9.318905e+02,9.773333e+02,1.038879e+03,1.089181e+03,1.162667e+03,1.165249e+03,1.217396e+03,1.317143e+03,1.331836e+03,1.326960e+03,1.342611e+03,1.386533e+03,1.441592e+03,1.527602e+03,1.611895e+03,1.638063e+03,1.612776e+03,1.594238e+03,1.586594e+03,1.584355e+03,1.586077e+03,1.600773e+03,1.615849e+03,1.645831e+03,1.679665e+03,1.717243e+03,1.752825e+03,1.794682e+03,1.840147e+03,1.901992e+03,1.957372e+03,2.009900e+03,2.070810e+03,2.151418e+03,2.209743e+03,2.279276e+03,2.340561e+03
3.545571e+02,4.949533e+02,6.032813e+02,6.960432e+02,7.685543e+02,8.508804e+02,9.183559e+02,9.535326e+02,1.028066e+03,1.059856e+03,1.154337e+03,1.148126e+03,1.191197e+03,1.297278e+03,1.320108e+03,1.305931e+03,1.321535e+03,1.358719e+03,1.414365e+03,1.479461e+03,1.587859e+03,1.631930e+03,1.601482e+03,1.582603e+03,1.569112e+03,1.561312e+03,1.560493e+03,1.566682e+03,1.583270e+03,1.600329e+03,1.635249e+03,1.665539e+03,1.706619e+03,1.754286e+03,1.797328e+03,1.854234e+03,1.909316e+03,1.965761e+03,2.017270e+03,2.078506e+03,2.162027e+03,2.244393e+03,2.333668e+03
3.515201e+02,4.904977e+02,5.979969e+02,6.922933e+02,7.634017e+02,8.415440e+02,9.086118e+02,9.486029e+02,1.022026e+03,1.054874e+03,1.142135e+03,1.143967e+03,1.186391e+03,1.280286e+03,1.307640e+03,1.293816e+03,1.314547e+03,1.358308e+03,1.411029e+03,1.475371e+03,1.567527e+03,1.615103e+03,1.585714e+03,1.564890e+03,1.554785e+03,1.548605e+03,1.551746e+03,1.561687e+03,1.575581e+03,1.597811e+03,1.624479e+03,1.653866e+03,1.692895e+03,1.750777e+03,1.799111e+03,1.860412e+03,1.909871e+03,1.964766e+03,2.014170e+03,2.073870e+03,2.136039e+03,2.215147e+03,2.308338e+03
3.597582e+02,5.039299e+02,6.157897e+02,7.081324e+02,7.820521e+02,8.667061e+02,9.357993e+02,9.712448e+02,1.042265e+03,1.079267e+03,1.173463e+03,1.161461e+03,1.213103e+03,1.320326e+03,1.341911e+03,1.329112e+03,1.345481e+03,1.370880e+03,1.432636e+03,1.507179e+03,1.617108e+03,1.658071e+03,1.629400e+03,1.610719e+03,1.597414e+03,1.592839e+03,1.590267e+03,1.603298e+03,1.616430e+03,1.635631e+03,1.666560e+03,1.700061e+03,1.748767e+03,1.788591e+03,1.828514e+03,1.866121e+03,1.924568e+03,1.990536e+03,2.055487e+03,2.117547e+03,2.210766e+03,2.285910e+03,2.370711e+03
3.554255e+02,4.960832e+02,6.044646e+02,6.977263e+02,7.710184e+02,8.510568e+02,9.188708e+02,9.591935e+02,1.024401e+03,1.067087e+03,1.153385e+03,1.140799e+03,1.194369e+03,1.297445e+03,1.318824e+03,1.301258e+03,1.314724e+03,1.346019e+03,1.416402e+03,1.492001e+03,1.588611e+03,1.631854e+03,1.601554e+03,1.579026e+03,1.563385e+03,1.559496e+03,1.562934e+03,1.568357e+03,1.574714e+03,1.595956e+03,1.619553e+03,1.652149e+03,1.688709e+03,1.739427e+03,1.786695e+03,1.830583e+03,1.902597e+03,1.970207e+03,2.024926e+03,2.098120e+03,2.163693e+03,2.245866e+03,2.333400e+03
