2.470746e-07,3.728896e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.784883e-06,4.500421e-06,4.483692e-06,4.417669e-06,4.280223e-06,4.076103e-06,3.879431e-06,3.713420e-06,3.516315e-06,3.327091e-06,3.173904e-06,3.031372e-06,2.891829e-06,2.768002e-06,2.653239e-06,2.561230e-06,2.466016e-06,2.389676e-06,2.316879e-06,2.252254e-06
4.941493e-07,3.396356e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.049052e-06,8.502980e-06,7.434217e-06,6.779576e-06,6.622749e-06,6.174350e-06,5.661157e-06,5.144540e-06,4.801094e-06,4.512221e-06,4.483921e-06,4.424238e-06,4.276137e-06,4.071053e-06,3.913069e-06,3.691111e-06,3.494126e-06,3.357210e-06,3.196430e-06,3.041291e-06,2.911462e-06,2.747067e-06,2.682755e-06,2.583636e-06,2.460026e-06,2.385252e-06,2.342876e-06,2.272200e-06
9.882985e-07,5.404078e-06,1.976597e-05,1.976597e-05,1.976597e-05,1.650284e-05,1.349301e-05,1.160261e-05,1.040073e-05,9.058188e-06,8.404463e-06,7.484813e-06,6.788181e-06,6.551664e-06,6.152776e-06,5.627868e-06,5.169200e-06,4.815050e-06,4.536109e-06,4.497830e-06,4.412691e-06,4.265555e-06,4.089107e-06,3.898871e-06,3.717506e-06,3.499791e-06,3.316111e-06,3.188066e-06,3.013257e-06,2.882705e-06,2.760542e-06,2.667882e-06,2.581008e-06,2.489699e-06,2.386819e-06,2.319807e-06,2.276322e-06
1.976597e-06,4.405701e-06,3.953194e-05,2.733621e-05,2.032554e-05,1.616060e-05,1.355901e-05,1.171489e-05,1.042190e-05,9.068360e-06,8.409622e-06,7.525261e-06,6.737320e-06,6.567043e-06,6.145882e-06,5.624638e-06,5.160281e-06,4.808928e-06,4.533939e-06,4.495757e-06,4.418043e-06,4.256058e-06,4.077103e-06,3.891399e-06,3.701645e-06,3.519605e-06,3.334094e-06,3.179436e-06,3.033457e-06,2.905798e-06,2.766953e-06,2.673426e-06,2.560230e-06,2.484830e-06,2.398052e-06,2.331330e-06,2.262486e-06
3.953194e-06,7.906388e-05,4.105296e-05,2.717548e-05,2.021013e-05,1.646018e-05,1.356643e-05,1.172752e-05,1.043935e-05,9.032396e-06,8.470077e-06,7.527864e-06,6.784662e-06,6.554412e-06,6.133251e-06,5.604872e-06,5.166355e-06,4.812688e-06,4.523429e-06,4.488333e-06,4.389213e-06,4.281223e-06,4.113068e-06,3.921000e-06,3.691521e-06,3.530693e-06,3.340554e-06,3.173941e-06,3.012341e-06,2.842643e-06,2.717683e-06,2.622806e-06,2.517516e-06,2.404126e-06,2.338175e-06,2.257183e-06,2.186604e-06
7.906388e-06,1.222334e-04,4.122787e-05,2.725628e-05,2.011352e-05,1.651668e-05,1.357781e-05,1.171807e-05,1.040599e-05,9.051487e-06,8.488396e-06,7.500288e-06,6.743587e-06,6.562318e-06,6.064793e-06,5.524072e-06,5.057401e-06,4.652439e-06,4.344667e-06,4.343125e-06,4.240534e-06,4.102461e-06,3.902680e-06,3.699813e-06,3.553255e-06,3.365816e-06,3.247027e-06,3.127466e-06,3.013306e-06,2.917657e-06,2.853635e-06,2.791926e-06,2.750273e-06,2.711705e-06,2.687793e-06,2.666966e-06,2.655396e-06
1.185958e-05,1.220909e-04,4.086706e-05,2.725454e-05,2.038754e-05,1.619329e-05,1.355640e-05,1.159407e-05,1.044051e-05,8.978015e-06,8.297678e-06,7.266760e-06,6.572539e-06,6.330718e-06,5.847078e-06,5.351867e-06,4.935334e-06,4.625248e-06,4.430867e-06,4.433181e-06,4.420453e-06,4.394998e-06,4.364916e-06,4.324419e-06,4.273510e-06,4.234171e-06,4.185575e-06,4.139294e-06,4.108054e-06,4.082599e-06,4.062929e-06,4.051359e-06,4.051359e-06,4.054830e-06,4.059458e-06,4.058301e-06,4.079128e-06
1.581278e-05,1.221467e-04,4.104930e-05,2.707540e-05,2.035071e-05,1.630880e-05,1.351803e-05,1.143228e-05,1.018114e-05,8.672365e-06,8.035224e-06,7.143536e-06,6.460114e-06,6.367551e-06,6.096033e-06,5.798289e-06,5.545284e-06,5.386385e-06,5.310792e-06,5.321591e-06,5.341646e-06,5.391013e-06,5.424953e-06,5.495918e-06,5.526772e-06,5.590023e-06,5.603907e-06,5.619335e-06,5.608536e-06,5.576139e-06,5.548370e-06,5.486661e-06,5.446551e-06,5.394098e-06,5.363244e-06,5.324676e-06,5.307706e-06
2.371917e-05,1.219573e-04,4.093012e-05,2.713595e-05,2.010117e-05,1.619039e-05,1.305020e-05,1.109018e-05,9.960917e-06,8.859419e-06,8.667351e-06,8.250818e-06,7.966188e-06,8.017097e-06,8.116602e-06,8.169826e-06,8.142057e-06,8.128173e-06,8.148999e-06,8.146685e-06,8.116602e-06,8.058751e-06,8.026354e-06,7.998585e-06,7.963874e-06,7.961560e-06,7.973130e-06,8.007841e-06,8.024040e-06,8.056437e-06,8.065693e-06,8.070321e-06,8.051808e-06,8.030982e-06,8.010155e-06,7.991643e-06,7.959246e-06
3.162555e-05,1.220518e-04,4.163013e-05,2.721193e-05,1.970200e-05,1.553975e-05,1.296342e-05,1.153487e-05,1.117696e-05,1.063393e-05,1.075734e-05,1.074809e-05,1.070489e-05,1.075426e-05,1.089927e-05,1.100418e-05,1.091778e-05,1.075117e-05,1.062467e-05,1.062775e-05,1.066478e-05,1.067095e-05,1.067404e-05,1.068021e-05,1.067404e-05,1.066478e-05,1.063701e-05,1.060307e-05,1.059999e-05,1.061541e-05,1.062158e-05,1.063084e-05,1.063701e-05,1.063393e-05,1.062775e-05,1.061233e-05,1.060616e-05
3.953194e-05,1.216025e-04,4.115767e-05,2.671787e-05,1.957125e-05,1.548692e-05,1.393649e-05,1.329626e-05,1.340811e-05,1.326541e-05,1.348910e-05,1.372822e-05,1.360866e-05,1.346982e-05,1.328084e-05,1.325384e-05,1.329241e-05,1.324613e-05,1.324998e-05,1.324613e-05,1.326155e-05,1.326927e-05,1.324613e-05,1.326155e-05,1.325770e-05,1.323841e-05,1.324227e-05,1.324613e-05,1.323841e-05,1.324613e-05,1.323070e-05,1.323456e-05,1.323070e-05,1.321913e-05,1.321527e-05,1.321913e-05,1.321913e-05
