5.000000e-10,8.562704e-10,4.111473e-10,3.602204e-10,2.134395e-10,2.228054e-10,1.777809e-10,1.872444e-10
3.750000e-10,9.355450e-10,4.393730e-10,3.224093e-10,2.422506e-10,1.997749e-10,1.593114e-10,1.282869e-10
2.500000e-10,8.639899e-10,4.101108e-10,3.120373e-10,2.198176e-10,2.145249e-10,1.280857e-10,1.056954e-10
1.250000e-10,8.630692e-10,4.102510e-10,2.492262e-10,2.201652e-10,2.159091e-10,1.421894e-10,1.047746e-10
3.125000e-11,6.250000e-10,4.101245e-10,2.489716e-10,2.203222e-10,1.898343e-10,1.395293e-10,1.044987e-10
1.562500e-11,3.125000e-10,3.125000e-10,2.494236e-10,2.195287e-10,1.883518e-10,1.410484e-10,1.055361e-10
7.812500e-12,1.562500e-10,1.562500e-10,1.562500e-10,1.562500e-10,1.562500e-10,1.410282e-10,9.818507e-11
3.906250e-12,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11
1.953125e-12,3.906250e-11,3.906250e-11,3.906250e-11,3.906250e-11,3.906250e-11,3.906250e-11,3.906250e-11
6.250000e-10,9.701548e-10,4.527145e-10,2.410677e-10,2.468604e-10,2.107627e-10,2.155188e-10,2.157017e-10
7.500000e-10,8.700387e-10,4.356230e-10,3.966229e-10,2.445006e-10,2.604519e-10,2.698909e-10,2.729641e-10
6.250000e-11,9.298590e-10,4.066321e-10,2.471500e-10,2.221255e-10,1.891681e-10,1.401985e-10,9.831426e-11
