1.711010e+03,2.420625e+03,2.849530e+03,3.228628e+03,3.826643e+03,3.895113e+03,4.101102e+03,4.421875e+03,4.866652e+03,5.411132e+03
1.741266e+03,2.463955e+03,2.916303e+03,3.298489e+03,3.894064e+03,3.957868e+03,4.188782e+03,4.529383e+03,4.991926e+03,5.507325e+03
1.723101e+03,2.438207e+03,2.887831e+03,3.283665e+03,3.856019e+03,3.942234e+03,4.163034e+03,4.523390e+03,4.943831e+03,5.452859e+03
1.740616e+03,2.463007e+03,2.895554e+03,3.278712e+03,3.889972e+03,3.967133e+03,4.187771e+03,4.488644e+03,4.945380e+03,5.500968e+03
1.695796e+03,2.396536e+03,2.835365e+03,3.211520e+03,3.788850e+03,3.877428e+03,4.073806e+03,4.411537e+03,4.849653e+03,5.357538e+03
1.685622e+03,2.385432e+03,2.819438e+03,3.198276e+03,3.771882e+03,3.840514e+03,4.060963e+03,4.394156e+03,4.820739e+03,5.334457e+03
1.700734e+03,2.407302e+03,2.868045e+03,3.250345e+03,3.804625e+03,3.872243e+03,4.111476e+03,4.483257e+03,4.919946e+03,5.380328e+03
1.716744e+03,2.429195e+03,2.857364e+03,3.249104e+03,3.840080e+03,3.909821e+03,4.110121e+03,4.459247e+03,4.877393e+03,5.428236e+03
1.748443e+03,2.472672e+03,2.932714e+03,3.314478e+03,3.906134e+03,3.986045e+03,4.206973e+03,4.550312e+03,5.016870e+03,5.523351e+03
1.812105e+03,2.563945e+03,3.046479e+03,3.439480e+03,4.054168e+03,4.136990e+03,4.379603e+03,4.725728e+03,5.221948e+03,5.733472e+03
