3.828301e+07,4.996163e+07
4.072494e+07,7.443553e+07
9.586235e+07,1.608988e+08
5.804160e+07,6.478579e+07
1.176614e+08,1.105417e+08
1.112147e+08,1.410445e+08
6.569535e+07,5.108397e+07
8.353659e+07,1.007264e+08
3.942706e+07,4.403401e+07
6.117456e+07,9.931652e+07
4.821727e+07,8.940612e+07
5.132982e+07,9.028749e+07
4.158685e+07,5.285351e+07
2.840027e+07,5.136281e+07
8.180036e+07,6.129249e+07
4.853165e+07,8.410684e+07
4.756716e+07,9.002466e+07
4.475455e+07,3.356875e+07
7.907074e+07,8.965754e+07
9.974263e+07,1.411569e+08
5.969738e+07,1.129220e+08
5.416648e+07,1.034647e+08
5.104596e+07,4.656737e+07
5.876280e+07,1.179235e+08
8.258903e+07,1.136801e+08
1.140860e+08,2.143356e+08
5.710275e+07,3.611292e+07
5.510806e+07,9.846789e+07
3.507806e+07,4.298834e+07
4.657182e+07,8.198811e+07
6.905954e+07,9.041720e+07
5.382240e+07,7.303679e+07
7.949537e+07,8.168322e+07
4.538389e+07,3.699321e+07
5.056561e+07,6.407062e+07
5.285405e+07,9.743200e+07
4.453422e+07,5.385622e+07
4.556645e+07,2.960039e+07
4.495056e+07,1.041681e+08
6.499845e+07,9.428599e+07
8.032861e+07,8.994405e+07
7.829273e+07,9.182100e+07
4.030079e+07,4.995409e+07
8.078637e+07,9.789524e+07
6.097871e+07,4.735319e+07
6.583257e+07,9.595884e+07
3.379856e+07,4.807392e+07
5.098671e+07,7.771086e+07
1.177506e+08,8.954691e+07
4.899999e+07,6.951142e+07
6.017080e+07,9.677246e+07
4.840859e+07,6.943610e+07
4.397470e+07,6.204181e+07
3.970286e+07,7.107168e+07
3.180183e+07,7.053580e+07
4.262648e+07,6.948673e+07
5.276498e+07,4.869320e+07
5.400014e+07,7.103803e+07
4.613838e+07,5.317152e+07
6.949594e+07,8.559589e+07
6.642017e+07,8.446222e+07
7.537490e+07,4.182335e+07
1.268574e+08,1.629257e+08
5.612926e+07,5.490385e+07
6.187613e+07,1.259620e+08
6.658037e+07,6.164157e+07
9.880695e+07,1.394040e+08
5.005859e+07,7.292534e+07
3.600176e+07,6.675500e+07
6.209460e+07,1.191436e+08
4.767787e+07,7.555157e+07
3.703651e+07,7.408131e+07
6.386010e+07,1.037925e+08
1.082286e+08,1.540525e+08
6.404270e+07,8.249218e+07
3.481442e+07,4.263208e+07
7.931286e+07,6.806453e+07
6.571078e+07,1.096813e+08
6.873444e+07,1.190661e+08
1.091034e+08,2.037547e+08
9.533778e+07,1.767245e+08
4.924330e+07,5.915218e+07
7.293042e+07,4.259428e+07
6.561385e+07,5.657073e+07
4.839478e+07,8.818053e+07
6.072871e+07,8.421531e+07
1.100351e+08,1.055337e+08
8.709993e+07,1.536536e+08
3.956441e+07,5.005235e+07
6.247046e+07,6.798910e+07
2.919323e+07,3.559369e+07
7.576665e+07,1.204505e+08
5.910321e+07,8.809868e+07
1.107963e+08,1.780423e+08
6.577664e+07,7.773641e+07
1.079871e+08,1.014376e+08
4.476240e+07,7.199723e+07
1.085926e+08,2.204323e+08
5.011507e+07,7.460471e+07
3.974578e+07,7.101178e+07
