7.812500e-07,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.532835e-05,1.431989e-05,1.352492e-05
1.562500e-06,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,2.867972e-05,2.722179e-05,2.601112e-05,2.404129e-05,2.096796e-05,1.916049e-05,1.746491e-05,1.618091e-05,1.498731e-05,1.436292e-05,1.369920e-05
3.125000e-06,6.250000e-05,6.250000e-05,6.250000e-05,6.250000e-05,5.384175e-05,4.233288e-05,3.828073e-05,3.271487e-05,2.894474e-05,2.710936e-05,2.578314e-05,2.391332e-05,2.155752e-05,1.942855e-05,1.769989e-05,1.634288e-05,1.534470e-05,1.426757e-05,1.357976e-05
6.250000e-06,1.250000e-04,1.242030e-04,8.425356e-05,6.374375e-05,5.171141e-05,4.291078e-05,3.784308e-05,3.263148e-05,2.840281e-05,2.665464e-05,2.560768e-05,2.356622e-05,2.158146e-05,1.952657e-05,1.790584e-05,1.640644e-05,1.521681e-05,1.441436e-05,1.352534e-05
1.250000e-05,2.500000e-04,1.270168e-04,8.731790e-05,6.526784e-05,5.400928e-05,4.252266e-05,3.852875e-05,3.302996e-05,2.871287e-05,2.735921e-05,2.591409e-05,2.358481e-05,2.146042e-05,1.946407e-05,1.764090e-05,1.658114e-05,1.534455e-05,1.424942e-05,1.354455e-05
2.500000e-05,3.984827e-04,1.372162e-04,8.541606e-05,6.781114e-05,5.431599e-05,4.274035e-05,3.785985e-05,3.285008e-05,2.900617e-05,2.746226e-05,2.553787e-05,2.390859e-05,2.110371e-05,1.896224e-05,1.769151e-05,1.587687e-05,1.462321e-05,1.394516e-05,1.316954e-05
3.750000e-05,3.674808e-04,1.267375e-04,8.878375e-05,6.460443e-05,5.368733e-05,4.334096e-05,3.841290e-05,3.336411e-05,2.854580e-05,2.701287e-05,2.569579e-05,2.258603e-05,2.088481e-05,1.834943e-05,1.694089e-05,1.578479e-05,1.469821e-05,1.401040e-05,1.356406e-05
5.000000e-05,4.040522e-04,1.393052e-04,8.450996e-05,6.499284e-05,5.231476e-05,4.253425e-05,3.790009e-05,3.201715e-05,2.732933e-05,2.608543e-05,2.447079e-05,2.241713e-05,2.086590e-05,1.952932e-05,1.830980e-05,1.746590e-05,1.710004e-05,1.686102e-05,1.670492e-05
7.500000e-05,3.950900e-04,1.266186e-04,8.401850e-05,6.399894e-05,5.341111e-05,4.075986e-05,3.661106e-05,3.185496e-05,2.813787e-05,2.750129e-05,2.680616e-05,2.703299e-05,2.651348e-05,2.614031e-05,2.592079e-05,2.587689e-05,2.567201e-05,2.574518e-05,2.582567e-05
1.000000e-04,3.612253e-04,1.410784e-04,8.482460e-05,6.228796e-05,5.071720e-05,4.175132e-05,3.835619e-05,3.522448e-05,3.362447e-05,3.340008e-05,3.395618e-05,3.434643e-05,3.543911e-05,3.556594e-05,3.533179e-05,3.489277e-05,3.403423e-05,3.371228e-05,3.344886e-05
1.250000e-04,3.654338e-04,1.266527e-04,8.343313e-05,6.156722e-05,5.062817e-05,4.450621e-05,4.287206e-05,4.322572e-05,4.198181e-05,4.217693e-05,4.260376e-05,4.254279e-05,4.243303e-05,4.240864e-05,4.245742e-05,4.210376e-05,4.198181e-05,4.193303e-05,4.203059e-05
