1.787505e+03,2.415115e+03,2.907096e+03,3.325663e+03,3.708820e+03,4.052698e+03,3.995808e+03,4.171945e+03,4.595605e+03,5.194780e+03,5.931046e+03
1.813796e+03,2.447962e+03,2.948658e+03,3.378228e+03,3.757064e+03,4.103956e+03,4.037209e+03,4.244816e+03,4.662002e+03,5.260986e+03,6.017798e+03
1.764029e+03,2.387657e+03,2.870482e+03,3.289335e+03,3.672805e+03,3.992599e+03,3.942141e+03,4.139160e+03,4.540383e+03,5.146169e+03,5.853493e+03
1.858339e+03,2.513361e+03,3.025571e+03,3.469172e+03,3.865741e+03,4.216159e+03,4.176060e+03,4.392523e+03,4.805612e+03,5.416419e+03,6.151013e+03
1.792241e+03,2.410609e+03,2.910339e+03,3.338143e+03,3.692943e+03,4.061034e+03,4.012289e+03,4.193059e+03,4.588371e+03,5.166077e+03,5.943903e+03
1.793580e+03,2.422595e+03,2.927208e+03,3.355572e+03,3.719352e+03,4.065153e+03,4.018853e+03,4.252486e+03,4.652634e+03,5.208164e+03,5.947438e+03
1.823215e+03,2.460337e+03,2.971813e+03,3.399381e+03,3.780241e+03,4.130532e+03,4.071011e+03,4.284183e+03,4.722664e+03,5.291643e+03,6.045180e+03
1.816754e+03,2.443369e+03,2.942665e+03,3.372747e+03,3.746090e+03,4.104166e+03,4.045336e+03,4.223831e+03,4.632041e+03,5.241596e+03,6.017857e+03
1.794525e+03,2.428011e+03,2.923445e+03,3.343030e+03,3.734849e+03,4.067491e+03,4.011964e+03,4.205229e+03,4.639736e+03,5.233833e+03,5.952017e+03
1.778626e+03,2.392693e+03,2.890125e+03,3.308132e+03,3.667524e+03,4.011694e+03,3.944105e+03,4.155030e+03,4.566142e+03,5.131787e+03,5.896362e+03
