2.470746e-07,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.927657e-06,4.593201e-06,4.303532e-06,4.022132e-06,3.801717e-06,3.603165e-06,3.413338e-06,3.274880e-06,3.150691e-06,3.022767e-06
4.941493e-07,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,8.888273e-06,8.522794e-06,7.773228e-06,6.942187e-06,6.256403e-06,5.951476e-06,5.882584e-06,5.567003e-06,5.301849e-06,4.899442e-06,4.622476e-06,4.295951e-06,4.021445e-06,3.804452e-06,3.586544e-06,3.436081e-06,3.252739e-06,3.140362e-06,3.029046e-06
9.882985e-07,1.976597e-05,1.976597e-05,1.976597e-05,1.976597e-05,1.667601e-05,1.373579e-05,1.184606e-05,1.041848e-05,9.126260e-06,8.498087e-06,7.627032e-06,6.864738e-06,6.289692e-06,6.012678e-06,5.850886e-06,5.589300e-06,5.297052e-06,4.910699e-06,4.572169e-06,4.263241e-06,4.075223e-06,3.764173e-06,3.557932e-06,3.443289e-06,3.241386e-06,3.150752e-06,3.038519e-06
1.976597e-06,3.953194e-05,3.953194e-05,2.777511e-05,2.093453e-05,1.630388e-05,1.391865e-05,1.216594e-05,1.037793e-05,9.012823e-06,8.553672e-06,7.750497e-06,6.900462e-06,6.290319e-06,5.960564e-06,5.856238e-06,5.586456e-06,5.294883e-06,4.917689e-06,4.582535e-06,4.329530e-06,4.068040e-06,3.821398e-06,3.578999e-06,3.420871e-06,3.279327e-06,3.141061e-06,3.014752e-06
3.953194e-06,7.906388e-05,4.050221e-05,2.654490e-05,2.036556e-05,1.621836e-05,1.398605e-05,1.203683e-05,1.044359e-05,8.953332e-06,8.517901e-06,7.737288e-06,6.884938e-06,6.267082e-06,5.981294e-06,5.875232e-06,5.614899e-06,5.244262e-06,4.984701e-06,4.552355e-06,4.263482e-06,3.988493e-06,3.774056e-06,3.561162e-06,3.397248e-06,3.233335e-06,3.120717e-06,2.998457e-06
7.906388e-06,1.170623e-04,4.023127e-05,2.792813e-05,2.034878e-05,1.673420e-05,1.404139e-05,1.211686e-05,1.042142e-05,8.972037e-06,8.469884e-06,7.599793e-06,6.930256e-06,6.223693e-06,5.928263e-06,5.773992e-06,5.528700e-06,5.144564e-06,4.795911e-06,4.411775e-06,4.098605e-06,3.835572e-06,3.601079e-06,3.425210e-06,3.266311e-06,3.129009e-06,3.035675e-06,2.951597e-06
1.185958e-05,1.258131e-04,4.283518e-05,2.801472e-05,2.108870e-05,1.624767e-05,1.397525e-05,1.209275e-05,1.038150e-05,8.929420e-06,8.597351e-06,7.405604e-06,6.596837e-06,6.000963e-06,5.746416e-06,5.557819e-06,5.380793e-06,5.074178e-06,4.860127e-06,4.603265e-06,4.425081e-06,4.270039e-06,4.168220e-06,4.079128e-06,4.013177e-06,3.980780e-06,3.959953e-06,3.956482e-06
1.581278e-05,1.262179e-04,4.314430e-05,2.635032e-05,2.020878e-05,1.615144e-05,1.359979e-05,1.188275e-05,1.018731e-05,8.664651e-06,8.184867e-06,7.293179e-06,6.527993e-06,6.099119e-06,5.898566e-06,5.880053e-06,5.838400e-06,5.770521e-06,5.711897e-06,5.611621e-06,5.528314e-06,5.477405e-06,5.441923e-06,5.400269e-06,5.401812e-06,5.389470e-06,5.414154e-06,5.437294e-06
2.371917e-05,1.252595e-04,4.251063e-05,2.669165e-05,2.028630e-05,1.603072e-05,1.337417e-05,1.140027e-05,9.877610e-06,8.931155e-06,8.771484e-06,8.380406e-06,8.063379e-06,7.938419e-06,7.917592e-06,7.959246e-06,8.040238e-06,8.151313e-06,8.250818e-06,8.380406e-06,8.375778e-06,8.338753e-06,8.253133e-06,8.130487e-06,8.010155e-06,7.961560e-06,7.917592e-06,7.912964e-06
3.162555e-05,1.178340e-04,4.285504e-05,2.764389e-05,2.058751e-05,1.566317e-05,1.317323e-05,1.173851e-05,1.120164e-05,1.064627e-05,1.068021e-05,1.087767e-05,1.090853e-05,1.083139e-05,1.082522e-05,1.082522e-05,1.076043e-05,1.064318e-05,1.061233e-05,1.063084e-05,1.068021e-05,1.070798e-05,1.074500e-05,1.078203e-05,1.072032e-05,1.071723e-05,1.065244e-05,1.063084e-05
3.953194e-05,1.249579e-04,4.258468e-05,2.610079e-05,2.011506e-05,1.566433e-05,1.438002e-05,1.348525e-05,1.335412e-05,1.327698e-05,1.346211e-05,1.382079e-05,1.374751e-05,1.350453e-05,1.343511e-05,1.338497e-05,1.333097e-05,1.326155e-05,1.325770e-05,1.328084e-05,1.335797e-05,1.337340e-05,1.329241e-05,1.331555e-05,1.323456e-05,1.322684e-05,1.322298e-05,1.323456e-05
