5.000000e-09,1.453101e-08,5.842697e-09,3.688058e-09,2.748055e-09,2.433908e-09,2.226103e-09,2.127078e-09,2.086590e-09,2.006102e-09,1.987566e-09,1.935858e-09,1.939761e-09,1.923175e-09,1.899273e-09,1.806590e-09,1.775370e-09,1.733419e-09,1.722199e-09,1.705614e-09,1.718297e-09,1.724638e-09,1.741712e-09,1.767077e-09,1.747565e-09,1.737809e-09,1.726590e-09,1.703175e-09,1.710492e-09,1.729516e-09,1.735858e-09,1.729516e-09,1.737809e-09,1.703175e-09,1.700248e-09,1.700736e-09,1.716346e-09,1.724638e-09,1.692443e-09,1.701224e-09,1.699272e-09,1.695858e-09,1.713907e-09,1.699272e-09
3.750000e-09,1.484839e-08,5.801539e-09,3.810924e-09,2.802995e-09,2.244335e-09,1.910310e-09,1.746041e-09,1.697748e-09,1.598236e-09,1.598601e-09,1.513357e-09,1.518479e-09,1.516284e-09,1.477138e-09,1.476772e-09,1.462869e-09,1.411650e-09,1.344333e-09,1.321284e-09,1.312503e-09,1.301893e-09,1.296040e-09,1.294576e-09,1.311771e-09,1.315064e-09,1.332259e-09,1.328601e-09,1.339576e-09,1.313601e-09,1.305552e-09,1.292747e-09,1.285064e-09,1.286162e-09,1.297137e-09,1.297503e-09,1.299332e-09,1.294942e-09,1.289820e-09,1.283601e-09,1.278479e-09,1.279576e-09,1.287259e-09,1.284698e-09
2.500000e-09,1.475845e-08,5.840868e-09,3.729399e-09,2.827934e-09,2.282810e-09,1.843297e-09,1.538662e-09,1.463540e-09,1.315979e-09,1.237442e-09,1.154027e-09,1.148661e-09,1.108905e-09,1.061588e-09,1.047929e-09,1.039393e-09,1.047685e-09,1.045490e-09,1.035246e-09,9.896366e-10,9.464657e-10,9.252462e-10,9.013437e-10,8.864656e-10,8.840265e-10,8.796363e-10,8.718314e-10,8.750021e-10,8.859778e-10,8.879290e-10,8.923192e-10,9.047583e-10,9.113437e-10,9.069534e-10,8.903680e-10,8.857339e-10,8.681728e-10,8.615875e-10,8.650021e-10,8.645143e-10,8.691485e-10,8.708558e-10,8.701241e-10
1.250000e-09,1.468900e-08,5.713733e-09,3.738607e-09,2.827995e-09,2.365920e-09,1.834212e-09,1.584943e-09,1.451284e-09,1.318357e-09,1.170064e-09,1.031161e-09,1.061405e-09,9.151852e-10,7.818922e-10,7.905507e-10,8.040873e-10,7.829897e-10,7.194530e-10,6.554284e-10,6.168917e-10,5.862819e-10,5.785990e-10,5.918917e-10,5.945746e-10,6.027454e-10,5.957941e-10,5.829892e-10,5.655502e-10,5.492087e-10,5.265257e-10,5.071354e-10,4.907939e-10,4.776231e-10,4.651841e-10,4.556718e-10,4.496962e-10,4.449401e-10,4.426230e-10,4.420133e-10,4.442084e-10,4.454279e-10,4.466474e-10,4.511596e-10
6.250000e-10,1.250000e-08,5.647239e-09,3.584490e-09,2.837415e-09,2.329914e-09,1.836986e-09,1.582717e-09,1.478266e-09,1.329424e-09,1.161802e-09,1.043326e-09,1.054850e-09,9.285693e-10,7.923495e-10,8.053983e-10,8.275325e-10,8.029593e-10,7.351542e-10,6.690565e-10,5.888124e-10,5.343001e-10,5.147878e-10,5.507635e-10,5.675928e-10,5.941783e-10,5.968002e-10,5.970441e-10,5.899710e-10,5.740563e-10,5.516782e-10,5.257025e-10,4.935683e-10,4.667389e-10,4.358242e-10,4.064339e-10,3.813729e-10,3.573484e-10,3.325923e-10,3.160678e-10,2.957629e-10,2.819824e-10,2.715555e-10,2.592994e-10
3.125000e-10,6.250000e-09,5.915822e-09,3.781457e-09,2.856242e-09,2.344838e-09,1.837459e-09,1.613800e-09,1.454013e-09,1.356939e-09,1.166847e-09,1.049500e-09,1.074987e-09,9.387980e-10,7.925172e-10,8.055965e-10,8.330965e-10,7.979440e-10,7.592549e-10,6.741327e-10,6.049557e-10,5.440105e-10,5.290714e-10,5.537971e-10,5.757484e-10,5.930655e-10,6.053521e-10,6.024557e-10,5.917850e-10,5.773947e-10,5.507178e-10,5.253824e-10,4.970287e-10,4.708701e-10,4.382480e-10,4.197419e-10,3.892845e-10,3.719369e-10,3.508088e-10,3.307782e-10,3.138270e-10,2.975769e-10,2.834001e-10,2.710525e-10
1.562500e-10,1.299401e-09,3.125000e-09,3.125000e-09,2.815060e-09,2.307986e-09,1.829280e-09,1.582496e-09,1.472496e-09,1.329691e-09,1.192221e-09,1.050544e-09,1.065940e-09,9.352995e-10,7.978754e-10,8.173572e-10,8.349792e-10,8.039882e-10,7.470979e-10,6.447348e-10,6.108780e-10,5.295973e-10,5.338809e-10,5.487437e-10,5.817316e-10,5.953292e-10,6.050853e-10,6.014420e-10,5.913200e-10,5.807865e-10,5.556187e-10,5.334845e-10,4.966399e-10,4.666399e-10,4.395666e-10,4.240330e-10,3.988196e-10,3.614567e-10,3.588652e-10,3.238499e-10,3.207554e-10,2.937583e-10,2.895053e-10,2.663192e-10
7.812500e-11,8.927423e-10,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.551364e-09,1.465701e-09,1.323605e-09,1.168787e-09,1.032537e-09,1.054656e-09,9.327805e-10,7.892359e-10,8.046933e-10,8.238854e-10,8.037634e-10,7.393806e-10,6.567508e-10,5.885342e-10,5.318725e-10,5.237856e-10,5.520783e-10,5.777567e-10,5.875586e-10,5.994184e-10,5.988239e-10,5.971851e-10,5.769564e-10,5.533969e-10,5.304777e-10,5.020630e-10,4.696543e-10,4.457061e-10,4.185948e-10,3.900048e-10,3.705992e-10,3.509727e-10,3.317729e-10,3.130000e-10,2.991890e-10,2.837316e-10,2.706904e-10
3.906250e-11,7.198055e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.483536e-10,6.593137e-10,5.968441e-10,5.400833e-10,5.237151e-10,5.572822e-10,5.748128e-10,6.003197e-10,6.025758e-10,6.025834e-10,5.907427e-10,5.822404e-10,5.572975e-10,5.286389e-10,4.980976e-10,4.676479e-10,4.386653e-10,4.198543e-10,3.954183e-10,3.731164e-10,3.466834e-10,3.316262e-10,3.146978e-10,2.985468e-10,2.824721e-10,2.701207e-10
1.953125e-11,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.884223e-10,3.741063e-10,3.545083e-10,3.297007e-10,3.137098e-10,2.996244e-10,2.850741e-10,2.715393e-10
