7.812500e-07,6.127683e-07,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.510358e-05,1.482782e-05,1.393247e-05,1.299230e-05,1.224008e-05,1.186912e-05,1.158208e-05,1.109031e-05,1.058665e-05,1.007956e-05,9.610961e-06,9.171326e-06,9.022240e-06,8.825288e-06,8.657453e-06,8.429556e-06,8.324906e-06,8.025363e-06,7.677039e-06,7.388318e-06,7.133745e-06,6.871473e-06,6.715375e-06,6.482219e-06,6.314383e-06,6.098910e-06,5.954092e-06,6.014839e-06,5.996699e-06,5.884885e-06,5.904397e-06,5.848147e-06,5.703406e-06,5.695707e-06,5.513542e-06,5.401423e-06,5.439381e-06,5.197383e-06,5.097612e-06,5.112627e-06,4.886559e-06,4.776650e-06,4.669257e-06,4.572305e-06,4.479698e-06,4.383281e-06,4.296085e-06,4.303936e-06,4.108051e-06,4.136329e-06,3.948523e-06,3.876420e-06,3.911404e-06,3.724895e-06,3.664834e-06,3.598294e-06,3.541586e-06,3.482745e-06,3.529925e-06,3.379391e-06,3.333659e-06,3.366967e-06,3.314680e-06,3.270549e-06,3.157896e-06,3.114070e-06,3.141509e-06,3.036860e-06,3.000198e-06,3.023750e-06
1.562500e-06,5.791554e-06,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,2.899283e-05,2.607255e-05,2.388001e-05,2.151537e-05,2.022970e-05,1.837710e-05,1.764463e-05,1.632756e-05,1.508517e-05,1.464645e-05,1.381200e-05,1.294797e-05,1.231352e-05,1.197434e-05,1.156154e-05,1.117312e-05,1.060833e-05,1.003348e-05,9.567173e-06,9.184245e-06,8.934854e-06,8.833939e-06,8.785616e-06,8.569457e-06,8.292474e-06,7.933175e-06,7.637900e-06,7.415796e-06,7.132258e-06,6.918538e-06,6.704513e-06,6.452531e-06,6.260457e-06,6.162896e-06,5.968536e-06,6.008780e-06,5.981798e-06,5.958932e-06,5.906341e-06,5.838962e-06,5.754968e-06,5.659541e-06,5.572651e-06,5.474937e-06,5.355882e-06,5.250546e-06,5.139113e-06,5.052375e-06,4.945058e-06,4.824173e-06,4.727679e-06,4.615027e-06,4.513502e-06,4.416703e-06,4.339721e-06,4.247190e-06,4.163349e-06,4.062129e-06,3.987586e-06,3.920817e-06,3.845055e-06,3.772799e-06,3.706640e-06,3.643378e-06,3.578591e-06,3.525847e-06,3.468225e-06,3.424475e-06,3.374017e-06,3.326456e-06,3.266852e-06,3.225389e-06,3.186060e-06,3.143224e-06,3.102980e-06,3.065023e-06,3.027980e-06,2.991699e-06
3.125000e-06,3.377905e-06,6.250000e-05,6.250000e-05,6.250000e-05,5.153595e-05,4.333623e-05,3.687799e-05,3.257645e-05,2.882736e-05,2.613192e-05,2.379777e-05,2.163130e-05,2.025325e-05,1.844166e-05,1.761910e-05,1.630080e-05,1.518860e-05,1.471879e-05,1.382366e-05,1.312549e-05,1.223037e-05,1.196421e-05,1.164042e-05,1.109926e-05,1.064073e-05,1.009195e-05,9.605054e-06,9.191333e-06,8.964504e-06,8.892857e-06,8.682796e-06,8.551698e-06,8.279136e-06,8.024257e-06,7.742549e-06,7.338890e-06,7.058401e-06,6.956572e-06,6.754437e-06,6.554132e-06,6.368766e-06,6.192241e-06,6.029435e-06,6.005350e-06,5.938277e-06,5.927606e-06,5.872728e-06,5.798947e-06,5.743764e-06,5.633398e-06,5.544373e-06,5.442239e-06,5.392849e-06,5.239190e-06,5.137360e-06,5.060226e-06,4.915103e-06,4.842847e-06,4.742237e-06,4.609615e-06,4.515712e-06,4.414797e-06,4.324858e-06,4.241931e-06,4.156870e-06,4.070589e-06,3.994979e-06,3.922418e-06,3.848028e-06,3.784918e-06,3.709308e-06,3.646503e-06,3.577295e-06,3.520893e-06,3.490100e-06,3.434917e-06,3.351075e-06,3.300160e-06,3.248941e-06,3.256258e-06,3.163575e-06,3.121806e-06,3.130953e-06,3.041623e-06,3.003818e-06,3.019672e-06
6.250000e-06,3.582631e-06,1.250000e-04,8.667125e-05,6.412729e-05,5.139128e-05,4.303700e-05,3.668576e-05,3.265770e-05,2.908574e-05,2.594427e-05,2.372353e-05,2.159426e-05,2.024609e-05,1.841011e-05,1.754852e-05,1.621559e-05,1.514790e-05,1.480339e-05,1.398631e-05,1.303570e-05,1.233875e-05,1.199607e-05,1.165948e-05,1.113997e-05,1.061314e-05,1.005582e-05,9.606426e-06,9.207035e-06,8.955815e-06,8.916790e-06,8.743619e-06,8.498496e-06,8.274106e-06,8.015568e-06,7.718616e-06,7.402152e-06,7.146054e-06,6.888736e-06,6.689346e-06,6.490565e-06,6.262515e-06,6.119832e-06,5.993002e-06,5.962515e-06,5.966173e-06,5.907027e-06,5.852758e-06,5.794221e-06,5.723490e-06,5.642392e-06,5.535074e-06,5.428367e-06,5.328976e-06,5.232635e-06,5.098488e-06,5.012512e-06,4.871048e-06,4.793609e-06,4.649097e-06,4.552145e-06,4.449096e-06,4.342389e-06,4.244218e-06,4.151535e-06,4.063729e-06,3.980193e-06,3.886290e-06,3.817387e-06,3.733851e-06,3.661899e-06,3.592387e-06,3.511899e-06,3.463728e-06,3.384459e-06,3.344215e-06,3.266776e-06,3.230801e-06,3.178361e-06,3.118605e-06,3.083849e-06,3.042385e-06,2.999702e-06,2.961897e-06,2.922873e-06,2.867995e-06,2.852751e-06
1.250000e-05,2.500000e-04,1.300521e-04,8.639594e-05,6.439223e-05,5.145927e-05,4.285559e-05,3.678728e-05,3.260069e-05,2.899824e-05,2.602628e-05,2.367506e-05,2.154335e-05,2.009212e-05,1.848846e-05,1.760187e-05,1.627748e-05,1.517870e-05,1.475187e-05,1.380796e-05,1.300674e-05,1.224088e-05,1.190430e-05,1.167625e-05,1.112869e-05,1.055551e-05,1.001039e-05,9.542096e-06,9.081120e-06,8.922583e-06,8.855509e-06,8.498191e-06,8.415264e-06,8.117703e-06,7.796970e-06,7.381116e-06,7.098188e-06,6.877456e-06,6.603065e-06,6.349406e-06,6.133552e-06,5.942088e-06,5.778673e-06,5.696965e-06,5.637209e-06,5.682331e-06,5.660380e-06,5.554282e-06,5.504282e-06,5.521355e-06,5.401842e-06,5.345745e-06,5.276232e-06,5.212818e-06,5.137208e-06,5.075012e-06,4.999402e-06,4.957939e-06,4.892085e-06,4.811597e-06,4.766475e-06,4.693304e-06,4.637206e-06,4.599401e-06,4.538426e-06,4.495743e-06,4.453060e-06,4.428669e-06,4.384767e-06,4.354279e-06,4.326230e-06,4.306718e-06,4.285986e-06,4.264035e-06,4.246962e-06,4.228669e-06,4.216474e-06,4.204279e-06,4.194522e-06,4.188425e-06,4.182327e-06,4.178669e-06,4.176230e-06,4.175010e-06,4.177449e-06,4.178669e-06,4.179888e-06
2.500000e-05,3.867680e-04,1.291820e-04,8.596484e-05,6.442333e-05,5.134037e-05,4.287206e-05,3.676716e-05,3.277203e-05,2.891836e-05,2.584031e-05,2.380616e-05,2.144761e-05,2.006712e-05,1.825736e-05,1.728907e-05,1.597199e-05,1.462321e-05,1.427686e-05,1.336467e-05,1.245003e-05,1.165247e-05,1.134759e-05,1.114271e-05,1.071832e-05,1.024759e-05,9.718316e-06,9.386608e-06,9.150022e-06,9.035388e-06,9.035388e-06,9.006120e-06,8.993924e-06,8.913436e-06,8.852461e-06,8.754899e-06,8.667094e-06,8.574411e-06,8.496362e-06,8.432947e-06,8.389045e-06,8.364655e-06,8.357337e-06,8.364655e-06,8.364655e-06,8.371972e-06,8.384167e-06,8.401240e-06,8.420752e-06,8.442704e-06,8.471972e-06,8.498801e-06,8.532948e-06,8.574411e-06,8.603680e-06,8.640265e-06,8.659777e-06,8.701241e-06,8.710997e-06,8.728070e-06,8.742704e-06,8.747582e-06,8.767095e-06,8.747582e-06,8.735387e-06,8.723192e-06,8.713436e-06,8.681728e-06,8.654899e-06,8.618314e-06,8.591484e-06,8.562216e-06,8.530509e-06,8.503679e-06,8.471972e-06,8.450021e-06,8.425630e-06,8.403679e-06,8.389045e-06,8.374411e-06,8.364655e-06,8.357337e-06,8.354898e-06,8.352459e-06,8.352459e-06,8.357337e-06,8.362216e-06
3.750000e-05,3.869296e-04,1.295948e-04,8.676789e-05,6.454589e-05,5.170805e-05,4.286901e-05,3.701533e-05,3.279337e-05,2.850556e-05,2.591897e-05,2.317140e-05,2.067261e-05,1.933358e-05,1.751529e-05,1.668480e-05,1.556162e-05,1.461772e-05,1.438723e-05,1.395552e-05,1.342503e-05,1.303357e-05,1.291284e-05,1.293479e-05,1.291284e-05,1.282137e-05,1.269698e-05,1.257991e-05,1.253966e-05,1.255064e-05,1.257991e-05,1.263845e-05,1.272625e-05,1.283601e-05,1.296040e-05,1.305918e-05,1.311040e-05,1.312137e-05,1.309942e-05,1.308113e-05,1.298601e-05,1.291284e-05,1.287625e-05,1.282137e-05,1.278845e-05,1.279576e-05,1.276649e-05,1.274454e-05,1.271162e-05,1.268235e-05,1.265308e-05,1.262747e-05,1.259820e-05,1.257259e-05,1.255796e-05,1.255064e-05,1.254332e-05,1.254332e-05,1.255064e-05,1.256893e-05,1.257991e-05,1.260918e-05,1.262747e-05,1.266040e-05,1.267503e-05,1.268601e-05,1.270796e-05,1.271527e-05,1.273723e-05,1.272259e-05,1.272991e-05,1.271527e-05,1.270064e-05,1.268235e-05,1.266040e-05,1.263845e-05,1.261649e-05,1.259820e-05,1.257625e-05,1.255796e-05,1.254698e-05,1.253601e-05,1.252869e-05,1.252869e-05,1.252869e-05,1.253601e-05,1.254332e-05
5.000000e-05,3.812570e-04,1.289345e-04,8.615387e-05,6.438308e-05,5.166598e-05,4.283181e-05,3.653424e-05,3.182691e-05,2.790982e-05,2.479762e-05,2.264640e-05,2.054395e-05,1.956834e-05,1.841224e-05,1.808541e-05,1.743663e-05,1.696833e-05,1.694882e-05,1.701711e-05,1.685126e-05,1.671955e-05,1.674394e-05,1.683663e-05,1.703663e-05,1.725614e-05,1.729029e-05,1.728053e-05,1.723175e-05,1.723175e-05,1.715858e-05,1.709029e-05,1.702687e-05,1.694394e-05,1.689516e-05,1.689029e-05,1.686589e-05,1.687565e-05,1.686102e-05,1.681711e-05,1.676346e-05,1.672931e-05,1.671467e-05,1.672443e-05,1.672931e-05,1.673907e-05,1.675370e-05,1.678297e-05,1.679272e-05,1.683175e-05,1.683175e-05,1.686102e-05,1.684638e-05,1.684638e-05,1.686102e-05,1.684638e-05,1.683175e-05,1.680736e-05,1.679272e-05,1.676346e-05,1.673907e-05,1.672931e-05,1.671467e-05,1.671955e-05,1.671467e-05,1.671955e-05,1.673419e-05,1.675858e-05,1.676833e-05,1.678785e-05,1.679272e-05,1.680248e-05,1.680736e-05,1.680248e-05,1.680248e-05,1.678785e-05,1.677809e-05,1.675858e-05,1.674882e-05,1.673907e-05,1.672443e-05,1.671467e-05,1.670980e-05,1.670004e-05,1.670980e-05,1.671467e-05,1.671955e-05
7.500000e-05,3.860680e-04,1.293259e-04,8.573801e-05,6.436479e-05,5.054281e-05,4.147693e-05,3.505984e-05,3.103544e-05,2.836470e-05,2.689397e-05,2.586958e-05,2.526226e-05,2.528421e-05,2.510128e-05,2.519640e-05,2.559884e-05,2.563543e-05,2.568665e-05,2.589884e-05,2.601592e-05,2.573055e-05,2.559884e-05,2.536470e-05,2.518177e-05,2.513055e-05,2.515982e-05,2.514518e-05,2.507933e-05,2.507933e-05,2.513055e-05,2.522567e-05,2.534274e-05,2.540128e-05,2.535006e-05,2.524762e-05,2.516713e-05,2.510128e-05,2.510860e-05,2.511591e-05,2.511591e-05,2.507933e-05,2.505738e-05,2.508665e-05,2.507201e-05,2.507201e-05,2.508665e-05,2.508665e-05,2.512323e-05,2.512323e-05,2.512323e-05,2.510128e-05,2.510860e-05,2.510128e-05,2.509396e-05,2.507933e-05,2.507933e-05,2.506470e-05,2.506470e-05,2.510128e-05,2.510128e-05,2.508665e-05,2.508665e-05,2.508665e-05,2.508665e-05,2.508665e-05,2.508665e-05,2.507933e-05,2.507201e-05,2.506470e-05,2.505738e-05,2.505738e-05,2.507933e-05,2.506470e-05,2.508665e-05,2.507201e-05,2.508665e-05,2.507933e-05,2.507201e-05,2.507201e-05,2.506470e-05,2.505738e-05,2.505738e-05,2.505738e-05,2.504274e-05,2.504274e-05,2.505006e-05
1.000000e-04,3.862107e-04,1.302491e-04,8.675631e-05,6.332211e-05,4.890256e-05,4.106839e-05,3.669765e-05,3.476594e-05,3.388789e-05,3.360496e-05,3.356594e-05,3.390740e-05,3.426838e-05,3.445374e-05,3.437569e-05,3.434643e-05,3.390740e-05,3.369277e-05,3.341959e-05,3.348789e-05,3.344886e-05,3.348789e-05,3.363423e-05,3.378057e-05,3.371228e-05,3.370252e-05,3.364398e-05,3.348789e-05,3.340984e-05,3.344886e-05,3.346837e-05,3.345862e-05,3.348789e-05,3.353667e-05,3.361472e-05,3.359520e-05,3.349764e-05,3.341959e-05,3.340984e-05,3.342935e-05,3.343911e-05,3.342935e-05,3.344886e-05,3.344886e-05,3.342935e-05,3.341959e-05,3.340008e-05,3.340984e-05,3.341959e-05,3.341959e-05,3.342935e-05,3.343911e-05,3.344886e-05,3.343911e-05,3.342935e-05,3.341959e-05,3.340008e-05,3.340008e-05,3.340008e-05,3.341959e-05,3.341959e-05,3.342935e-05,3.342935e-05,3.342935e-05,3.342935e-05,3.341959e-05,3.340984e-05,3.340008e-05,3.340008e-05,3.340984e-05,3.340984e-05,3.341959e-05,3.341959e-05,3.341959e-05,3.341959e-05,3.340984e-05,3.340008e-05,3.339033e-05,3.339033e-05,3.340008e-05,3.340984e-05,3.340984e-05,3.340984e-05,3.340984e-05,3.340008e-05,3.340008e-05
