2.472310e-06,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.928219e-05,4.673051e-05,4.376735e-05,4.093155e-05,4.025449e-05,3.854703e-05,3.687888e-05,3.587934e-05,3.329510e-05,3.170245e-05,3.049475e-05,2.912835e-05,2.800772e-05,2.678797e-05,2.765219e-05,2.657233e-05,2.646693e-05,2.649250e-05,2.571896e-05,2.502165e-05,2.435497e-05,2.371241e-05,2.308094e-05,2.224011e-05,2.169500e-05,2.089324e-05,2.031484e-05,1.967903e-05,1.905046e-05,1.859025e-05,1.799424e-05,1.752462e-05,1.698457e-05,1.661626e-05,1.627689e-05,1.589892e-05,1.549708e-05,1.524720e-05,1.491723e-05,1.465698e-05,1.436874e-05,1.403347e-05,1.386656e-05,1.361764e-05
4.944620e-06,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.205096e-05,8.232909e-05,7.553010e-05,6.856806e-05,6.385788e-05,5.863441e-05,5.371728e-05,5.390349e-05,4.895355e-05,4.665441e-05,4.262635e-05,4.048062e-05,4.083181e-05,4.009084e-05,3.812263e-05,3.496820e-05,3.497109e-05,3.130772e-05,2.974956e-05,2.985762e-05,2.807659e-05,2.714410e-05,2.755849e-05,2.646970e-05,2.593858e-05,2.566119e-05,2.605049e-05,2.538188e-05,2.404563e-05,2.353621e-05,2.277063e-05,2.210540e-05,2.138566e-05,2.091531e-05,2.028481e-05,1.954191e-05,1.886848e-05,1.869915e-05,1.820324e-05,1.780767e-05,1.668850e-05,1.626205e-05,1.659539e-05,1.561129e-05,1.521041e-05,1.555147e-05,1.514288e-05,1.485392e-05,1.452106e-05,1.393204e-05,1.363778e-05,1.375259e-05
9.889241e-06,1.977848e-04,1.977848e-04,1.977848e-04,1.977848e-04,1.623427e-04,1.347666e-04,1.174975e-04,1.039796e-04,9.340820e-05,8.185851e-05,7.495050e-05,6.821615e-05,6.454216e-05,5.908715e-05,5.450721e-05,5.304746e-05,4.942365e-05,4.700488e-05,4.261308e-05,4.090730e-05,4.066707e-05,3.925749e-05,3.738190e-05,3.568191e-05,3.391053e-05,3.190759e-05,3.028865e-05,2.953803e-05,2.832141e-05,2.688481e-05,2.721670e-05,2.698708e-05,2.668220e-05,2.604832e-05,2.552829e-05,2.515781e-05,2.413801e-05,2.380611e-05,2.290884e-05,2.223541e-05,2.145681e-05,2.103326e-05,2.025370e-05,1.964876e-05,1.893288e-05,1.864054e-05,1.795842e-05,1.761013e-05,1.711325e-05,1.675048e-05,1.627773e-05,1.587830e-05,1.549624e-05,1.517978e-05,1.478517e-05,1.467133e-05,1.431435e-05,1.408762e-05,1.373064e-05,1.353189e-05
1.977848e-05,3.955696e-04,3.955696e-04,2.718429e-04,2.005147e-04,1.598983e-04,1.348153e-04,1.172134e-04,1.044142e-04,9.219978e-05,7.975957e-05,7.574405e-05,6.820698e-05,6.526818e-05,5.880205e-05,5.350526e-05,5.374261e-05,4.951097e-05,4.627693e-05,4.310465e-05,4.065404e-05,4.020058e-05,3.918561e-05,3.781944e-05,3.507939e-05,3.318065e-05,3.168906e-05,3.130507e-05,2.869430e-05,2.743427e-05,2.813086e-05,2.659682e-05,2.647911e-05,2.698081e-05,2.600249e-05,2.563008e-05,2.510908e-05,2.438934e-05,2.378151e-05,2.315053e-05,2.230729e-05,2.151229e-05,2.085815e-05,2.016156e-05,1.960390e-05,1.905589e-05,1.851946e-05,1.795794e-05,1.742923e-05,1.706260e-05,1.664194e-05,1.614796e-05,1.582186e-05,1.546295e-05,1.490722e-05,1.453288e-05,1.458498e-05,1.426080e-05,1.375138e-05,1.374753e-05,1.353141e-05
3.955696e-05,7.911392e-04,4.110827e-04,2.717030e-04,2.024067e-04,1.655781e-04,1.369272e-04,1.174034e-04,1.020476e-04,9.350710e-05,8.332260e-05,7.462005e-05,6.799762e-05,6.359038e-05,5.922946e-05,5.475662e-05,5.293892e-05,4.945018e-05,4.667540e-05,4.239166e-05,4.048906e-05,4.046977e-05,3.912675e-05,3.723188e-05,3.568433e-05,3.392838e-05,3.260852e-05,3.089503e-05,2.843284e-05,2.820515e-05,2.732138e-05,2.607871e-05,2.599767e-05,2.570823e-05,2.520267e-05,2.477044e-05,2.417612e-05,2.373231e-05,2.263243e-05,2.214616e-05,2.139362e-05,2.064107e-05,1.987694e-05,1.925560e-05,1.871531e-05,1.810170e-05,1.763087e-05,1.714847e-05,1.677412e-05,1.635347e-05,1.604087e-05,1.572055e-05,1.544655e-05,1.517640e-05,1.497186e-05,1.474031e-05,1.452033e-05,1.433509e-05,1.421160e-05,1.411898e-05,1.397232e-05
7.911392e-05,1.208582e-03,4.051916e-04,2.749737e-04,2.018336e-04,1.632028e-04,1.361650e-04,1.189529e-04,1.028985e-04,9.367497e-05,8.243691e-05,7.534365e-05,6.716210e-05,6.523248e-05,5.864865e-05,5.352359e-05,5.207253e-05,4.814383e-05,4.417655e-05,4.181471e-05,3.916728e-05,3.862699e-05,3.719135e-05,3.542383e-05,3.409625e-05,3.247538e-05,3.103203e-05,2.997460e-05,2.903295e-05,2.847722e-05,2.787518e-05,2.801412e-05,2.788290e-05,2.786747e-05,2.788290e-05,2.807586e-05,2.808358e-05,2.806043e-05,2.798324e-05,2.796009e-05,2.793693e-05,2.796781e-05,2.791378e-05,2.780572e-05,2.781344e-05,2.765907e-05,2.769766e-05,2.762047e-05,2.748154e-05,2.743523e-05,2.747382e-05,2.745067e-05,2.735033e-05,2.731174e-05,2.739664e-05,2.727314e-05,2.726543e-05,2.722683e-05,2.721912e-05,2.733489e-05,2.716509e-05
1.186709e-04,1.202868e-03,4.075747e-04,2.752534e-04,2.021867e-04,1.617922e-04,1.370392e-04,1.171603e-04,1.033829e-04,9.302084e-05,7.993806e-05,7.469337e-05,6.601012e-05,6.225895e-05,5.561337e-05,5.141067e-05,5.011397e-05,4.857414e-05,4.493875e-05,4.335261e-05,4.183593e-05,4.190540e-05,4.187066e-05,4.165069e-05,4.136125e-05,4.092129e-05,4.044661e-05,4.011086e-05,3.986773e-05,3.970564e-05,3.976353e-05,3.993719e-05,3.987930e-05,3.998350e-05,4.016875e-05,4.034241e-05,4.048134e-05,4.060870e-05,4.080552e-05,4.099076e-05,4.107180e-05,4.117600e-05,4.108338e-05,4.111812e-05,4.109496e-05,4.102549e-05,4.088656e-05,4.077078e-05,4.064343e-05,4.043503e-05,4.030768e-05,4.012244e-05,4.006455e-05,3.996035e-05,3.984457e-05,3.976353e-05,3.970564e-05,3.968248e-05,3.977510e-05,3.970564e-05,3.975195e-05
1.582278e-04,1.212298e-03,4.165107e-04,2.718824e-04,2.044386e-04,1.638704e-04,1.359759e-04,1.165409e-04,1.005328e-04,8.856922e-05,7.799494e-05,7.174300e-05,6.451853e-05,6.275872e-05,5.842095e-05,5.587386e-05,5.567318e-05,5.525639e-05,5.395969e-05,5.303347e-05,5.278648e-05,5.297173e-05,5.341940e-05,5.402143e-05,5.437648e-05,5.499396e-05,5.497852e-05,5.487046e-05,5.462347e-05,5.445367e-05,5.429930e-05,5.429930e-05,5.416037e-05,5.395969e-05,5.363551e-05,5.341940e-05,5.324959e-05,5.301804e-05,5.292541e-05,5.280192e-05,5.278648e-05,5.281736e-05,5.286367e-05,5.303347e-05,5.312609e-05,5.337308e-05,5.348114e-05,5.372813e-05,5.377444e-05,5.392881e-05,5.386707e-05,5.385163e-05,5.371270e-05,5.348114e-05,5.334221e-05,5.323415e-05,5.306435e-05,5.295629e-05,5.283279e-05,5.278648e-05,5.278648e-05
2.373418e-04,1.208744e-03,4.236850e-04,2.704429e-04,2.046123e-04,1.611265e-04,1.332012e-04,1.137507e-04,9.895439e-05,9.094264e-05,8.406550e-05,8.251409e-05,7.968914e-05,8.038380e-05,8.015225e-05,7.968914e-05,8.022171e-05,8.209730e-05,8.239832e-05,8.218992e-05,8.156473e-05,8.112477e-05,8.040696e-05,8.001332e-05,7.964283e-05,7.966599e-05,7.982807e-05,7.978176e-05,7.964283e-05,7.957336e-05,7.966599e-05,7.973545e-05,7.971230e-05,7.975861e-05,7.975861e-05,7.973545e-05,7.971230e-05,7.968914e-05,7.966599e-05,7.966599e-05,7.973545e-05,7.968914e-05,7.968914e-05,7.955021e-05,7.961968e-05,7.955021e-05,7.961968e-05,7.964283e-05,7.964283e-05,7.948074e-05,7.959652e-05,7.952705e-05,7.955021e-05,7.950390e-05,7.948074e-05,7.952705e-05,7.950390e-05,7.948074e-05,7.945759e-05,7.945759e-05,7.945759e-05
3.164557e-04,1.202025e-03,4.111310e-04,2.734338e-04,1.972373e-04,1.538596e-04,1.302103e-04,1.178916e-04,1.100188e-04,1.073019e-04,1.056038e-04,1.074254e-04,1.072402e-04,1.085369e-04,1.098335e-04,1.089382e-04,1.081664e-04,1.072402e-04,1.070858e-04,1.059435e-04,1.056038e-04,1.059435e-04,1.065301e-04,1.068079e-04,1.068079e-04,1.066535e-04,1.068697e-04,1.064683e-04,1.064066e-04,1.058508e-04,1.055730e-04,1.057273e-04,1.058508e-04,1.062213e-04,1.063448e-04,1.062831e-04,1.061904e-04,1.058200e-04,1.059126e-04,1.055730e-04,1.056038e-04,1.057273e-04,1.058200e-04,1.060978e-04,1.061287e-04,1.062831e-04,1.061904e-04,1.060669e-04,1.058200e-04,1.056965e-04,1.056038e-04,1.056656e-04,1.057273e-04,1.058508e-04,1.060978e-04,1.061596e-04,1.061287e-04,1.057273e-04,1.057891e-04,1.056656e-04,1.055730e-04
