1.263255e+08,1.688894e+08,2.187822e+08,2.319411e+08,2.572442e+08,2.579808e+08,2.815862e+08,3.231319e+08,3.789250e+08
1.259425e+08,1.683632e+08,2.181157e+08,2.312119e+08,2.565605e+08,2.566638e+08,2.798876e+08,3.221134e+08,3.777826e+08
1.274910e+08,1.702420e+08,2.208064e+08,2.336481e+08,2.596477e+08,2.601030e+08,2.839725e+08,3.253966e+08,3.824277e+08
1.250831e+08,1.671523e+08,2.166385e+08,2.294957e+08,2.549307e+08,2.558333e+08,2.787449e+08,3.196839e+08,3.752216e+08
1.265656e+08,1.690230e+08,2.191856e+08,2.319719e+08,2.578622e+08,2.584550e+08,2.821531e+08,3.230750e+08,3.796202e+08
1.269613e+08,1.692099e+08,2.198735e+08,2.319610e+08,2.583343e+08,2.580569e+08,2.812188e+08,3.228766e+08,3.807872e+08
1.269868e+08,1.696015e+08,2.199342e+08,2.327955e+08,2.588856e+08,2.597027e+08,2.827199e+08,3.242288e+08,3.809299e+08
1.250160e+08,1.672154e+08,2.165051e+08,2.297036e+08,2.546603e+08,2.554695e+08,2.787392e+08,3.200638e+08,3.749746e+08
1.256111e+08,1.678295e+08,2.175397e+08,2.304053e+08,2.556759e+08,2.559444e+08,2.796726e+08,3.209382e+08,3.767789e+08
1.263687e+08,1.686093e+08,2.188509e+08,2.313108e+08,2.574881e+08,2.579697e+08,2.816608e+08,3.220698e+08,3.790390e+08
