5.000000e-09,8.664655e-09,3.474887e-09,2.421225e-09,2.148542e-09,2.030005e-09,1.950980e-09,1.925127e-09,1.880248e-09,1.850005e-09,1.829029e-09,1.808541e-09,1.804151e-09,1.796834e-09,1.790492e-09,1.754882e-09,1.726590e-09,1.719760e-09,1.701711e-09,1.699272e-09,1.693419e-09,1.708053e-09,1.716346e-09,1.718785e-09,1.713907e-09,1.706590e-09,1.696833e-09,1.694394e-09,1.690492e-09,1.699760e-09,1.705614e-09,1.703663e-09,1.694394e-09,1.684150e-09,1.688053e-09,1.688053e-09,1.696346e-09,1.694882e-09,1.687565e-09,1.687077e-09,1.684638e-09,1.687565e-09,1.693907e-09,1.683175e-09,1.681711e-09,1.688541e-09,1.695858e-09,1.686102e-09,1.685126e-09,1.683663e-09,1.687077e-09,1.685614e-09,1.685126e-09,1.681224e-09,1.689516e-09,1.681711e-09,1.680736e-09,1.680248e-09,1.686589e-09,1.686589e-09,1.685126e-09,1.685126e-09,1.684150e-09,1.680248e-09,1.686589e-09,1.686589e-09,1.677809e-09,1.679272e-09,1.679272e-09,1.677809e-09,1.677321e-09,1.673907e-09,1.674394e-09
3.750000e-09,8.711911e-09,3.345191e-09,2.133115e-09,1.761407e-09,1.643236e-09,1.551406e-09,1.506040e-09,1.462138e-09,1.444577e-09,1.428479e-09,1.409455e-09,1.382381e-09,1.382747e-09,1.373967e-09,1.365186e-09,1.362991e-09,1.336284e-09,1.296771e-09,1.294210e-09,1.285796e-09,1.280674e-09,1.276284e-09,1.271893e-09,1.282137e-09,1.286528e-09,1.294576e-09,1.299698e-09,1.297869e-09,1.285796e-09,1.278113e-09,1.271527e-09,1.269698e-09,1.270430e-09,1.275918e-09,1.282869e-09,1.277381e-09,1.272625e-09,1.270064e-09,1.264576e-09,1.267869e-09,1.273723e-09,1.274820e-09,1.274820e-09,1.272991e-09,1.266406e-09,1.266771e-09,1.268235e-09,1.272259e-09,1.273357e-09,1.270430e-09,1.267503e-09,1.266771e-09,1.267869e-09,1.273723e-09,1.266771e-09,1.262381e-09,1.263113e-09,1.267503e-09,1.268235e-09,1.264942e-09,1.264942e-09,1.264576e-09,1.267137e-09,1.259088e-09,1.264210e-09,1.263479e-09,1.266406e-09,1.256527e-09,1.256527e-09,1.260918e-09,1.265308e-09,1.254332e-09
2.500000e-09,8.847705e-09,3.461594e-09,2.124517e-09,1.588175e-09,1.348662e-09,1.176466e-09,1.124515e-09,1.070368e-09,1.043539e-09,1.019149e-09,1.004027e-09,9.735390e-10,9.671975e-10,9.564657e-10,9.462218e-10,9.471974e-10,9.398803e-10,9.289047e-10,9.279291e-10,9.213437e-10,9.013437e-10,8.830509e-10,8.701241e-10,8.601240e-10,8.596362e-10,8.554899e-10,8.542704e-10,8.574411e-10,8.601240e-10,8.674411e-10,8.701241e-10,8.735387e-10,8.715875e-10,8.703680e-10,8.654899e-10,8.579289e-10,8.513435e-10,8.501240e-10,8.489045e-10,8.523192e-10,8.542704e-10,8.562216e-10,8.598801e-10,8.608558e-10,8.562216e-10,8.537826e-10,8.489045e-10,8.486606e-10,8.493923e-10,8.537826e-10,8.547582e-10,8.552460e-10,8.528070e-10,8.481728e-10,8.471972e-10,8.469533e-10,8.476850e-10,8.515874e-10,8.515874e-10,8.493923e-10,8.462216e-10,8.450021e-10,8.450021e-10,8.457338e-10,8.489045e-10,8.486606e-10,8.471972e-10,8.432947e-10,8.432947e-10,8.459777e-10,8.459777e-10,8.459777e-10
1.250000e-09,8.684472e-09,3.278971e-09,2.152261e-09,1.594699e-09,1.307991e-09,1.065064e-09,9.385999e-10,7.900629e-10,7.150627e-10,6.750626e-10,6.531113e-10,5.885990e-10,5.922575e-10,5.612819e-10,5.467696e-10,5.450623e-10,5.375013e-10,5.183549e-10,5.140866e-10,5.112817e-10,5.150622e-10,5.107939e-10,5.001841e-10,4.921353e-10,4.967695e-10,4.989646e-10,4.955500e-10,4.882329e-10,4.771353e-10,4.631109e-10,4.548182e-10,4.464035e-10,4.412816e-10,4.372572e-10,4.343303e-10,4.326230e-10,4.318913e-10,4.318913e-10,4.327450e-10,4.322572e-10,4.335986e-10,4.362816e-10,4.409157e-10,4.428669e-10,4.461596e-10,4.462816e-10,4.467694e-10,4.475011e-10,4.444523e-10,4.394523e-10,4.373791e-10,4.348181e-10,4.310376e-10,4.292084e-10,4.285986e-10,4.303059e-10,4.316474e-10,4.326230e-10,4.349401e-10,4.357937e-10,4.348181e-10,4.355498e-10,4.345742e-10,4.339645e-10,4.299401e-10,4.288425e-10,4.272571e-10,4.255498e-10,4.255498e-10,4.265254e-10,4.290864e-10,4.296962e-10
6.250000e-10,8.815174e-09,3.448515e-09,2.114426e-09,1.570339e-09,1.331985e-09,1.057411e-09,9.381425e-10,8.053373e-10,7.087517e-10,6.636906e-10,6.364345e-10,5.236293e-10,5.466172e-10,4.685072e-10,4.580804e-10,4.469218e-10,3.951534e-10,3.512509e-10,3.692997e-10,3.696046e-10,3.511289e-10,3.291776e-10,3.100312e-10,2.935068e-10,2.945434e-10,2.957629e-10,2.983239e-10,2.968605e-10,2.922263e-10,2.905800e-10,2.862507e-10,2.808239e-10,2.766775e-10,2.727141e-10,2.666775e-10,2.659458e-10,2.638726e-10,2.610677e-10,2.547872e-10,2.530799e-10,2.492994e-10,2.444213e-10,2.405189e-10,2.344213e-10,2.323481e-10,2.272262e-10,2.262506e-10,2.238115e-10,2.223481e-10,2.197261e-10,2.202140e-10,2.188115e-10,2.197261e-10,2.202140e-10,2.200920e-10,2.217993e-10,2.220432e-10,2.240554e-10,2.250310e-10,2.252140e-10,2.272262e-10,2.282628e-10,2.289335e-10,2.280798e-10,2.296042e-10,2.279579e-10,2.270432e-10,2.275310e-10,2.238725e-10,2.236896e-10,2.199700e-10,2.185066e-10
3.125000e-10,6.250000e-09,3.388194e-09,2.153222e-09,1.600202e-09,1.317488e-09,1.061634e-09,9.332187e-10,8.030355e-10,7.166024e-10,6.689498e-10,6.389802e-10,5.351690e-10,5.504434e-10,4.766323e-10,4.697725e-10,4.515407e-10,4.027906e-10,3.578210e-10,3.809613e-10,3.769064e-10,3.564186e-10,3.267234e-10,2.930647e-10,2.654732e-10,2.866318e-10,2.938879e-10,2.946196e-10,2.889184e-10,2.752598e-10,2.635830e-10,2.467841e-10,2.252597e-10,2.098633e-10,1.997718e-10,1.879120e-10,1.776376e-10,1.840401e-10,1.881255e-10,1.928206e-10,1.995584e-10,2.037353e-10,2.063877e-10,2.077901e-10,2.085828e-10,2.090706e-10,2.078206e-10,2.053206e-10,2.012048e-10,1.957779e-10,1.944974e-10,1.876072e-10,1.808998e-10,1.743449e-10,1.676986e-10,1.611437e-10,1.550766e-10,1.492839e-10,1.433083e-10,1.391314e-10,1.340704e-10,1.307473e-10,1.265704e-10,1.240399e-10,1.207472e-10,1.186741e-10,1.172411e-10,1.154119e-10,1.141619e-10,1.125765e-10,1.120887e-10,1.112960e-10,1.107167e-10
1.562500e-10,1.110140e-10,3.125000e-09,2.181583e-09,1.619478e-09,1.351962e-09,1.093577e-09,9.639886e-10,8.208023e-10,7.198722e-10,6.647044e-10,6.522501e-10,5.469907e-10,5.599633e-10,4.870667e-10,4.785911e-10,4.527831e-10,4.113196e-10,3.651762e-10,3.935909e-10,3.792006e-10,3.593378e-10,3.319597e-10,2.994901e-10,2.724473e-10,2.894595e-10,2.952370e-10,2.992919e-10,2.916394e-10,2.841699e-10,2.696882e-10,2.526149e-10,2.379503e-10,2.230112e-10,2.083008e-10,1.972337e-10,1.836361e-10,1.890477e-10,1.993984e-10,1.996423e-10,2.042764e-10,2.127978e-10,2.114106e-10,2.164868e-10,2.154807e-10,2.161210e-10,2.140020e-10,2.111362e-10,2.083008e-10,2.026453e-10,1.986971e-10,1.936361e-10,1.881788e-10,1.812886e-10,1.751452e-10,1.693983e-10,1.632855e-10,1.567763e-10,1.518830e-10,1.467001e-10,1.410446e-10,1.366391e-10,1.308616e-10,1.278585e-10,1.237122e-10,1.170353e-10,1.131177e-10,1.097640e-10,1.074469e-10,1.038036e-10,1.006938e-10,9.732493e-11,9.407797e-11
7.812500e-11,1.016203e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.332050e-09,1.081295e-09,9.507683e-10,8.212787e-10,7.229858e-10,6.646701e-10,6.420176e-10,5.450051e-10,5.537933e-10,4.778099e-10,4.706300e-10,4.652717e-10,4.091359e-10,3.623904e-10,3.845398e-10,3.809803e-10,3.582974e-10,3.244787e-10,2.950960e-10,2.684039e-10,2.867423e-10,2.966433e-10,2.962317e-10,2.913689e-10,2.845701e-10,2.653932e-10,2.525730e-10,2.354160e-10,2.203702e-10,2.069250e-10,1.942726e-10,1.831826e-10,1.890896e-10,1.949967e-10,2.008275e-10,2.047757e-10,2.092116e-10,2.120013e-10,2.144784e-10,2.147223e-10,2.162162e-10,2.148900e-10,2.093946e-10,2.055074e-10,2.021537e-10,1.996613e-10,1.939601e-10,1.883046e-10,1.823899e-10,1.756140e-10,1.696460e-10,1.637237e-10,1.579920e-10,1.525880e-10,1.472069e-10,1.415133e-10,1.364447e-10,1.325804e-10,1.270163e-10,1.241657e-10,1.204081e-10,1.163837e-10,1.130605e-10,1.094019e-10,1.060711e-10,1.028775e-10,1.002251e-10,9.607112e-11
3.906250e-11,6.601102e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.058230e-10,6.558191e-10,6.379150e-10,5.389704e-10,5.421564e-10,4.675716e-10,4.680747e-10,4.535167e-10,4.040844e-10,3.616568e-10,3.804944e-10,3.774495e-10,3.548732e-10,3.228609e-10,2.954866e-10,2.688212e-10,2.837983e-10,2.965994e-10,2.988708e-10,2.945110e-10,2.804180e-10,2.660163e-10,2.506961e-10,2.321709e-10,2.174338e-10,2.074910e-10,1.939163e-10,1.830588e-10,1.865725e-10,1.924071e-10,1.986190e-10,2.032837e-10,2.081655e-10,2.112600e-10,2.129254e-10,2.142936e-10,2.137829e-10,2.122242e-10,2.114925e-10,2.079712e-10,2.027730e-10,1.987257e-10,1.932912e-10,1.884627e-10,1.827806e-10,1.741830e-10,1.699452e-10,1.633445e-10,1.578072e-10,1.523308e-10,1.460617e-10,1.405777e-10,1.365609e-10,1.308445e-10,1.267248e-10,1.236341e-10,1.184740e-10,1.160007e-10,1.115151e-10,1.078947e-10,1.052537e-10,1.021897e-10,9.930474e-11,9.661037e-11
1.953125e-11,5.736009e-11,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.625247e-10,3.813281e-10,3.817359e-10,3.513795e-10,3.237022e-10,2.934716e-10,2.713678e-10,2.893767e-10,2.944491e-10,2.965546e-10,2.944091e-10,2.815222e-10,2.675531e-10,2.506475e-10,2.334886e-10,2.187096e-10,2.048528e-10,1.923814e-10,1.825795e-10,1.878596e-10,1.935323e-10,1.991459e-10,2.037210e-10,2.083970e-10,2.127416e-10,2.151311e-10,2.159161e-10,2.144127e-10,2.131531e-10,2.113982e-10,2.087381e-10,2.054950e-10,1.974805e-10,1.921756e-10,1.865563e-10,1.799214e-10,1.745822e-10,1.711866e-10,1.625680e-10,1.590734e-10,1.528062e-10,1.466419e-10,1.417810e-10,1.366210e-10,1.322078e-10,1.274441e-10,1.232730e-10,1.192505e-10,1.157406e-10,1.119963e-10,1.083091e-10,1.052813e-10,1.023259e-10,9.910752e-11,9.663229e-11
