9.727881e+08,1.275839e+09,1.521823e+09,1.736637e+09,1.799122e+09,2.094518e+09,2.573641e+09
9.823423e+08,1.288702e+09,1.537296e+09,1.753827e+09,1.818684e+09,2.116048e+09,2.598870e+09
9.840783e+08,1.292891e+09,1.543115e+09,1.755725e+09,1.824061e+09,2.125249e+09,2.603481e+09
9.830787e+08,1.290814e+09,1.540308e+09,1.755182e+09,1.823241e+09,2.120916e+09,2.600875e+09
9.759707e+08,1.280676e+09,1.527873e+09,1.741699e+09,1.803794e+09,2.103293e+09,2.581958e+09
9.890525e+08,1.298224e+09,1.548984e+09,1.766389e+09,1.835837e+09,2.132626e+09,2.616547e+09
9.823533e+08,1.291949e+09,1.542594e+09,1.755292e+09,1.823286e+09,2.125358e+09,2.598956e+09
9.767772e+08,1.282145e+09,1.529840e+09,1.744933e+09,1.810943e+09,2.106200e+09,2.584154e+09
9.719106e+08,1.275185e+09,1.521270e+09,1.733411e+09,1.798860e+09,2.094008e+09,2.571216e+09
9.849598e+08,1.294178e+09,1.544689e+09,1.760581e+09,1.827526e+09,2.127508e+09,2.605763e+09
