2.622456e+02,3.656042e+02,4.454953e+02,5.155444e+02,5.747466e+02,6.252380e+02,6.685486e+02,7.063627e+02,7.640682e+02,8.122451e+02,8.245254e+02,8.458596e+02,8.708145e+02,8.980534e+02,9.322663e+02,9.823508e+02,1.016246e+03,1.077628e+03,1.144706e+03
2.243270e+02,3.122106e+02,3.794301e+02,4.381272e+02,4.890479e+02,5.338543e+02,5.729356e+02,6.001620e+02,6.519017e+02,6.889687e+02,7.000592e+02,7.159966e+02,7.361086e+02,7.735072e+02,8.014123e+02,8.337733e+02,8.921858e+02,9.200177e+02,9.713170e+02
2.416263e+02,3.402631e+02,4.144977e+02,4.721842e+02,5.255264e+02,5.817694e+02,6.105184e+02,6.360733e+02,7.062146e+02,7.449948e+02,7.519056e+02,7.612573e+02,7.794709e+02,8.031804e+02,8.300979e+02,8.753468e+02,9.235944e+02,9.962568e+02,1.048733e+03
2.334619e+02,3.267104e+02,3.970919e+02,4.584275e+02,5.110561e+02,5.588998e+02,5.930161e+02,6.298917e+02,6.821879e+02,7.188521e+02,7.261843e+02,7.487064e+02,7.688553e+02,7.945452e+02,8.328779e+02,8.780904e+02,9.189723e+02,9.630677e+02,1.016717e+03
2.276322e+02,3.178347e+02,3.874696e+02,4.445070e+02,4.986473e+02,5.427584e+02,5.768481e+02,5.992757e+02,6.606937e+02,7.013429e+02,7.023666e+02,7.092778e+02,7.291330e+02,7.642511e+02,8.023308e+02,8.265183e+02,8.744535e+02,9.322818e+02,9.935839e+02
2.414341e+02,3.350573e+02,4.064946e+02,4.745820e+02,5.286866e+02,5.703225e+02,6.123531e+02,6.480598e+02,6.964266e+02,7.460519e+02,7.516719e+02,7.625299e+02,7.834276e+02,8.132330e+02,8.527236e+02,9.006044e+02,9.548832e+02,9.823238e+02,1.055260e+03
2.401213e+02,3.375877e+02,4.122541e+02,4.751016e+02,5.292837e+02,5.808753e+02,6.124607e+02,6.540986e+02,7.098564e+02,7.424247e+02,7.489565e+02,7.660596e+02,7.869938e+02,8.150034e+02,8.606861e+02,9.108812e+02,9.364077e+02,9.996022e+02,1.048081e+03
2.283692e+02,3.215117e+02,3.912327e+02,4.520523e+02,5.031722e+02,5.501268e+02,5.873376e+02,6.212226e+02,6.734281e+02,7.111648e+02,7.217084e+02,7.393798e+02,7.616805e+02,7.906946e+02,8.190015e+02,8.638946e+02,9.013865e+02,9.489639e+02,1.002568e+03
2.425157e+02,3.405115e+02,4.165166e+02,4.777218e+02,5.296073e+02,5.873013e+02,6.147446e+02,6.561363e+02,7.170839e+02,7.469330e+02,7.551591e+02,7.624105e+02,7.917674e+02,8.169631e+02,8.509737e+02,9.127295e+02,9.632956e+02,1.011929e+03,1.055936e+03
2.220454e+02,3.153718e+02,3.857734e+02,4.372728e+02,4.868495e+02,5.444083e+02,5.633473e+02,6.001905e+02,6.664744e+02,6.848999e+02,6.914538e+02,7.065454e+02,7.219186e+02,7.526307e+02,7.918486e+02,8.363664e+02,8.816851e+02,9.424140e+02,9.671684e+02
