2.472310e-06,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.898671e-05,4.586798e-05,4.407778e-05,4.151742e-05,4.008830e-05,3.761864e-05,3.614321e-05,3.452813e-05,3.362434e-05,3.246392e-05,3.083557e-05,2.966406e-05,2.808804e-05,2.697635e-05,2.716424e-05,2.602095e-05,2.552238e-05,2.576334e-05,2.491528e-05,2.417937e-05,2.265763e-05,2.194946e-05,2.187156e-05,2.050008e-05,1.983268e-05,2.008859e-05,1.952105e-05,1.836014e-05,1.840501e-05,1.817997e-05,1.758010e-05,1.819516e-05,1.742115e-05,1.723397e-05,1.707189e-05,1.693826e-05,1.664858e-05,1.635817e-05,1.662373e-05,1.584200e-05,1.597008e-05,1.577326e-05,1.540518e-05,1.512539e-05,1.475297e-05,1.449634e-05,1.415504e-05,1.343215e-05,1.362367e-05,1.336076e-05,1.308000e-05,1.236508e-05,1.210699e-05,1.234120e-05,1.210096e-05,1.192633e-05,1.121720e-05,1.107972e-05,1.088941e-05,1.072587e-05,1.053219e-05,1.078907e-05,1.023262e-05,1.011129e-05,9.944862e-06,1.019933e-05,1.004544e-05,9.558215e-06,9.799176e-06,9.695459e-06,9.545191e-06,9.435685e-06,8.996698e-06,8.898047e-06,8.764903e-06
4.944620e-06,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.121255e-05,8.118387e-05,7.602650e-05,6.928298e-05,6.246518e-05,5.930833e-05,5.448912e-05,5.220543e-05,4.867424e-05,4.542525e-05,4.445321e-05,4.148788e-05,3.967838e-05,3.699333e-05,3.583845e-05,3.539223e-05,3.437098e-05,3.225902e-05,3.070568e-05,2.934531e-05,2.848036e-05,2.735781e-05,2.703267e-05,2.690965e-05,2.651939e-05,2.587490e-05,2.426174e-05,2.398147e-05,2.296938e-05,2.213435e-05,2.146380e-05,2.095728e-05,2.035814e-05,1.943868e-05,1.909665e-05,1.848786e-05,1.816079e-05,1.792972e-05,1.772422e-05,1.787135e-05,1.780236e-05,1.764944e-05,1.746034e-05,1.701798e-05,1.691812e-05,1.662868e-05,1.632621e-05,1.612408e-05,1.573189e-05,1.554424e-05,1.512310e-05,1.490119e-05,1.455917e-05,1.429336e-05,1.393156e-05,1.367685e-05,1.333435e-05,1.319397e-05,1.280515e-05,1.259916e-05,1.238112e-05,1.215921e-05,1.191367e-05,1.169418e-05,1.144863e-05,1.135215e-05,1.106223e-05,1.088470e-05,1.067968e-05,1.055619e-05,1.035599e-05,1.023153e-05,1.019294e-05,1.009549e-05,9.927133e-06,9.809909e-06,9.523362e-06,9.562436e-06,9.420128e-06,9.202081e-06,9.060255e-06,8.984518e-06,8.988859e-06
9.889241e-06,1.977848e-04,1.977848e-04,1.977848e-04,1.977848e-04,1.614599e-04,1.353377e-04,1.165105e-04,1.033592e-04,9.027837e-05,8.170993e-05,7.537887e-05,6.926779e-05,6.304575e-05,5.851598e-05,5.483235e-05,5.233351e-05,4.780278e-05,4.516789e-05,4.437771e-05,4.161161e-05,3.992996e-05,3.701142e-05,3.621159e-05,3.556614e-05,3.415366e-05,3.235623e-05,3.081350e-05,2.936629e-05,2.857612e-05,2.724951e-05,2.688385e-05,2.677096e-05,2.569231e-05,2.500633e-05,2.503045e-05,2.348966e-05,2.278631e-05,2.210902e-05,2.159671e-05,2.095608e-05,2.005302e-05,1.942879e-05,1.931301e-05,1.839258e-05,1.790825e-05,1.812437e-05,1.805394e-05,1.806648e-05,1.797096e-05,1.722420e-05,1.707080e-05,1.687784e-05,1.718368e-05,1.692801e-05,1.607994e-05,1.582331e-05,1.545475e-05,1.521065e-05,1.541905e-05,1.515566e-05,1.432496e-05,1.406832e-05,1.418410e-05,1.398438e-05,1.311220e-05,1.352417e-05,1.324245e-05,1.303116e-05,1.211459e-05,1.190040e-05,1.166017e-05,1.147685e-05,1.177015e-05,1.157623e-05,1.133213e-05,1.118934e-05,1.062686e-05,1.078316e-05,1.032680e-05,1.022068e-05,1.002386e-05,1.015314e-05,9.999735e-06,9.892641e-06,9.468127e-06,9.361033e-06,9.226925e-06,9.155529e-06,9.050366e-06,9.174826e-06,8.848721e-06
1.977848e-05,3.955696e-04,3.955696e-04,2.784267e-04,2.064000e-04,1.634951e-04,1.384044e-04,1.159109e-04,1.018942e-04,9.082397e-05,8.135150e-05,7.511692e-05,6.954420e-05,6.320929e-05,5.877889e-05,5.491195e-05,5.227417e-05,4.813322e-05,4.498409e-05,4.405016e-05,4.182725e-05,3.935927e-05,3.712285e-05,3.563512e-05,3.483240e-05,3.400267e-05,3.233741e-05,3.111983e-05,2.962631e-05,2.841837e-05,2.731849e-05,2.662383e-05,2.677048e-05,2.630737e-05,2.512066e-05,2.454950e-05,2.380467e-05,2.275689e-05,2.198890e-05,2.124214e-05,2.095656e-05,1.994544e-05,1.954022e-05,1.885907e-05,1.865646e-05,1.789233e-05,1.796373e-05,1.791742e-05,1.783444e-05,1.771288e-05,1.752185e-05,1.716294e-05,1.685806e-05,1.661107e-05,1.663616e-05,1.632549e-05,1.602833e-05,1.568100e-05,1.544751e-05,1.501528e-05,1.472005e-05,1.425501e-05,1.410450e-05,1.363754e-05,1.336932e-05,1.318215e-05,1.292358e-05,1.249714e-05,1.237750e-05,1.203789e-05,1.178704e-05,1.152461e-05,1.133937e-05,1.106922e-05,1.091871e-05,1.068716e-05,1.052507e-05,1.025686e-05,1.019897e-05,1.003881e-05,9.897948e-06,9.566055e-06,9.444489e-06,9.286261e-06,9.174343e-06,9.174343e-06,9.087511e-06,8.950508e-06,8.705447e-06,8.581952e-06,8.666855e-06,8.392850e-06
3.955696e-05,7.911392e-04,4.061429e-04,2.741266e-04,2.046142e-04,1.654315e-04,1.362789e-04,1.167512e-04,1.028773e-04,9.052392e-05,8.098005e-05,7.468566e-05,6.929046e-05,6.257541e-05,5.911368e-05,5.436684e-05,5.259159e-05,4.872851e-05,4.529380e-05,4.358030e-05,4.109882e-05,3.889520e-05,3.767183e-05,3.531384e-05,3.497809e-05,3.347299e-05,3.233838e-05,3.062488e-05,2.918925e-05,2.781537e-05,2.668847e-05,2.626010e-05,2.589733e-05,2.533774e-05,2.477430e-05,2.379405e-05,2.294888e-05,2.231597e-05,2.155956e-05,2.081859e-05,1.967626e-05,1.903563e-05,1.895073e-05,1.839500e-05,1.753825e-05,1.750352e-05,1.725653e-05,1.719478e-05,1.685131e-05,1.706742e-05,1.697480e-05,1.661589e-05,1.669694e-05,1.655029e-05,1.622225e-05,1.619524e-05,1.589422e-05,1.569740e-05,1.567810e-05,1.549672e-05,1.532691e-05,1.512623e-05,1.497572e-05,1.479820e-05,1.468242e-05,1.452805e-05,1.439684e-05,1.425019e-05,1.413441e-05,1.399162e-05,1.391444e-05,1.381410e-05,1.373305e-05,1.365201e-05,1.359026e-05,1.353237e-05,1.347448e-05,1.342046e-05,1.338572e-05,1.335099e-05,1.332783e-05,1.330082e-05,1.328924e-05,1.327766e-05,1.326995e-05,1.326609e-05,1.326609e-05,1.325065e-05,1.325451e-05,1.326223e-05,1.330082e-05,1.328924e-05
7.911392e-05,1.176041e-03,4.278298e-04,2.717473e-04,2.030068e-04,1.641290e-04,1.363348e-04,1.167840e-04,1.012776e-04,8.983890e-05,8.049958e-05,7.464899e-05,6.851283e-05,6.111855e-05,5.939734e-05,5.360850e-05,5.229636e-05,4.765757e-05,4.355136e-05,4.233184e-05,3.997771e-05,3.760043e-05,3.545470e-05,3.381839e-05,3.331669e-05,3.301567e-05,3.181159e-05,3.042999e-05,2.941887e-05,2.854669e-05,2.804499e-05,2.779028e-05,2.789834e-05,2.790606e-05,2.789834e-05,2.770538e-05,2.758960e-05,2.754329e-05,2.724999e-05,2.711106e-05,2.691810e-05,2.676373e-05,2.664795e-05,2.658620e-05,2.654761e-05,2.657077e-05,2.660164e-05,2.660936e-05,2.667882e-05,2.664795e-05,2.668654e-05,2.674057e-05,2.686407e-05,2.692581e-05,2.697984e-05,2.708018e-05,2.713421e-05,2.711878e-05,2.718824e-05,2.735033e-05,2.737348e-05,2.732717e-05,2.735033e-05,2.735805e-05,2.735805e-05,2.734261e-05,2.735033e-05,2.731174e-05,2.728858e-05,2.735033e-05,2.731946e-05,2.724227e-05,2.708790e-05,2.709562e-05,2.704159e-05,2.694125e-05,2.684863e-05,2.677916e-05,2.676373e-05,2.667882e-05,2.663251e-05,2.659392e-05,2.656305e-05,2.653989e-05,2.652445e-05,2.652445e-05,2.652445e-05,2.653217e-05,2.653989e-05,2.653217e-05,2.654761e-05,2.656305e-05
1.186709e-04,1.177235e-03,4.203680e-04,2.732274e-04,2.055558e-04,1.604608e-04,1.375833e-04,1.169982e-04,1.031629e-04,8.955911e-05,7.966020e-05,7.238942e-05,6.599854e-05,6.037179e-05,5.673640e-05,5.116754e-05,5.011397e-05,4.691853e-05,4.446406e-05,4.396622e-05,4.309790e-05,4.178962e-05,4.065501e-05,4.021506e-05,4.033083e-05,4.050450e-05,4.053923e-05,4.028452e-05,4.007612e-05,3.986773e-05,3.985615e-05,3.994877e-05,4.006455e-05,4.018032e-05,4.043503e-05,4.077078e-05,4.104865e-05,4.136125e-05,4.150018e-05,4.156964e-05,4.143071e-05,4.119916e-05,4.088656e-05,4.064343e-05,4.042345e-05,4.019190e-05,4.018032e-05,4.016875e-05,4.008770e-05,4.014559e-05,4.012244e-05,4.008770e-05,4.004139e-05,4.002981e-05,4.000666e-05,3.996035e-05,3.989088e-05,3.989088e-05,3.985615e-05,3.984457e-05,3.985615e-05,3.987930e-05,3.990246e-05,3.992561e-05,3.996035e-05,3.999508e-05,3.999508e-05,4.000666e-05,4.004139e-05,4.000666e-05,4.004139e-05,4.002981e-05,3.998350e-05,4.000666e-05,3.997193e-05,3.998350e-05,3.997193e-05,3.992561e-05,3.991404e-05,3.989088e-05,3.986773e-05,3.982142e-05,3.982142e-05,3.979826e-05,3.978668e-05,3.975195e-05,3.975195e-05,3.976353e-05,3.976353e-05,3.977510e-05,3.978668e-05,3.980984e-05
1.582278e-04,1.194206e-03,4.251863e-04,2.766987e-04,2.032500e-04,1.640094e-04,1.344323e-04,1.150435e-04,1.009033e-04,8.750407e-05,7.754727e-05,7.106377e-05,6.644814e-05,6.092173e-05,5.888406e-05,5.612085e-05,5.553425e-05,5.426843e-05,5.321872e-05,5.329590e-05,5.358920e-05,5.357376e-05,5.304891e-05,5.334221e-05,5.337308e-05,5.388250e-05,5.445367e-05,5.500940e-05,5.496309e-05,5.483959e-05,5.454629e-05,5.440736e-05,5.425299e-05,5.394425e-05,5.343483e-05,5.321872e-05,5.309522e-05,5.303347e-05,5.309522e-05,5.317241e-05,5.323415e-05,5.324959e-05,5.312609e-05,5.320328e-05,5.318784e-05,5.300260e-05,5.304891e-05,5.326503e-05,5.304891e-05,5.323415e-05,5.306435e-05,5.318784e-05,5.301804e-05,5.309522e-05,5.306435e-05,5.303347e-05,5.304891e-05,5.301804e-05,5.301804e-05,5.311066e-05,5.311066e-05,5.314153e-05,5.317241e-05,5.318784e-05,5.301804e-05,5.298716e-05,5.320328e-05,5.297173e-05,5.318784e-05,5.315697e-05,5.314153e-05,5.298716e-05,5.297173e-05,5.301804e-05,5.295629e-05,5.295629e-05,5.295629e-05,5.297173e-05,5.298716e-05,5.298716e-05,5.301804e-05,5.300260e-05,5.303347e-05,5.304891e-05,5.304891e-05,5.295629e-05,5.306435e-05,5.304891e-05,5.304891e-05,5.303347e-05,5.301804e-05,5.290998e-05
2.373418e-04,1.199829e-03,4.205591e-04,2.751203e-04,2.045428e-04,1.608718e-04,1.315571e-04,1.098837e-04,9.747245e-05,8.920599e-05,8.427390e-05,8.144895e-05,8.063851e-05,7.917972e-05,8.024487e-05,7.975861e-05,8.019856e-05,8.165735e-05,8.144895e-05,8.188890e-05,8.161104e-05,8.184259e-05,8.089322e-05,8.031434e-05,8.008278e-05,7.948074e-05,7.917972e-05,7.934181e-05,7.959652e-05,7.973545e-05,7.971230e-05,7.966599e-05,7.985123e-05,7.968914e-05,7.985123e-05,7.999016e-05,7.989754e-05,7.950390e-05,7.924919e-05,7.917972e-05,7.924919e-05,7.938812e-05,7.948074e-05,7.966599e-05,7.955021e-05,7.957336e-05,7.959652e-05,7.955021e-05,7.950390e-05,7.936497e-05,7.931866e-05,7.922603e-05,7.922603e-05,7.922603e-05,7.922603e-05,7.936497e-05,7.941128e-05,7.945759e-05,7.955021e-05,7.957336e-05,7.955021e-05,7.948074e-05,7.938812e-05,7.931866e-05,7.922603e-05,7.920288e-05,7.920288e-05,7.924919e-05,7.927235e-05,7.938812e-05,7.943443e-05,7.945759e-05,7.955021e-05,7.943443e-05,7.936497e-05,7.931866e-05,7.924919e-05,7.927235e-05,7.922603e-05,7.920288e-05,7.920288e-05,7.927235e-05,7.929550e-05,7.931866e-05,7.934181e-05,7.952705e-05,7.934181e-05,7.945759e-05,7.941128e-05,7.931866e-05,7.920288e-05,7.917972e-05
3.164557e-04,1.177820e-03,4.259813e-04,2.726929e-04,1.989662e-04,1.550019e-04,1.302720e-04,1.151747e-04,1.103275e-04,1.064066e-04,1.056656e-04,1.067462e-04,1.073945e-04,1.083516e-04,1.094322e-04,1.092161e-04,1.077341e-04,1.077650e-04,1.063448e-04,1.063139e-04,1.056347e-04,1.059126e-04,1.062213e-04,1.063448e-04,1.065609e-04,1.069005e-04,1.067462e-04,1.060978e-04,1.061596e-04,1.059435e-04,1.056347e-04,1.056347e-04,1.058817e-04,1.061596e-04,1.061596e-04,1.061287e-04,1.060978e-04,1.060361e-04,1.060052e-04,1.058200e-04,1.056347e-04,1.056347e-04,1.058200e-04,1.060052e-04,1.061287e-04,1.060052e-04,1.059743e-04,1.058508e-04,1.057891e-04,1.056347e-04,1.056038e-04,1.056347e-04,1.056347e-04,1.057891e-04,1.058200e-04,1.059126e-04,1.059435e-04,1.058817e-04,1.057582e-04,1.056656e-04,1.056038e-04,1.056347e-04,1.056656e-04,1.057891e-04,1.058200e-04,1.058508e-04,1.058817e-04,1.057891e-04,1.057273e-04,1.056038e-04,1.056347e-04,1.056038e-04,1.056656e-04,1.056965e-04,1.057891e-04,1.058508e-04,1.058508e-04,1.057891e-04,1.056965e-04,1.056347e-04,1.056038e-04,1.056038e-04,1.056347e-04,1.057273e-04,1.057582e-04,1.058200e-04,1.058200e-04,1.057582e-04,1.056656e-04,1.056038e-04,1.056347e-04,1.056347e-04
