3.823041e+08,5.304013e+08,6.620591e+08,7.430638e+08,8.171143e+08,8.838573e+08,9.789574e+08,1.005465e+09,1.146623e+09,1.114455e+09,1.138086e+09,1.212924e+09,1.330156e+09,1.381118e+09,1.349670e+09,1.334623e+09,1.336880e+09,1.352011e+09,1.379843e+09,1.420656e+09,1.471996e+09,1.533114e+09,1.606481e+09,1.689130e+09,1.782273e+09,1.878273e+09,1.985971e+09
3.812572e+08,5.288059e+08,6.601891e+08,7.411276e+08,8.145917e+08,8.816772e+08,9.765847e+08,1.003097e+09,1.143382e+09,1.111526e+09,1.136733e+09,1.210176e+09,1.325852e+09,1.376952e+09,1.345061e+09,1.331206e+09,1.331879e+09,1.347488e+09,1.377350e+09,1.417309e+09,1.471036e+09,1.532541e+09,1.605960e+09,1.685498e+09,1.776532e+09,1.872189e+09,1.980388e+09
3.775152e+08,5.236525e+08,6.537912e+08,7.338956e+08,8.060795e+08,8.730506e+08,9.667513e+08,9.932349e+08,1.132383e+09,1.100456e+09,1.124484e+09,1.198228e+09,1.312966e+09,1.363686e+09,1.331788e+09,1.317292e+09,1.318389e+09,1.333790e+09,1.361844e+09,1.402526e+09,1.453318e+09,1.515182e+09,1.587160e+09,1.668780e+09,1.757119e+09,1.853986e+09,1.961335e+09
3.783818e+08,5.248618e+08,6.552812e+08,7.355859e+08,8.082915e+08,8.751134e+08,9.690482e+08,9.955927e+08,1.134897e+09,1.102986e+09,1.128067e+09,1.201102e+09,1.316015e+09,1.366888e+09,1.334851e+09,1.320654e+09,1.322306e+09,1.338020e+09,1.367082e+09,1.405863e+09,1.457691e+09,1.520697e+09,1.592558e+09,1.672829e+09,1.762335e+09,1.858282e+09,1.965661e+09
3.781565e+08,5.247449e+08,6.549072e+08,7.349727e+08,8.080640e+08,8.741469e+08,9.682031e+08,9.943384e+08,1.134301e+09,1.101652e+09,1.125500e+09,1.199393e+09,1.316111e+09,1.365811e+09,1.333508e+09,1.317677e+09,1.318118e+09,1.333491e+09,1.361935e+09,1.402874e+09,1.454320e+09,1.515972e+09,1.588486e+09,1.670184e+09,1.762199e+09,1.858482e+09,1.964602e+09
3.780699e+08,5.243548e+08,6.547599e+08,7.348766e+08,8.074401e+08,8.741233e+08,9.685025e+08,9.943887e+08,1.133992e+09,1.102371e+09,1.127697e+09,1.199548e+09,1.314509e+09,1.365557e+09,1.333404e+09,1.318797e+09,1.320200e+09,1.335712e+09,1.364649e+09,1.405633e+09,1.458582e+09,1.520558e+09,1.591590e+09,1.670510e+09,1.760340e+09,1.856135e+09,1.964096e+09
3.780820e+08,5.247079e+08,6.547678e+08,7.351362e+08,8.078086e+08,8.747374e+08,9.685413e+08,9.952640e+08,1.134042e+09,1.102645e+09,1.127222e+09,1.200820e+09,1.316250e+09,1.365790e+09,1.333794e+09,1.319265e+09,1.320921e+09,1.337062e+09,1.365331e+09,1.406318e+09,1.458562e+09,1.519554e+09,1.591539e+09,1.672572e+09,1.761551e+09,1.858663e+09,1.964198e+09
3.800498e+08,5.274816e+08,6.582010e+08,7.390064e+08,8.120013e+08,8.793417e+08,9.734497e+08,1.000479e+09,1.139951e+09,1.108089e+09,1.133465e+09,1.207160e+09,1.323208e+09,1.372683e+09,1.340574e+09,1.326362e+09,1.327690e+09,1.343226e+09,1.371778e+09,1.412735e+09,1.465087e+09,1.528164e+09,1.600501e+09,1.681374e+09,1.770657e+09,1.868518e+09,1.974414e+09
3.797656e+08,5.266961e+08,6.576443e+08,7.378571e+08,8.106246e+08,8.773366e+08,9.726747e+08,9.978663e+08,1.138987e+09,1.106884e+09,1.131642e+09,1.203501e+09,1.320429e+09,1.371554e+09,1.339339e+09,1.324680e+09,1.326580e+09,1.342208e+09,1.370892e+09,1.410762e+09,1.464228e+09,1.525224e+09,1.596471e+09,1.675671e+09,1.766886e+09,1.864501e+09,1.972765e+09
3.786142e+08,5.252750e+08,6.556927e+08,7.357189e+08,8.083916e+08,8.748701e+08,9.696425e+08,9.950846e+08,1.135632e+09,1.103199e+09,1.127645e+09,1.200200e+09,1.317263e+09,1.367599e+09,1.335644e+09,1.321089e+09,1.322306e+09,1.336576e+09,1.365195e+09,1.405285e+09,1.458525e+09,1.519398e+09,1.591927e+09,1.671142e+09,1.762149e+09,1.860077e+09,1.966959e+09
