1.126641e+09,1.593271e+09,1.791361e+09,2.253178e+09,2.143559e+09,2.307114e+09,2.666501e+09,3.186442e+09
1.120335e+09,1.584359e+09,1.778545e+09,2.240593e+09,2.128800e+09,2.286286e+09,2.647743e+09,3.168677e+09
1.120964e+09,1.585265e+09,1.779818e+09,2.241837e+09,2.130657e+09,2.288355e+09,2.648137e+09,3.170436e+09
1.114139e+09,1.575606e+09,1.769142e+09,2.228180e+09,2.119647e+09,2.274905e+09,2.631874e+09,3.151091e+09
1.121155e+09,1.585509e+09,1.779433e+09,2.242216e+09,2.132235e+09,2.286806e+09,2.647060e+09,3.170959e+09
1.118698e+09,1.582022e+09,1.775786e+09,2.237292e+09,2.126188e+09,2.282522e+09,2.643129e+09,3.163999e+09
1.109410e+09,1.568873e+09,1.760779e+09,2.218707e+09,2.107428e+09,2.262890e+09,2.621821e+09,3.137711e+09
1.132779e+09,1.601951e+09,1.798297e+09,2.265483e+09,2.152711e+09,2.311705e+09,2.675647e+09,3.203854e+09
1.118867e+09,1.582293e+09,1.775792e+09,2.237689e+09,2.126366e+09,2.282083e+09,2.640747e+09,3.164566e+09
1.122327e+09,1.587106e+09,1.781159e+09,2.244489e+09,2.130499e+09,2.288911e+09,2.651096e+09,3.174157e+09
