1.690224e+09,2.390281e+09,2.927456e+09,3.380321e+09,3.401315e+09,4.139928e+09,3.938480e+09,3.979935e+09,4.222370e+09,4.631983e+09,5.179510e+09,5.854733e+09
1.681819e+09,2.378386e+09,2.912852e+09,3.363459e+09,3.382284e+09,4.119335e+09,3.916544e+09,3.956150e+09,4.195225e+09,4.604999e+09,5.151675e+09,5.825581e+09
1.689142e+09,2.388768e+09,2.925565e+09,3.378132e+09,3.398742e+09,4.137348e+09,3.935573e+09,3.979409e+09,4.223109e+09,4.628268e+09,5.172638e+09,5.851088e+09
1.691709e+09,2.392396e+09,2.929995e+09,3.383249e+09,3.407608e+09,4.143582e+09,3.939431e+09,3.983142e+09,4.229327e+09,4.642233e+09,5.190954e+09,5.859869e+09
1.678748e+09,2.374028e+09,2.907568e+09,3.357367e+09,3.378054e+09,4.111917e+09,3.910654e+09,3.956639e+09,4.193710e+09,4.600228e+09,5.143691e+09,5.815123e+09
1.690202e+09,2.390235e+09,2.927405e+09,3.380265e+09,3.405087e+09,4.139928e+09,3.942849e+09,3.990165e+09,4.229846e+09,4.639134e+09,5.190982e+09,5.854702e+09
1.681753e+09,2.378252e+09,2.912705e+09,3.363325e+09,3.385172e+09,4.119169e+09,3.917938e+09,3.960854e+09,4.206664e+09,4.610525e+09,5.151587e+09,5.825384e+09
1.679840e+09,2.375606e+09,2.909462e+09,3.359565e+09,3.381463e+09,4.114573e+09,3.914514e+09,3.959336e+09,4.201944e+09,4.605485e+09,5.149934e+09,5.818856e+09
1.679341e+09,2.374868e+09,2.908618e+09,3.358542e+09,3.378774e+09,4.113322e+09,3.913964e+09,3.956898e+09,4.195983e+09,4.600933e+09,5.145023e+09,5.817090e+09
1.683690e+09,2.381044e+09,2.916109e+09,3.367247e+09,3.392001e+09,4.123961e+09,3.925579e+09,3.968294e+09,4.213088e+09,4.621338e+09,5.161655e+09,5.832146e+09
