1.549663e+09,2.093231e+09,2.522114e+09,2.888506e+09,3.216459e+09,3.508179e+09,3.460460e+09,3.637958e+09,3.994537e+09,4.504801e+09,5.139472e+09
1.539885e+09,2.078438e+09,2.505327e+09,2.868676e+09,3.192026e+09,3.487885e+09,3.439363e+09,3.609698e+09,3.965975e+09,4.469769e+09,5.106666e+09
1.547092e+09,2.088222e+09,2.517265e+09,2.882281e+09,3.207165e+09,3.501923e+09,3.454401e+09,3.626825e+09,3.985059e+09,4.491025e+09,5.130922e+09
1.551437e+09,2.094601e+09,2.523217e+09,2.889334e+09,3.217440e+09,3.511421e+09,3.460775e+09,3.633273e+09,3.991904e+09,4.505619e+09,5.145264e+09
1.547545e+09,2.087635e+09,2.517154e+09,2.883577e+09,3.205106e+09,3.502754e+09,3.454272e+09,3.629542e+09,3.982916e+09,4.487573e+09,5.132428e+09
1.546040e+09,2.087468e+09,2.517501e+09,2.882541e+09,3.206666e+09,3.501152e+09,3.457332e+09,3.632361e+09,3.990552e+09,4.490662e+09,5.127251e+09
1.539124e+09,2.076723e+09,2.504064e+09,2.868895e+09,3.188758e+09,3.485020e+09,3.438296e+09,3.613381e+09,3.963796e+09,4.464901e+09,5.104395e+09
1.548072e+09,2.089719e+09,2.520795e+09,2.886356e+09,3.209729e+09,3.505121e+09,3.462248e+09,3.637257e+09,3.995596e+09,4.494728e+09,5.134034e+09
1.546805e+09,2.089020e+09,2.517419e+09,2.882779e+09,3.209634e+09,3.501169e+09,3.455960e+09,3.630160e+09,3.987212e+09,4.495109e+09,5.129665e+09
1.533371e+09,2.069225e+09,2.494240e+09,2.857419e+09,3.177568e+09,3.472236e+09,3.424849e+09,3.597371e+09,3.947183e+09,4.449354e+09,5.085259e+09
