5.990472e+02,8.175700e+02,9.888068e+02,1.135001e+03,1.204207e+03,1.380859e+03,1.477597e+03,1.435118e+03,1.470185e+03,1.559569e+03,1.727877e+03,1.940718e+03,2.160895e+03
6.117720e+02,8.301829e+02,9.998630e+02,1.148739e+03,1.233522e+03,1.394246e+03,1.510212e+03,1.474223e+03,1.511262e+03,1.606624e+03,1.755797e+03,1.958542e+03,2.199658e+03
6.187207e+02,8.459026e+02,1.023906e+03,1.176470e+03,1.255224e+03,1.430188e+03,1.528763e+03,1.498159e+03,1.534306e+03,1.640853e+03,1.817757e+03,2.011178e+03,2.229834e+03
6.124884e+02,8.264495e+02,9.943841e+02,1.138852e+03,1.230703e+03,1.383966e+03,1.509317e+03,1.475939e+03,1.511283e+03,1.595211e+03,1.752202e+03,1.940671e+03,2.206435e+03
6.138524e+02,8.379293e+02,1.013424e+03,1.163599e+03,1.250901e+03,1.416040e+03,1.518110e+03,1.489667e+03,1.530970e+03,1.636154e+03,1.799483e+03,1.990457e+03,2.217894e+03
6.165860e+02,8.348602e+02,1.006928e+03,1.154739e+03,1.241075e+03,1.401970e+03,1.520214e+03,1.492952e+03,1.536029e+03,1.612396e+03,1.770105e+03,1.968139e+03,2.219811e+03
5.960244e+02,8.127628e+02,9.832486e+02,1.128636e+03,1.217674e+03,1.373303e+03,1.473943e+03,1.445118e+03,1.480613e+03,1.598135e+03,1.748994e+03,1.928895e+03,2.148340e+03
6.174737e+02,8.357393e+02,1.010970e+03,1.157806e+03,1.248804e+03,1.408313e+03,1.519670e+03,1.487936e+03,1.533177e+03,1.625239e+03,1.767026e+03,1.976930e+03,2.223548e+03
6.336459e+02,8.633368e+02,1.044189e+03,1.198395e+03,1.292738e+03,1.456457e+03,1.564813e+03,1.531011e+03,1.582334e+03,1.697359e+03,1.860100e+03,2.047488e+03,2.282816e+03
6.121257e+02,8.256176e+02,9.933162e+02,1.137403e+03,1.230234e+03,1.381786e+03,1.510194e+03,1.476605e+03,1.513939e+03,1.592051e+03,1.750376e+03,1.938049e+03,2.208406e+03
