2.470746e-07,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06
4.941493e-07,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.582928e-06,8.434956e-06,7.585017e-06,6.804597e-06,6.326500e-06
9.882985e-07,1.976597e-05,1.976597e-05,1.976597e-05,1.976597e-05,1.745113e-05,1.364005e-05,1.264567e-05,1.093287e-05,9.535465e-06,8.571751e-06,7.645737e-06,6.800523e-06,6.277254e-06
1.976597e-06,3.953194e-05,3.953194e-05,2.683290e-05,2.021948e-05,1.765279e-05,1.342402e-05,1.259462e-05,1.113020e-05,9.697209e-06,8.438933e-06,7.438869e-06,6.827183e-06,6.294947e-06
3.953194e-06,7.906388e-05,4.496991e-05,2.657536e-05,2.023173e-05,1.673169e-05,1.384566e-05,1.208543e-05,1.096310e-05,1.000045e-05,8.598508e-06,7.348524e-06,6.747251e-06,6.150221e-06
7.906388e-06,1.127473e-04,4.456553e-05,2.679347e-05,2.063264e-05,1.741917e-05,1.360866e-05,1.212920e-05,1.136016e-05,9.962459e-06,8.509994e-06,7.455550e-06,6.726617e-06,6.205951e-06
1.185958e-05,1.293143e-04,3.964755e-05,2.686115e-05,2.075085e-05,1.773214e-05,1.376698e-05,1.270714e-05,1.147143e-05,9.503309e-06,8.310406e-06,7.428745e-06,6.552869e-06,5.977823e-06
1.581278e-05,1.106396e-04,4.567744e-05,2.826637e-05,2.013627e-05,1.771575e-05,1.362139e-05,1.206634e-05,1.110368e-05,9.349616e-06,8.039852e-06,6.961496e-06,6.595872e-06,5.969531e-06
2.371917e-05,1.138812e-04,3.994664e-05,2.797133e-05,2.063572e-05,1.742611e-05,1.308954e-05,1.182374e-05,1.058109e-05,9.463391e-06,8.646525e-06,8.280901e-06,7.977758e-06,7.919906e-06
3.162555e-05,1.122741e-04,3.971099e-05,2.674603e-05,2.026354e-05,1.594086e-05,1.298194e-05,1.227229e-05,1.183107e-05,1.139603e-05,1.111217e-05,1.082522e-05,1.073574e-05,1.090544e-05
3.953194e-05,1.129016e-04,4.476377e-05,2.647490e-05,1.941698e-05,1.621199e-05,1.414090e-05,1.348910e-05,1.357395e-05,1.399048e-05,1.377450e-05,1.370894e-05,1.361638e-05,1.337726e-05
