6.997072e+08,8.893407e+08,1.049189e+09,1.186879e+09,1.564477e+09
6.982275e+08,8.881731e+08,1.048424e+09,1.185886e+09,1.561237e+09
6.981345e+08,8.881361e+08,1.046954e+09,1.185881e+09,1.561042e+09
7.031478e+08,8.967284e+08,1.056765e+09,1.199101e+09,1.572223e+09
7.078039e+08,8.979561e+08,1.060781e+09,1.197041e+09,1.582581e+09
7.048362e+08,8.953095e+08,1.057713e+09,1.194404e+09,1.575984e+09
7.050495e+08,8.974509e+08,1.056991e+09,1.198675e+09,1.576455e+09
7.035072e+08,8.968141e+08,1.057736e+09,1.198944e+09,1.573022e+09
7.027303e+08,8.944035e+08,1.054538e+09,1.194586e+09,1.571294e+09
7.032864e+08,8.938722e+08,1.055667e+09,1.192927e+09,1.572463e+09
