2.500000e-09,2.985983e-09,1.258906e-09,1.107442e-09,1.025246e-09,9.867097e-10,9.535389e-10,9.035388e-10,8.630509e-10,8.669533e-10,8.850022e-10,8.481728e-10,8.518313e-10,8.752460e-10,8.769534e-10,8.713436e-10,8.803680e-10,8.825631e-10,8.647582e-10,8.410996e-10,8.510996e-10,8.501240e-10,8.454899e-10
1.875000e-09,2.886318e-09,1.210155e-09,8.801546e-10,7.896056e-10,7.222883e-10,7.307030e-10,7.285079e-10,6.533248e-10,6.615565e-10,6.430808e-10,6.533248e-10,6.524101e-10,6.599101e-10,6.443613e-10,6.496662e-10,6.540565e-10,6.317393e-10,6.527760e-10,6.494833e-10,6.324711e-10,6.332028e-10,6.332028e-10
1.250000e-09,2.868970e-09,1.046771e-09,7.615262e-10,6.154283e-10,5.645745e-10,5.153061e-10,5.073793e-10,5.046964e-10,4.879890e-10,4.592084e-10,4.316474e-10,4.295742e-10,4.322572e-10,4.454279e-10,4.448182e-10,4.468913e-10,4.299401e-10,4.289645e-10,4.296962e-10,4.314035e-10,4.234766e-10,4.234766e-10
6.250000e-10,2.853208e-09,1.035338e-09,7.221664e-10,5.635075e-10,4.530194e-10,3.975315e-10,3.198483e-10,3.118605e-10,3.071044e-10,2.807629e-10,2.685068e-10,2.638116e-10,2.472262e-10,2.383847e-10,2.277749e-10,2.222871e-10,2.207627e-10,2.226530e-10,2.266774e-10,2.300310e-10,2.281408e-10,2.230798e-10
3.125000e-10,2.855388e-09,1.151024e-09,7.347426e-10,5.725471e-10,4.743152e-10,4.172114e-10,3.232173e-10,3.117843e-10,2.965708e-10,2.346500e-10,1.935828e-10,2.102597e-10,2.232475e-10,2.256865e-10,2.135219e-10,1.951377e-10,1.677596e-10,1.501985e-10,1.360217e-10,1.233387e-10,1.171192e-10,1.124850e-10
1.562500e-10,2.836082e-09,1.044721e-09,7.270978e-10,5.948414e-10,4.758320e-10,4.074019e-10,3.211974e-10,3.208926e-10,2.895967e-10,2.356637e-10,1.943526e-10,2.139411e-10,2.263496e-10,2.310905e-10,2.197490e-10,1.968983e-10,1.773404e-10,1.560141e-10,1.382702e-10,1.243524e-10,1.113646e-10,1.013341e-10
7.812500e-11,1.562500e-09,1.042247e-09,7.627801e-10,5.934732e-10,4.685111e-10,4.123448e-10,3.154085e-10,3.210640e-10,2.962088e-10,2.423748e-10,1.941430e-10,2.136629e-10,2.282742e-10,2.301339e-10,2.176720e-10,1.994174e-10,1.787466e-10,1.574661e-10,1.405529e-10,1.266428e-10,1.134340e-10,1.038227e-10
3.906250e-11,4.688750e-10,7.812500e-10,7.267567e-10,5.793326e-10,4.739703e-10,4.165044e-10,3.212527e-10,3.175637e-10,2.933906e-10,2.380055e-10,1.974719e-10,2.155474e-10,2.304445e-10,2.297929e-10,2.181503e-10,2.001815e-10,1.756540e-10,1.555739e-10,1.407683e-10,1.272697e-10,1.136112e-10,1.038398e-10
1.953125e-11,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.169549e-10,3.183192e-10,2.922844e-10,2.367298e-10,1.930616e-10,2.155331e-10,2.284200e-10,2.309924e-10,2.167831e-10,1.969222e-10,1.793650e-10,1.557597e-10,1.399232e-10,1.254452e-10,1.142105e-10,1.037417e-10
9.765625e-12,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.950981e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.778753e-10,1.576905e-10,1.409164e-10,1.260459e-10,1.142938e-10,1.032124e-10
3.125000e-09,2.716622e-09,1.458388e-09,1.313265e-09,1.212046e-09,1.211131e-09,1.171192e-09,1.094972e-09,1.078204e-09,1.116923e-09,1.093753e-09,1.082472e-09,1.083082e-09,1.094667e-09,1.074545e-09,1.079423e-09,1.061436e-09,1.073631e-09,1.065704e-09,1.072411e-09,1.058692e-09,1.053204e-09,1.064179e-09
3.750000e-09,2.535189e-09,1.613236e-09,1.492504e-09,1.433235e-09,1.420064e-09,1.261649e-09,1.312503e-09,1.350552e-09,1.305552e-09,1.266771e-09,1.263479e-09,1.233113e-09,1.319089e-09,1.233844e-09,1.328967e-09,1.232747e-09,1.231649e-09,1.228357e-09,1.305918e-09,1.234576e-09,1.309576e-09,1.236405e-09
