2.470746e-07,2.275587e-06,4.941493e-06,4.941493e-06,4.941493e-06
4.941493e-07,9.632439e-06,9.882985e-06,9.882985e-06,9.882985e-06
9.882985e-07,7.933550e-06,1.976597e-05,1.976597e-05,1.976597e-05
1.976597e-06,3.056019e-06,3.953194e-05,2.586601e-05,2.062309e-05
3.953194e-06,7.906388e-05,4.103483e-05,2.611101e-05,2.061895e-05
7.906388e-06,1.222057e-04,4.117464e-05,2.598971e-05,2.015980e-05
1.185958e-05,1.221106e-04,4.125236e-05,2.607090e-05,2.019200e-05
1.581278e-05,1.206919e-04,4.150903e-05,2.558976e-05,2.037385e-05
2.371917e-05,1.208350e-04,4.208253e-05,2.542354e-05,2.033258e-05
3.162555e-05,1.193181e-04,3.998251e-05,2.634184e-05,1.990255e-05
3.953194e-05,1.207386e-04,4.037089e-05,2.652118e-05,1.908530e-05
