2.470746e-07,2.362220e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.753089e-06,4.541737e-06
4.941493e-07,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,8.980932e-06,8.807569e-06,8.142081e-06,7.476063e-06,6.678866e-06,6.067710e-06,5.545646e-06,5.122171e-06,4.755969e-06,4.508798e-06
9.882985e-07,1.162579e-06,1.976597e-05,1.976597e-05,1.976597e-05,1.672374e-05,1.356484e-05,1.231572e-05,1.040122e-05,9.106494e-06,8.768351e-06,8.168332e-06,7.395528e-06,6.632174e-06,6.033601e-06,5.574355e-06,5.132849e-06,4.819582e-06,4.515378e-06
1.976597e-06,5.466124e-06,3.953194e-05,2.727142e-05,2.087089e-05,1.690400e-05,1.340936e-05,1.236533e-05,1.036308e-05,9.030178e-06,8.816127e-06,8.120748e-06,7.349777e-06,6.592112e-06,5.976569e-06,5.429292e-06,5.062897e-06,4.880664e-06,4.465867e-06
3.953194e-06,7.906388e-05,4.103368e-05,2.728887e-05,2.081680e-05,1.699357e-05,1.352632e-05,1.224625e-05,1.034679e-05,9.126116e-06,8.843028e-06,8.161534e-06,7.402904e-06,6.651989e-06,6.047630e-06,5.499581e-06,5.137044e-06,4.808060e-06,4.495275e-06
7.906388e-06,1.218377e-04,4.092164e-05,2.709198e-05,2.067429e-05,1.674654e-05,1.355004e-05,1.228116e-05,1.030108e-05,9.043773e-06,8.749115e-06,8.122002e-06,7.398469e-06,6.672622e-06,6.000771e-06,5.436909e-06,5.011120e-06,4.656296e-06,4.379378e-06
1.185958e-05,1.219243e-04,4.130442e-05,2.745355e-05,2.066060e-05,1.675676e-05,1.344533e-05,1.227094e-05,1.035257e-05,8.878510e-06,8.736195e-06,8.017676e-06,7.164941e-06,6.462620e-06,5.766085e-06,5.292858e-06,4.893681e-06,4.605579e-06,4.440123e-06
1.581278e-05,1.224290e-04,4.103078e-05,2.739937e-05,2.086597e-05,1.682252e-05,1.350260e-05,1.218975e-05,1.004692e-05,8.741787e-06,8.479526e-06,7.737480e-06,7.111139e-06,6.581988e-06,6.015812e-06,5.653274e-06,5.489747e-06,5.384842e-06,5.307706e-06
2.371917e-05,1.219735e-04,4.072648e-05,2.707115e-05,2.065192e-05,1.661850e-05,1.318210e-05,1.183531e-05,9.831329e-06,8.873303e-06,8.827022e-06,8.750658e-06,8.547020e-06,8.412803e-06,8.213793e-06,8.114288e-06,8.095776e-06,8.135115e-06,8.155942e-06
3.162555e-05,1.216106e-04,4.115806e-05,2.692190e-05,2.024503e-05,1.577116e-05,1.283384e-05,1.224452e-05,1.108748e-05,1.063393e-05,1.068946e-05,1.094247e-05,1.107823e-05,1.113994e-05,1.124484e-05,1.113376e-05,1.091470e-05,1.067712e-05,1.062467e-05
3.953194e-05,1.212091e-04,4.149321e-05,2.652503e-05,2.011506e-05,1.683293e-05,1.397891e-05,1.389021e-05,1.337726e-05,1.325384e-05,1.332326e-05,1.339268e-05,1.368580e-05,1.370123e-05,1.360095e-05,1.351224e-05,1.327698e-05,1.324227e-05,1.326927e-05
