2.028827e+06,2.816927e+06,3.496344e+06,3.950617e+06,4.509344e+06,4.778071e+06,5.136778e+06,5.472883e+06,6.047422e+06,6.034945e+06,6.520168e+06,6.637658e+06,6.788120e+06,7.155164e+06,7.805832e+06,7.630825e+06,7.606031e+06,7.708080e+06,7.959671e+06,8.291034e+06,8.720783e+06,9.207107e+06,9.463361e+06,9.301678e+06,9.190393e+06,9.112938e+06,9.095169e+06,9.086281e+06,9.133399e+06,9.198859e+06,9.328825e+06,9.469066e+06,9.664207e+06,9.842938e+06,1.009721e+07,1.030394e+07,1.061250e+07,1.091546e+07,1.128095e+07,1.155455e+07,1.195004e+07,1.227124e+07,1.269485e+07,1.301122e+07,1.351864e+07
2.042918e+06,2.843778e+06,3.524413e+06,3.991450e+06,4.545374e+06,4.807696e+06,5.168449e+06,5.501375e+06,6.095277e+06,6.058733e+06,6.588145e+06,6.675338e+06,6.803035e+06,7.193012e+06,7.868821e+06,7.680704e+06,7.635616e+06,7.727123e+06,7.959270e+06,8.306676e+06,8.759254e+06,9.302355e+06,9.534442e+06,9.370436e+06,9.253183e+06,9.170836e+06,9.148047e+06,9.157452e+06,9.213342e+06,9.260615e+06,9.379531e+06,9.496632e+06,9.667143e+06,9.839018e+06,1.008683e+07,1.029778e+07,1.061484e+07,1.088693e+07,1.126082e+07,1.156416e+07,1.197696e+07,1.232273e+07,1.276644e+07,1.314793e+07,1.362525e+07
2.025104e+06,2.816970e+06,3.496988e+06,3.954409e+06,4.511384e+06,4.757140e+06,5.111198e+06,5.443649e+06,6.050917e+06,5.989052e+06,6.525984e+06,6.609353e+06,6.710884e+06,7.104320e+06,7.811048e+06,7.604930e+06,7.544939e+06,7.630381e+06,7.844101e+06,8.191215e+06,8.648245e+06,9.214145e+06,9.457711e+06,9.282003e+06,9.153917e+06,9.061250e+06,9.024204e+06,9.015465e+06,9.050547e+06,9.106219e+06,9.226634e+06,9.341836e+06,9.512598e+06,9.670917e+06,9.901780e+06,1.013602e+07,1.042596e+07,1.070220e+07,1.106353e+07,1.138937e+07,1.178432e+07,1.216083e+07,1.259652e+07,1.302190e+07,1.352035e+07
1.975140e+06,2.738340e+06,3.401932e+06,3.839412e+06,4.386026e+06,4.625750e+06,4.970449e+06,5.309327e+06,5.883346e+06,5.846576e+06,6.330424e+06,6.445293e+06,6.556923e+06,6.908001e+06,7.594229e+06,7.412954e+06,7.381165e+06,7.469532e+06,7.677350e+06,8.017008e+06,8.409928e+06,8.939002e+06,9.201681e+06,9.039119e+06,8.927661e+06,8.847371e+06,8.829618e+06,8.823341e+06,8.876554e+06,8.931688e+06,9.046756e+06,9.164847e+06,9.365145e+06,9.528017e+06,9.760189e+06,9.963135e+06,1.025229e+07,1.049883e+07,1.084722e+07,1.116086e+07,1.151623e+07,1.182547e+07,1.229009e+07,1.263284e+07,1.315077e+07
1.977433e+06,2.745620e+06,3.407006e+06,3.853082e+06,4.394835e+06,4.640802e+06,4.985185e+06,5.317716e+06,5.893399e+06,5.857859e+06,6.356142e+06,6.468561e+06,6.586094e+06,6.934689e+06,7.607250e+06,7.428495e+06,7.405646e+06,7.509788e+06,7.720077e+06,8.031321e+06,8.446316e+06,8.976043e+06,9.220737e+06,9.062282e+06,8.947967e+06,8.876418e+06,8.857519e+06,8.852114e+06,8.914772e+06,8.970075e+06,9.091833e+06,9.194562e+06,9.383222e+06,9.574856e+06,9.815747e+06,1.003751e+07,1.030914e+07,1.056992e+07,1.091576e+07,1.117995e+07,1.155398e+07,1.187827e+07,1.234787e+07,1.268521e+07,1.317463e+07
1.991084e+06,2.763907e+06,3.429740e+06,3.879514e+06,4.425154e+06,4.689163e+06,5.040859e+06,5.368034e+06,5.936750e+06,5.916574e+06,6.403356e+06,6.513739e+06,6.640043e+06,7.024189e+06,7.662649e+06,7.485170e+06,7.459138e+06,7.561131e+06,7.778134e+06,8.126359e+06,8.561059e+06,9.042503e+06,9.287421e+06,9.127744e+06,9.019402e+06,8.944477e+06,8.928624e+06,8.931553e+06,8.985691e+06,9.041056e+06,9.171245e+06,9.270202e+06,9.485321e+06,9.643244e+06,9.889642e+06,1.010300e+07,1.041428e+07,1.065011e+07,1.101106e+07,1.132036e+07,1.172238e+07,1.204581e+07,1.243260e+07,1.277810e+07,1.326999e+07
2.010575e+06,2.792628e+06,3.467220e+06,3.917372e+06,4.472033e+06,4.720743e+06,5.071849e+06,5.410781e+06,5.997401e+06,5.958483e+06,6.463845e+06,6.576375e+06,6.699878e+06,7.053783e+06,7.741688e+06,7.560302e+06,7.537872e+06,7.627084e+06,7.860852e+06,8.168369e+06,8.591853e+06,9.128786e+06,9.386036e+06,9.228016e+06,9.112176e+06,9.037439e+06,9.006390e+06,8.999742e+06,9.055884e+06,9.099064e+06,9.233032e+06,9.354817e+06,9.555442e+06,9.743929e+06,9.969358e+06,1.018062e+07,1.047481e+07,1.076327e+07,1.109849e+07,1.136699e+07,1.175313e+07,1.208070e+07,1.253963e+07,1.289924e+07,1.340680e+07
2.056361e+06,2.855202e+06,3.545679e+06,4.005674e+06,4.571999e+06,4.832268e+06,5.192258e+06,5.535048e+06,6.133748e+06,6.096535e+06,6.608370e+06,6.713274e+06,6.845536e+06,7.227758e+06,7.912894e+06,7.725256e+06,7.692958e+06,7.774718e+06,8.023879e+06,8.361157e+06,8.805591e+06,9.332226e+06,9.589220e+06,9.423921e+06,9.314468e+06,9.240933e+06,9.225918e+06,9.209865e+06,9.255309e+06,9.315945e+06,9.437117e+06,9.554398e+06,9.737533e+06,9.931905e+06,1.016568e+07,1.036285e+07,1.069420e+07,1.098286e+07,1.133988e+07,1.164054e+07,1.207460e+07,1.238686e+07,1.281794e+07,1.318891e+07,1.370534e+07
1.977938e+06,2.743209e+06,3.403521e+06,3.848141e+06,4.389646e+06,4.640605e+06,4.987919e+06,5.330140e+06,5.886772e+06,5.878084e+06,6.344646e+06,6.468922e+06,6.610786e+06,6.940665e+06,7.596826e+06,7.430754e+06,7.408016e+06,7.521075e+06,7.743655e+06,8.078982e+06,8.452482e+06,8.958645e+06,9.209924e+06,9.060272e+06,8.955734e+06,8.888528e+06,8.867434e+06,8.862215e+06,8.922760e+06,8.986357e+06,9.135892e+06,9.238778e+06,9.419180e+06,9.596204e+06,9.851634e+06,1.006943e+07,1.036515e+07,1.061561e+07,1.098282e+07,1.125680e+07,1.161008e+07,1.188549e+07,1.230976e+07,1.265675e+07,1.315392e+07
2.018948e+06,2.805167e+06,3.479519e+06,3.936461e+06,4.487108e+06,4.740943e+06,5.092736e+06,5.418436e+06,6.017990e+06,5.961609e+06,6.496337e+06,6.591049e+06,6.702299e+06,7.084494e+06,7.766920e+06,7.574661e+06,7.535127e+06,7.634142e+06,7.836607e+06,8.160040e+06,8.630036e+06,9.173854e+06,9.413424e+06,9.248575e+06,9.138290e+06,9.062798e+06,9.037070e+06,9.013540e+06,9.048983e+06,9.125302e+06,9.233108e+06,9.341079e+06,9.521864e+06,9.705131e+06,9.942879e+06,1.017733e+07,1.043996e+07,1.070903e+07,1.108437e+07,1.134901e+07,1.176536e+07,1.213809e+07,1.261024e+07,1.296566e+07,1.345159e+07
