5.000000e-09,2.239005e-08,9.053437e-09,5.834892e-09,4.160742e-09,3.627570e-09,3.074398e-09,2.502201e-09,2.525128e-09,2.277810e-09,2.171957e-09,2.175371e-09,2.161225e-09,2.137810e-09,1.998785e-09,1.901712e-09,1.848053e-09,1.801712e-09,1.755858e-09,1.746102e-09,1.741712e-09,1.779273e-09,1.831468e-09,1.836346e-09,1.818785e-09,1.810004e-09,1.741224e-09,1.723663e-09,1.724638e-09
3.750000e-09,2.235170e-08,8.974595e-09,5.854222e-09,4.103242e-09,3.626167e-09,3.128971e-09,2.307993e-09,2.393969e-09,1.970310e-09,1.913602e-09,1.876285e-09,1.808236e-09,1.686407e-09,1.627138e-09,1.619089e-09,1.548845e-09,1.500187e-09,1.448967e-09,1.380552e-09,1.353845e-09,1.337747e-09,1.335918e-09,1.340674e-09,1.345796e-09,1.364089e-09,1.377991e-09,1.370308e-09,1.351650e-09
2.500000e-09,2.262481e-08,9.011607e-09,5.911356e-09,4.105986e-09,3.559155e-09,3.088178e-09,2.361835e-09,2.410860e-09,1.909883e-09,1.954517e-09,1.864517e-09,1.577443e-09,1.396223e-09,1.234759e-09,1.295003e-09,1.352808e-09,1.370857e-09,1.350125e-09,1.284515e-09,1.191344e-09,1.092564e-09,1.029637e-09,9.669536e-10,9.186608e-10,8.976851e-10,8.818314e-10,8.774412e-10,8.818314e-10
1.250000e-09,2.268414e-08,8.871912e-09,5.635806e-09,4.211901e-09,3.703850e-09,3.062142e-09,2.363725e-09,2.389457e-09,1.921895e-09,1.921407e-09,1.887749e-09,1.641406e-09,1.408601e-09,1.208235e-09,1.314211e-09,1.386772e-09,1.418601e-09,1.412991e-09,1.356528e-09,1.276162e-09,1.140674e-09,1.077625e-09,9.628682e-10,8.466484e-10,7.999410e-10,7.100627e-10,6.639650e-10,6.018917e-10
6.250000e-10,1.250000e-08,8.400234e-09,5.790715e-09,4.109980e-09,3.654125e-09,3.099733e-09,2.426073e-09,2.444549e-09,1.935889e-09,1.928328e-09,1.924669e-09,1.653754e-09,1.397839e-09,1.208204e-09,1.284363e-09,1.368144e-09,1.435278e-09,1.413936e-09,1.359119e-09,1.250521e-09,1.148997e-09,1.058996e-09,9.702158e-10,8.834473e-10,8.030203e-10,7.485079e-10,6.850931e-10,6.357637e-10
3.125000e-10,6.250000e-09,6.250000e-09,5.833017e-09,4.245483e-09,3.693866e-09,3.080602e-09,2.361667e-09,2.385113e-09,1.936697e-09,1.946758e-09,1.920172e-09,1.653342e-09,1.395567e-09,1.203677e-09,1.303342e-09,1.403921e-09,1.425598e-09,1.398921e-09,1.337092e-09,1.266909e-09,1.159774e-09,1.050018e-09,9.640725e-10,8.769076e-10,8.063282e-10,7.444683e-10,6.821815e-10,6.357485e-10
1.562500e-10,3.029299e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.125000e-09,3.111921e-09,2.347254e-09,2.443489e-09,1.934448e-09,1.923473e-09,1.916339e-09,1.667039e-09,1.395529e-09,1.198791e-09,1.295666e-09,1.375895e-09,1.409996e-09,1.399904e-09,1.331124e-09,1.241352e-09,1.171764e-09,1.044660e-09,9.615191e-10,8.802384e-10,8.161224e-10,7.484088e-10,6.920520e-10,6.332714e-10
7.812500e-11,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09,1.382416e-09,1.216912e-09,1.310457e-09,1.396166e-09,1.422896e-09,1.411067e-09,1.359931e-09,1.263711e-09,1.149305e-09,1.076211e-09,9.472698e-10,8.922697e-10,7.956003e-10,7.263166e-10,6.958134e-10,6.312325e-10
3.906250e-11,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.812500e-10,7.367949e-10,6.829799e-10,6.387192e-10
6.250000e-09,2.236682e-08,8.274106e-09,5.648489e-09,4.028363e-09,3.655802e-09,3.119215e-09,2.822263e-09,2.841165e-09,2.600921e-09,2.604580e-09,2.601531e-09,2.569823e-09,2.425921e-09,2.291774e-09,2.220432e-09,2.182627e-09,2.183237e-09,2.216774e-09,2.235066e-09,2.274701e-09,2.263725e-09,2.258847e-09,2.181408e-09,2.160066e-09,2.158237e-09,2.183847e-09,2.194822e-09,2.182627e-09
7.500000e-09,2.259554e-08,8.273801e-09,5.865014e-09,4.228913e-09,3.857205e-09,3.410130e-09,3.220618e-09,3.139398e-09,3.107203e-09,3.059642e-09,2.998178e-09,2.894275e-09,2.674031e-09,2.616958e-09,2.581104e-09,2.587689e-09,2.606714e-09,2.676226e-09,2.721592e-09,2.673299e-09,2.585494e-09,2.581104e-09,2.577445e-09,2.584762e-09,2.619884e-09,2.616226e-09,2.581104e-09,2.565006e-09
