8.176477e+02,1.155748e+03,1.365856e+03,1.556983e+03,1.723641e+03,1.869024e+03,2.064892e+03,2.144919e+03,2.180057e+03,2.388022e+03,2.712229e+03,2.612330e+03,2.564722e+03,2.563710e+03,2.592694e+03,2.676010e+03,2.777441e+03,2.928929e+03,3.137768e+03,3.342342e+03,3.558297e+03,3.835847e+03
8.411358e+02,1.189814e+03,1.413405e+03,1.608943e+03,1.780679e+03,1.939093e+03,2.141555e+03,2.224854e+03,2.275736e+03,2.472062e+03,2.791739e+03,2.693985e+03,2.657600e+03,2.661404e+03,2.711423e+03,2.813005e+03,2.927987e+03,3.077276e+03,3.239963e+03,3.461914e+03,3.693607e+03,3.948397e+03
8.367343e+02,1.184428e+03,1.409291e+03,1.597675e+03,1.769474e+03,1.922606e+03,2.135974e+03,2.203972e+03,2.251282e+03,2.454934e+03,2.777411e+03,2.682107e+03,2.638694e+03,2.640883e+03,2.695464e+03,2.768566e+03,2.881011e+03,3.035212e+03,3.223274e+03,3.437227e+03,3.682938e+03,3.927826e+03
7.776579e+02,1.100701e+03,1.312788e+03,1.491383e+03,1.651875e+03,1.793109e+03,1.990368e+03,2.049499e+03,2.103918e+03,2.295718e+03,2.581783e+03,2.494497e+03,2.447694e+03,2.452005e+03,2.494323e+03,2.576470e+03,2.691723e+03,2.845817e+03,3.012354e+03,3.218272e+03,3.435406e+03,3.651662e+03
8.154849e+02,1.152915e+03,1.371596e+03,1.555738e+03,1.724449e+03,1.879817e+03,2.077617e+03,2.149391e+03,2.206903e+03,2.391953e+03,2.699869e+03,2.606981e+03,2.573549e+03,2.579119e+03,2.618272e+03,2.713709e+03,2.834417e+03,2.987546e+03,3.158538e+03,3.350867e+03,3.583022e+03,3.818773e+03
8.085557e+02,1.145244e+03,1.365357e+03,1.549456e+03,1.714894e+03,1.862776e+03,2.070014e+03,2.134578e+03,2.184156e+03,2.379816e+03,2.685716e+03,2.588220e+03,2.544787e+03,2.547355e+03,2.594623e+03,2.686049e+03,2.808623e+03,2.949264e+03,3.120643e+03,3.334199e+03,3.571501e+03,3.798516e+03
7.835910e+02,1.106996e+03,1.315143e+03,1.495149e+03,1.655032e+03,1.795537e+03,1.994017e+03,2.055664e+03,2.098720e+03,2.296081e+03,2.598531e+03,2.504294e+03,2.462350e+03,2.456085e+03,2.510929e+03,2.568425e+03,2.670097e+03,2.827033e+03,3.006217e+03,3.215702e+03,3.436269e+03,3.673946e+03
7.826851e+02,1.107145e+03,1.312685e+03,1.488546e+03,1.646627e+03,1.792544e+03,1.987184e+03,2.052408e+03,2.093590e+03,2.280646e+03,2.595682e+03,2.503178e+03,2.455927e+03,2.460401e+03,2.491679e+03,2.560245e+03,2.674337e+03,2.816977e+03,2.975749e+03,3.191541e+03,3.427234e+03,3.671263e+03
7.866853e+02,1.113378e+03,1.320706e+03,1.505206e+03,1.667207e+03,1.810576e+03,1.998206e+03,2.083581e+03,2.120980e+03,2.315115e+03,2.609182e+03,2.523132e+03,2.483598e+03,2.491717e+03,2.552276e+03,2.647473e+03,2.752747e+03,2.864733e+03,3.030999e+03,3.244177e+03,3.446206e+03,3.690110e+03
8.110353e+02,1.145465e+03,1.363082e+03,1.551064e+03,1.719243e+03,1.860703e+03,2.066196e+03,2.129638e+03,2.179302e+03,2.387849e+03,2.688172e+03,2.591570e+03,2.538640e+03,2.537663e+03,2.592532e+03,2.666895e+03,2.788116e+03,2.938930e+03,3.135086e+03,3.344728e+03,3.563152e+03,3.800943e+03
