9.708721e+02,1.367560e+03,1.671420e+03,1.927963e+03,2.154357e+03,2.359395e+03,2.519360e+03,2.712180e+03,2.823207e+03,3.042731e+03,3.138365e+03,3.211948e+03,3.341110e+03,3.533280e+03,3.725280e+03,3.823849e+03,3.833322e+03,3.862559e+03,3.904224e+03,3.974566e+03,4.055820e+03,4.157264e+03,4.273387e+03,4.382430e+03,4.506168e+03,4.649449e+03,4.799741e+03,4.974528e+03,5.107766e+03,5.265298e+03,5.409236e+03
9.462533e+02,1.326140e+03,1.619745e+03,1.866394e+03,2.085493e+03,2.281496e+03,2.421020e+03,2.635921e+03,2.719760e+03,2.940882e+03,3.051585e+03,3.106109e+03,3.209539e+03,3.378246e+03,3.599080e+03,3.728373e+03,3.744874e+03,3.777959e+03,3.824731e+03,3.882667e+03,3.946696e+03,4.022197e+03,4.111017e+03,4.211499e+03,4.315975e+03,4.443745e+03,4.594959e+03,4.744606e+03,4.904298e+03,5.086214e+03,5.269653e+03
9.604317e+02,1.349782e+03,1.649924e+03,1.899559e+03,2.125175e+03,2.326661e+03,2.473222e+03,2.679300e+03,2.773766e+03,3.001001e+03,3.096868e+03,3.164582e+03,3.288173e+03,3.458413e+03,3.673065e+03,3.783810e+03,3.798438e+03,3.826282e+03,3.863932e+03,3.915732e+03,3.989445e+03,4.074980e+03,4.168986e+03,4.304569e+03,4.437584e+03,4.569052e+03,4.699131e+03,4.863249e+03,5.029910e+03,5.191333e+03,5.352306e+03
9.566064e+02,1.345937e+03,1.644321e+03,1.891550e+03,2.118898e+03,2.319940e+03,2.458660e+03,2.664027e+03,2.753078e+03,2.990813e+03,3.084258e+03,3.137444e+03,3.251982e+03,3.436915e+03,3.660228e+03,3.766840e+03,3.782371e+03,3.812013e+03,3.854924e+03,3.910286e+03,3.984101e+03,4.062655e+03,4.160526e+03,4.249390e+03,4.367104e+03,4.504624e+03,4.653952e+03,4.830698e+03,4.996210e+03,5.171326e+03,5.325861e+03
9.646772e+02,1.356520e+03,1.657687e+03,1.911209e+03,2.135403e+03,2.336379e+03,2.489581e+03,2.694565e+03,2.800213e+03,3.014024e+03,3.119479e+03,3.186899e+03,3.308165e+03,3.483612e+03,3.688044e+03,3.803536e+03,3.816169e+03,3.847747e+03,3.898715e+03,3.965041e+03,4.048937e+03,4.132687e+03,4.214696e+03,4.343016e+03,4.455360e+03,4.598298e+03,4.752729e+03,4.900302e+03,5.059132e+03,5.212376e+03,5.377934e+03
9.368999e+02,1.316458e+03,1.607368e+03,1.849796e+03,2.068625e+03,2.263418e+03,2.399216e+03,2.613322e+03,2.701173e+03,2.918485e+03,3.017170e+03,3.088983e+03,3.206242e+03,3.349645e+03,3.572983e+03,3.684514e+03,3.695775e+03,3.728018e+03,3.764285e+03,3.830618e+03,3.886459e+03,3.973170e+03,4.082229e+03,4.208368e+03,4.306881e+03,4.455804e+03,4.574903e+03,4.705490e+03,4.861755e+03,5.048862e+03,5.212531e+03
9.402682e+02,1.321854e+03,1.615341e+03,1.860382e+03,2.079842e+03,2.276118e+03,2.416795e+03,2.624882e+03,2.721916e+03,2.935290e+03,3.037083e+03,3.099383e+03,3.214381e+03,3.377484e+03,3.593392e+03,3.708089e+03,3.720841e+03,3.751663e+03,3.802966e+03,3.858171e+03,3.925265e+03,4.005610e+03,4.102854e+03,4.213896e+03,4.327769e+03,4.462455e+03,4.615009e+03,4.747427e+03,4.918301e+03,5.078464e+03,5.244932e+03
9.717282e+02,1.360616e+03,1.657742e+03,1.922163e+03,2.132300e+03,2.332791e+03,2.511765e+03,2.709093e+03,2.826729e+03,3.007287e+03,3.143557e+03,3.214509e+03,3.346031e+03,3.519515e+03,3.679936e+03,3.824158e+03,3.845693e+03,3.876978e+03,3.934851e+03,3.996135e+03,4.077636e+03,4.192314e+03,4.281400e+03,4.395062e+03,4.512993e+03,4.662538e+03,4.815618e+03,4.954772e+03,5.077868e+03,5.198292e+03,5.402693e+03
9.349612e+02,1.313507e+03,1.603614e+03,1.847577e+03,2.066136e+03,2.261430e+03,2.401792e+03,2.609481e+03,2.708110e+03,2.917211e+03,3.019140e+03,3.086427e+03,3.210337e+03,3.353797e+03,3.567761e+03,3.683342e+03,3.694012e+03,3.726381e+03,3.769713e+03,3.840149e+03,3.905088e+03,3.986561e+03,4.077625e+03,4.202282e+03,4.304625e+03,4.464718e+03,4.592332e+03,4.713846e+03,4.872090e+03,5.041645e+03,5.206076e+03
9.691145e+02,1.358977e+03,1.659816e+03,1.915124e+03,2.135414e+03,2.338607e+03,2.486777e+03,2.705984e+03,2.793445e+03,3.013008e+03,3.131388e+03,3.204695e+03,3.305523e+03,3.472545e+03,3.687918e+03,3.819558e+03,3.835018e+03,3.862694e+03,3.914524e+03,3.967890e+03,4.042131e+03,4.139470e+03,4.241237e+03,4.368825e+03,4.473862e+03,4.586292e+03,4.724942e+03,4.879280e+03,5.036482e+03,5.211104e+03,5.400994e+03
