2.500000e-09,1.837444e-09,1.119149e-09,9.959780e-10,9.530511e-10,9.237827e-10,9.130510e-10,8.837826e-10,8.606119e-10,8.564655e-10,8.691485e-10,8.786607e-10,8.484167e-10,8.408557e-10,8.606119e-10,8.403679e-10,8.635387e-10,8.318313e-10,8.362216e-10,8.584167e-10,8.484167e-10,8.474411e-10,8.450021e-10,8.515874e-10,8.452460e-10,8.459777e-10,8.447582e-10,8.462216e-10,8.425630e-10,8.428069e-10,8.440264e-10,8.391484e-10
1.875000e-09,2.066621e-09,9.575328e-10,8.122886e-10,7.524713e-10,7.041785e-10,7.032639e-10,6.948493e-10,6.858858e-10,6.366784e-10,6.423491e-10,6.653980e-10,6.507638e-10,6.469223e-10,6.419833e-10,6.421662e-10,6.511296e-10,6.427150e-10,6.450930e-10,6.385077e-10,6.452760e-10,6.337515e-10,6.503979e-10,6.366784e-10,6.383247e-10,6.405199e-10,6.445443e-10,6.213125e-10,6.480199e-10,6.183857e-10,6.502150e-10,6.463735e-10
1.250000e-09,2.047627e-09,8.571362e-10,5.966478e-10,5.356720e-10,5.129891e-10,4.873792e-10,4.789646e-10,4.692085e-10,4.693304e-10,4.338425e-10,4.283547e-10,4.257937e-10,4.329889e-10,4.344523e-10,4.361596e-10,4.237205e-10,4.223791e-10,4.271352e-10,4.278669e-10,4.338425e-10,4.267693e-10,4.284767e-10,4.290864e-10,4.223791e-10,4.227449e-10,4.299401e-10,4.283547e-10,4.226230e-10,4.265254e-10,4.190864e-10,4.194522e-10
6.250000e-10,2.030401e-09,8.197886e-10,5.251537e-10,3.944827e-10,3.269825e-10,2.920434e-10,2.761897e-10,2.605799e-10,2.570433e-10,2.552140e-10,2.543604e-10,2.517994e-10,2.394823e-10,2.254579e-10,2.187505e-10,2.151530e-10,2.147261e-10,2.164335e-10,2.186896e-10,2.225310e-10,2.246042e-10,2.210066e-10,2.189335e-10,2.142993e-10,2.139944e-10,2.152749e-10,2.172261e-10,2.183847e-10,2.137505e-10,2.132627e-10,2.129578e-10
3.125000e-10,2.031362e-09,8.175172e-10,5.278214e-10,4.007479e-10,3.121197e-10,2.572720e-10,2.346805e-10,1.989487e-10,1.883694e-10,1.607169e-10,1.565400e-10,1.553205e-10,1.496802e-10,1.412046e-10,1.361131e-10,1.336741e-10,1.311131e-10,1.273021e-10,1.233997e-10,1.174546e-10,1.130338e-10,1.122411e-10,1.103814e-10,1.101680e-10,1.111741e-10,1.126375e-10,1.131253e-10,1.133692e-10,1.144058e-10,1.133082e-10,1.130338e-10
1.562500e-10,2.050592e-09,8.184700e-10,5.320516e-10,4.000848e-10,3.144139e-10,2.578436e-10,2.431027e-10,2.029654e-10,1.929959e-10,1.556787e-10,1.579653e-10,1.582702e-10,1.409683e-10,1.208311e-10,1.021268e-10,1.007091e-10,1.074469e-10,1.108311e-10,1.145506e-10,1.124469e-10,1.097335e-10,1.007853e-10,9.273651e-11,8.633405e-11,7.793464e-11,7.221816e-11,6.639498e-11,6.218765e-11,5.973338e-11,5.782788e-11,5.637971e-11
7.812500e-11,1.562500e-09,8.144265e-10,5.325508e-10,3.981222e-10,3.073369e-10,2.579770e-10,2.414678e-10,2.024738e-10,1.935790e-10,1.561246e-10,1.581673e-10,1.591963e-10,1.423593e-10,1.205148e-10,1.056214e-10,1.027785e-10,1.099202e-10,1.149584e-10,1.157892e-10,1.140056e-10,1.100269e-10,1.044782e-10,9.682569e-11,8.903604e-11,8.184090e-11,7.589576e-11,6.911983e-11,6.445519e-11,5.919603e-11,5.504205e-11,5.064418e-11
3.906250e-11,7.812500e-10,7.812500e-10,5.127737e-10,3.969960e-10,3.107267e-10,2.596214e-10,2.428226e-10,2.021442e-10,1.940725e-10,1.539543e-10,1.571631e-10,1.573918e-10,1.408216e-10,1.231386e-10,1.056500e-10,1.020753e-10,1.102232e-10,1.140875e-10,1.159511e-10,1.139008e-10,1.102994e-10,1.038703e-10,9.605397e-11,8.842438e-11,8.224677e-11,7.472770e-11,6.872540e-11,6.372538e-11,6.001730e-11,5.550509e-11,5.226575e-11
1.953125e-11,3.906250e-10,3.906250e-10,3.906250e-10,3.906250e-10,3.089003e-10,2.569776e-10,2.355541e-10,2.021451e-10,1.951405e-10,1.569240e-10,1.573984e-10,1.576805e-10,1.429358e-10,1.215580e-10,1.047668e-10,1.020363e-10,1.083168e-10,1.139646e-10,1.151518e-10,1.149707e-10,1.097078e-10,1.043495e-10,9.669517e-11,8.872830e-11,8.178088e-11,7.531745e-11,6.940470e-11,6.432276e-11,5.947709e-11,5.567563e-11,5.197326e-11
9.765625e-12,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.953125e-10,1.951000e-10,1.557335e-10,1.568111e-10,1.581039e-10,1.435107e-10,1.211136e-10,1.046711e-10,1.011364e-10,1.095244e-10,1.125617e-10,1.161679e-10,1.146835e-10,1.097616e-10,1.043005e-10,9.589915e-11,8.895268e-11,8.119542e-11,7.497398e-11,6.951284e-11,6.411268e-11,5.949662e-11,5.533598e-11,5.201089e-11
4.882813e-12,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.765625e-11,9.582507e-11,8.837936e-11,8.100177e-11,7.544535e-11,6.884425e-11,6.396286e-11,6.005517e-11,5.537004e-11,5.182820e-11
3.125000e-09,1.837962e-09,1.319668e-09,1.220582e-09,1.159302e-09,1.157167e-09,1.125460e-09,1.062350e-09,1.062655e-09,1.064484e-09,1.074850e-09,1.071192e-09,1.081558e-09,1.076984e-09,1.048935e-09,1.051070e-09,1.055643e-09,1.055338e-09,1.052289e-09,1.062655e-09,1.055338e-09,1.054728e-09,1.050460e-09,1.055338e-09,1.051679e-09,1.053509e-09,1.056862e-09,1.054118e-09,1.049240e-09,1.050765e-09,1.047411e-09,1.048021e-09
