1.827896e+08,2.482409e+08,2.998614e+08,3.438180e+08,3.709264e+08,4.181356e+08,4.515248e+08,4.422108e+08,4.553397e+08,4.845569e+08,5.286065e+08,5.871497e+08,6.589204e+08
1.813246e+08,2.464758e+08,2.978124e+08,3.415307e+08,3.674537e+08,4.154283e+08,4.476600e+08,4.378011e+08,4.490982e+08,4.793883e+08,5.254516e+08,5.834075e+08,6.536422e+08
1.826459e+08,2.479472e+08,2.994705e+08,3.433552e+08,3.701144e+08,4.175411e+08,4.512053e+08,4.416241e+08,4.540588e+08,4.828894e+08,5.290043e+08,5.862347e+08,6.583249e+08
1.807379e+08,2.456654e+08,2.968186e+08,3.404025e+08,3.669401e+08,4.140293e+08,4.466464e+08,4.376683e+08,4.501746e+08,4.795314e+08,5.249238e+08,5.814782e+08,6.515538e+08
1.830294e+08,2.487945e+08,3.006172e+08,3.447464e+08,3.718122e+08,4.193267e+08,4.524859e+08,4.434940e+08,4.551655e+08,4.861378e+08,5.307767e+08,5.889125e+08,6.597985e+08
1.814149e+08,2.465106e+08,2.977942e+08,3.415038e+08,3.676701e+08,4.153412e+08,4.480148e+08,4.378167e+08,4.499652e+08,4.797525e+08,5.254204e+08,5.832801e+08,6.539721e+08
1.842769e+08,2.503605e+08,3.024523e+08,3.468314e+08,3.731760e+08,4.218222e+08,4.550296e+08,4.450291e+08,4.567104e+08,4.865570e+08,5.327955e+08,5.923598e+08,6.643004e+08
1.802499e+08,2.446347e+08,2.954074e+08,3.386809e+08,3.650328e+08,4.118360e+08,4.450892e+08,4.352636e+08,4.471754e+08,4.759869e+08,5.201779e+08,5.782271e+08,6.497346e+08
1.829937e+08,2.484961e+08,3.001504e+08,3.441530e+08,3.712887e+08,4.185331e+08,4.520605e+08,4.425006e+08,4.548830e+08,4.849917e+08,5.301615e+08,5.877090e+08,6.596131e+08
1.823813e+08,2.483527e+08,3.002759e+08,3.444747e+08,3.701791e+08,4.191332e+08,4.504489e+08,4.409773e+08,4.530960e+08,4.836991e+08,5.309029e+08,5.888468e+08,6.574175e+08
