5.073937e+08,7.174894e+08,8.787048e+08,1.014620e+09,1.109786e+09,1.242638e+09,1.311028e+09,1.354846e+09,1.521878e+09,1.496581e+09,1.581046e+09,1.757327e+09,1.711093e+09,1.717219e+09,1.767027e+09,1.859428e+09,1.989499e+09,2.152249e+09,2.101456e+09,2.067091e+09,2.047872e+09,2.041905e+09,2.049676e+09,2.068224e+09,2.099866e+09,2.141746e+09,2.194970e+09,2.257967e+09,2.328081e+09,2.405749e+09,2.494806e+09,2.589617e+09,2.694487e+09,2.803949e+09,2.922211e+09,3.043736e+09
5.022674e+08,7.102092e+08,8.698175e+08,1.004346e+09,1.098478e+09,1.230044e+09,1.297683e+09,1.341482e+09,1.506494e+09,1.481332e+09,1.565670e+09,1.739510e+09,1.693177e+09,1.698731e+09,1.748935e+09,1.841341e+09,1.968917e+09,2.130456e+09,2.079117e+09,2.044036e+09,2.024228e+09,2.018421e+09,2.026222e+09,2.045762e+09,2.076475e+09,2.117810e+09,2.171185e+09,2.232392e+09,2.303309e+09,2.380934e+09,2.470601e+09,2.564543e+09,2.668444e+09,2.774804e+09,2.892290e+09,3.012835e+09
5.048512e+08,7.138871e+08,8.742964e+08,1.009521e+09,1.104830e+09,1.236380e+09,1.305204e+09,1.349040e+09,1.514234e+09,1.490673e+09,1.574059e+09,1.748479e+09,1.703602e+09,1.709677e+09,1.761130e+09,1.852201e+09,1.981718e+09,2.141428e+09,2.090668e+09,2.056487e+09,2.037256e+09,2.032960e+09,2.040820e+09,2.062055e+09,2.094545e+09,2.135198e+09,2.187152e+09,2.249162e+09,2.321272e+09,2.399246e+09,2.486405e+09,2.580063e+09,2.683054e+09,2.793181e+09,2.909444e+09,3.028433e+09
5.025598e+08,7.106195e+08,8.702782e+08,1.004921e+09,1.098583e+09,1.230718e+09,1.297729e+09,1.341043e+09,1.507302e+09,1.482822e+09,1.565633e+09,1.740477e+09,1.695660e+09,1.701691e+09,1.751166e+09,1.839896e+09,1.968812e+09,2.131600e+09,2.081314e+09,2.047309e+09,2.029000e+09,2.024766e+09,2.032679e+09,2.053069e+09,2.084346e+09,2.124864e+09,2.177841e+09,2.238514e+09,2.308500e+09,2.384693e+09,2.469505e+09,2.561927e+09,2.668095e+09,2.774605e+09,2.892364e+09,3.014527e+09
5.040819e+08,7.127496e+08,8.728864e+08,1.007893e+09,1.102636e+09,1.234406e+09,1.302572e+09,1.346123e+09,1.511807e+09,1.488118e+09,1.571207e+09,1.745672e+09,1.700702e+09,1.706966e+09,1.757977e+09,1.847668e+09,1.976084e+09,2.138001e+09,2.087278e+09,2.053020e+09,2.034318e+09,2.029518e+09,2.038140e+09,2.057607e+09,2.090143e+09,2.131154e+09,2.183356e+09,2.245647e+09,2.318122e+09,2.394811e+09,2.479006e+09,2.573381e+09,2.678035e+09,2.785007e+09,2.903456e+09,3.023587e+09
5.034832e+08,7.119362e+08,8.719225e+08,1.006788e+09,1.100987e+09,1.233050e+09,1.300590e+09,1.345647e+09,1.510157e+09,1.486665e+09,1.569829e+09,1.743774e+09,1.698510e+09,1.704472e+09,1.756336e+09,1.847760e+09,1.974117e+09,2.135674e+09,2.085094e+09,2.050616e+09,2.032225e+09,2.027420e+09,2.035498e+09,2.054667e+09,2.086015e+09,2.127525e+09,2.182036e+09,2.241705e+09,2.312504e+09,2.392725e+09,2.481851e+09,2.574053e+09,2.675831e+09,2.782263e+09,2.898865e+09,3.020293e+09
4.993719e+08,7.060955e+08,8.647615e+08,9.985306e+08,1.092557e+09,1.222913e+09,1.290713e+09,1.333847e+09,1.497717e+09,1.473585e+09,1.556976e+09,1.729421e+09,1.684551e+09,1.689261e+09,1.740359e+09,1.831017e+09,1.958105e+09,2.118079e+09,2.068018e+09,2.034347e+09,2.016006e+09,2.010940e+09,2.018609e+09,2.038988e+09,2.069058e+09,2.110109e+09,2.161749e+09,2.220460e+09,2.293471e+09,2.370161e+09,2.459178e+09,2.550330e+09,2.653948e+09,2.759715e+09,2.877012e+09,2.995405e+09
5.072163e+08,7.172136e+08,8.783886e+08,1.014229e+09,1.108595e+09,1.242154e+09,1.309543e+09,1.354233e+09,1.521292e+09,1.495440e+09,1.580237e+09,1.756635e+09,1.710069e+09,1.715571e+09,1.765290e+09,1.858491e+09,1.987992e+09,2.151415e+09,2.099933e+09,2.065315e+09,2.045893e+09,2.039919e+09,2.046879e+09,2.065593e+09,2.098021e+09,2.139530e+09,2.192878e+09,2.254717e+09,2.325442e+09,2.402772e+09,2.492419e+09,2.588195e+09,2.692965e+09,2.801685e+09,2.918571e+09,3.042499e+09
5.068187e+08,7.166734e+08,8.777180e+08,1.013509e+09,1.107970e+09,1.241253e+09,1.308835e+09,1.352787e+09,1.520214e+09,1.494894e+09,1.577771e+09,1.755394e+09,1.709675e+09,1.715393e+09,1.764999e+09,1.856212e+09,1.986365e+09,2.149906e+09,2.098931e+09,2.064525e+09,2.045609e+09,2.040208e+09,2.048652e+09,2.067134e+09,2.099635e+09,2.141141e+09,2.193210e+09,2.255609e+09,2.325709e+09,2.402940e+09,2.491866e+09,2.584833e+09,2.688217e+09,2.799435e+09,2.917127e+09,3.040421e+09
5.051310e+08,7.143116e+08,8.748317e+08,1.010150e+09,1.104828e+09,1.237168e+09,1.305160e+09,1.348731e+09,1.515191e+09,1.489635e+09,1.574444e+09,1.749583e+09,1.704101e+09,1.708404e+09,1.758577e+09,1.850965e+09,1.981244e+09,2.142793e+09,2.091920e+09,2.057518e+09,2.038764e+09,2.034197e+09,2.042049e+09,2.061956e+09,2.092577e+09,2.134335e+09,2.186259e+09,2.245028e+09,2.315817e+09,2.393877e+09,2.481814e+09,2.577760e+09,2.683428e+09,2.792362e+09,2.909103e+09,3.030362e+09
