7.237875e+02,1.024723e+03,1.254606e+03,1.376392e+03,1.517749e+03,1.775505e+03,1.740259e+03,1.896002e+03,2.174288e+03,2.093505e+03,2.073116e+03,2.102336e+03,2.181166e+03,2.295271e+03,2.452100e+03,2.645756e+03,2.858981e+03,3.075814e+03
7.402913e+02,1.047839e+03,1.283720e+03,1.405468e+03,1.551225e+03,1.816203e+03,1.785336e+03,1.934539e+03,2.223368e+03,2.140538e+03,2.124356e+03,2.156739e+03,2.230342e+03,2.358418e+03,2.503584e+03,2.697042e+03,2.921395e+03,3.142933e+03
7.711896e+02,1.090684e+03,1.335985e+03,1.458556e+03,1.611153e+03,1.888701e+03,1.855548e+03,2.003877e+03,2.312815e+03,2.213478e+03,2.187047e+03,2.220024e+03,2.299552e+03,2.446884e+03,2.595139e+03,2.790839e+03,3.009106e+03,3.270154e+03
7.182786e+02,1.016429e+03,1.243835e+03,1.364257e+03,1.500512e+03,1.759154e+03,1.721418e+03,1.876415e+03,2.155299e+03,2.067629e+03,2.049782e+03,2.075177e+03,2.151848e+03,2.266553e+03,2.415656e+03,2.617795e+03,2.808178e+03,3.048727e+03
7.441358e+02,1.051135e+03,1.288788e+03,1.406796e+03,1.555485e+03,1.821693e+03,1.783035e+03,1.932509e+03,2.231230e+03,2.142003e+03,2.115612e+03,2.138418e+03,2.219675e+03,2.347525e+03,2.509604e+03,2.691250e+03,2.914690e+03,3.153775e+03
7.373668e+02,1.042388e+03,1.275749e+03,1.389718e+03,1.541862e+03,1.804009e+03,1.774784e+03,1.906949e+03,2.209426e+03,2.127348e+03,2.110257e+03,2.136631e+03,2.225634e+03,2.343458e+03,2.488139e+03,2.656056e+03,2.881260e+03,3.124902e+03
7.219852e+02,1.020911e+03,1.250775e+03,1.370202e+03,1.517687e+03,1.768669e+03,1.737560e+03,1.886039e+03,2.166868e+03,2.079002e+03,2.053675e+03,2.088361e+03,2.173521e+03,2.294679e+03,2.457634e+03,2.630806e+03,2.843970e+03,3.064958e+03
7.309346e+02,1.033493e+03,1.266365e+03,1.394889e+03,1.538579e+03,1.791476e+03,1.768629e+03,1.925658e+03,2.193308e+03,2.112852e+03,2.101623e+03,2.140281e+03,2.207210e+03,2.344719e+03,2.497864e+03,2.690374e+03,2.890060e+03,3.102589e+03
7.415884e+02,1.048833e+03,1.286117e+03,1.400083e+03,1.543678e+03,1.818053e+03,1.767085e+03,1.920299e+03,2.227075e+03,2.128958e+03,2.096855e+03,2.117956e+03,2.204116e+03,2.314564e+03,2.472017e+03,2.673053e+03,2.878374e+03,3.148571e+03
7.118459e+02,1.004669e+03,1.229257e+03,1.331257e+03,1.478859e+03,1.739406e+03,1.693413e+03,1.820348e+03,2.130158e+03,2.043238e+03,2.015542e+03,2.041520e+03,2.122213e+03,2.221515e+03,2.374644e+03,2.530709e+03,2.745953e+03,3.013298e+03
