2.470746e-07,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.941493e-06,4.641483e-06,4.320117e-06,4.096423e-06,3.896883e-06,3.707973e-06
4.941493e-07,1.937769e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.882985e-06,9.379675e-06,8.229052e-06,7.426600e-06,7.311908e-06,6.821084e-06,6.317726e-06,5.847536e-06,5.448310e-06,5.010324e-06,4.687078e-06,4.368941e-06,4.132231e-06,3.898751e-06,3.672454e-06
9.882985e-07,4.704554e-06,1.976597e-05,1.976597e-05,1.976597e-05,1.652164e-05,1.407692e-05,1.149230e-05,1.070484e-05,9.428439e-06,8.241610e-06,7.354261e-06,7.189769e-06,6.943513e-06,6.452063e-06,5.844908e-06,5.373127e-06,5.001815e-06,4.667625e-06,4.349922e-06,4.071173e-06,3.873609e-06,3.688387e-06
1.976597e-06,1.031786e-06,3.953194e-05,2.712872e-05,2.061711e-05,1.675744e-05,1.410571e-05,1.158298e-05,1.065620e-05,9.338528e-06,8.203284e-06,7.444847e-06,7.293468e-06,6.912032e-06,6.415471e-06,5.880728e-06,5.391302e-06,4.995018e-06,4.620331e-06,4.343028e-06,4.073053e-06,3.887349e-06,3.681011e-06
3.953194e-06,7.906388e-05,4.109461e-05,2.695834e-05,2.074352e-05,1.666420e-05,1.408748e-05,1.157363e-05,1.076988e-05,9.334768e-06,8.127209e-06,7.348909e-06,7.233206e-06,6.925049e-06,6.405540e-06,5.912257e-06,5.449443e-06,5.036767e-06,4.678472e-06,4.297422e-06,4.133894e-06,3.931799e-06,3.660281e-06
7.906388e-06,1.217814e-04,4.084759e-05,2.786951e-05,2.053082e-05,1.663392e-05,1.411853e-05,1.180600e-05,1.069756e-05,9.444879e-06,8.206080e-06,7.335989e-06,7.192517e-06,6.924856e-06,6.354052e-06,5.818730e-06,5.279552e-06,4.840650e-06,4.488140e-06,4.172655e-06,3.906537e-06,3.696728e-06,3.520087e-06
1.185958e-05,1.224323e-04,4.140624e-05,2.765141e-05,2.061432e-05,1.657164e-05,1.398335e-05,1.161027e-05,1.071935e-05,9.364465e-06,8.116024e-06,7.215850e-06,7.007584e-06,6.658159e-06,6.147907e-06,5.637654e-06,5.189882e-06,4.803432e-06,4.563926e-06,4.345246e-06,4.222600e-06,4.125409e-06,4.051359e-06
1.581278e-05,1.218505e-04,4.103387e-05,2.699055e-05,2.073176e-05,1.656643e-05,1.415363e-05,1.137366e-05,1.046500e-05,9.095069e-06,7.840842e-06,7.052516e-06,6.944526e-06,6.754772e-06,6.387606e-06,6.011184e-06,5.798289e-06,5.566882e-06,5.449636e-06,5.341646e-06,5.304621e-06,5.290737e-06,5.296907e-06
2.371917e-05,1.222998e-04,4.127955e-05,2.781166e-05,2.070746e-05,1.633849e-05,1.359401e-05,1.114803e-05,1.027563e-05,9.266695e-06,8.461399e-06,8.111974e-06,8.135115e-06,8.229992e-06,8.278587e-06,8.373464e-06,8.345695e-06,8.366522e-06,8.308670e-06,8.260075e-06,8.211479e-06,8.116602e-06,8.063379e-06
3.162555e-05,1.219685e-04,4.150980e-05,2.768091e-05,2.034377e-05,1.576499e-05,1.355583e-05,1.156572e-05,1.130963e-05,1.100418e-05,1.066169e-05,1.062158e-05,1.063393e-05,1.072032e-05,1.091778e-05,1.106280e-05,1.102577e-05,1.100726e-05,1.081597e-05,1.064935e-05,1.060616e-05,1.057839e-05,1.061541e-05
3.953194e-05,1.217182e-04,4.141608e-05,2.733496e-05,1.989908e-05,1.582631e-05,1.440702e-05,1.328855e-05,1.332326e-05,1.360866e-05,1.356624e-05,1.359324e-05,1.355081e-05,1.350453e-05,1.328084e-05,1.323070e-05,1.326927e-05,1.343125e-05,1.344668e-05,1.345053e-05,1.339268e-05,1.325770e-05,1.323456e-05
