4.354258e+08,6.061492e+08,7.384731e+08,8.495907e+08,9.493129e+08,1.038794e+09,1.088039e+09,1.196224e+09,1.212333e+09,1.338215e+09,1.366516e+09,1.364818e+09,1.412266e+09,1.504849e+09,1.637212e+09,1.688226e+09,1.650799e+09,1.629839e+09,1.624619e+09,1.632791e+09,1.653170e+09,1.686646e+09,1.733668e+09,1.788427e+09,1.855176e+09,1.927732e+09,2.013277e+09,2.104258e+09,2.206161e+09,2.312867e+09,2.423693e+09
4.358129e+08,6.061512e+08,7.382366e+08,8.503670e+08,9.487676e+08,1.038159e+09,1.089053e+09,1.197318e+09,1.213497e+09,1.337181e+09,1.368146e+09,1.366277e+09,1.413488e+09,1.506363e+09,1.635874e+09,1.689826e+09,1.652792e+09,1.631716e+09,1.627005e+09,1.634610e+09,1.656836e+09,1.690177e+09,1.735185e+09,1.790594e+09,1.855381e+09,1.929379e+09,2.015243e+09,2.106399e+09,2.206398e+09,2.310823e+09,2.425819e+09
4.320340e+08,6.009207e+08,7.318713e+08,8.427850e+08,9.406381e+08,1.029257e+09,1.079005e+09,1.186988e+09,1.202007e+09,1.325773e+09,1.356377e+09,1.354490e+09,1.401093e+09,1.492056e+09,1.621903e+09,1.675071e+09,1.638217e+09,1.617809e+09,1.613078e+09,1.620828e+09,1.643281e+09,1.675799e+09,1.719556e+09,1.775201e+09,1.838389e+09,1.912380e+09,1.995279e+09,2.086141e+09,2.188340e+09,2.291124e+09,2.404866e+09
4.346458e+08,6.044887e+08,7.361753e+08,8.479915e+08,9.461159e+08,1.035225e+09,1.085786e+09,1.194358e+09,1.210113e+09,1.333446e+09,1.365054e+09,1.363320e+09,1.410878e+09,1.501556e+09,1.631260e+09,1.685437e+09,1.648373e+09,1.628333e+09,1.624083e+09,1.632369e+09,1.654303e+09,1.687875e+09,1.732508e+09,1.787392e+09,1.852116e+09,1.926350e+09,2.009471e+09,2.099513e+09,2.199980e+09,2.304327e+09,2.419532e+09
4.304079e+08,5.985982e+08,7.290001e+08,8.393611e+08,9.368918e+08,1.025129e+09,1.074082e+09,1.182631e+09,1.196625e+09,1.320429e+09,1.351664e+09,1.349753e+09,1.394965e+09,1.484758e+09,1.615372e+09,1.668821e+09,1.631749e+09,1.611579e+09,1.607196e+09,1.615662e+09,1.637407e+09,1.671163e+09,1.716058e+09,1.769335e+09,1.831495e+09,1.903552e+09,1.985428e+09,2.075561e+09,2.176663e+09,2.281838e+09,2.395868e+09
4.358340e+08,6.059782e+08,7.379725e+08,8.503713e+08,9.483417e+08,1.037664e+09,1.089020e+09,1.197711e+09,1.213713e+09,1.336545e+09,1.369488e+09,1.367603e+09,1.415402e+09,1.506239e+09,1.635043e+09,1.690255e+09,1.653540e+09,1.633953e+09,1.629261e+09,1.638741e+09,1.661472e+09,1.695902e+09,1.740684e+09,1.793669e+09,1.858576e+09,1.932869e+09,2.015792e+09,2.106186e+09,2.203159e+09,2.309632e+09,2.426067e+09
4.364710e+08,6.071826e+08,7.395266e+08,8.513845e+08,9.505113e+08,1.040057e+09,1.089867e+09,1.199216e+09,1.215080e+09,1.339704e+09,1.370916e+09,1.368562e+09,1.416691e+09,1.506992e+09,1.638964e+09,1.692654e+09,1.655829e+09,1.635903e+09,1.631338e+09,1.639540e+09,1.662015e+09,1.695709e+09,1.740099e+09,1.793763e+09,1.861202e+09,1.934254e+09,2.017677e+09,2.106949e+09,2.208441e+09,2.315261e+09,2.429617e+09
4.337359e+08,6.033310e+08,7.348266e+08,8.464411e+08,9.444344e+08,1.033406e+09,1.084176e+09,1.192008e+09,1.207979e+09,1.331139e+09,1.362267e+09,1.361059e+09,1.408102e+09,1.499714e+09,1.628476e+09,1.682044e+09,1.645332e+09,1.625081e+09,1.620604e+09,1.628549e+09,1.651092e+09,1.684578e+09,1.729760e+09,1.785050e+09,1.850320e+09,1.922638e+09,2.006343e+09,2.097201e+09,2.196931e+09,2.300426e+09,2.414516e+09
4.361147e+08,6.065059e+08,7.386446e+08,8.507394e+08,9.492609e+08,1.038666e+09,1.089017e+09,1.198280e+09,1.213872e+09,1.337855e+09,1.369581e+09,1.367493e+09,1.414896e+09,1.505789e+09,1.636651e+09,1.691136e+09,1.653802e+09,1.633014e+09,1.627794e+09,1.637209e+09,1.659578e+09,1.693143e+09,1.738488e+09,1.792370e+09,1.856306e+09,1.931462e+09,2.015390e+09,2.105254e+09,2.205423e+09,2.311933e+09,2.427722e+09
4.341994e+08,6.038315e+08,7.353694e+08,8.470389e+08,9.450438e+08,1.034042e+09,1.084349e+09,1.193329e+09,1.208630e+09,1.331904e+09,1.363657e+09,1.362805e+09,1.409205e+09,1.499406e+09,1.629383e+09,1.684062e+09,1.647591e+09,1.627919e+09,1.623240e+09,1.631380e+09,1.652852e+09,1.686225e+09,1.733125e+09,1.787702e+09,1.851050e+09,1.923966e+09,2.006819e+09,2.096387e+09,2.195967e+09,2.301660e+09,2.417035e+09
