2.472310e-06,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.944620e-05,4.782219e-05,4.367618e-05,4.111341e-05,3.942765e-05,3.699321e-05,3.602792e-05,3.593457e-05,3.525101e-05,3.427173e-05,3.307465e-05,3.200998e-05,3.048414e-05,2.921904e-05,2.785046e-05,2.773251e-05,2.565504e-05,2.460389e-05,2.454310e-05,2.382239e-05,2.286096e-05,2.204088e-05,2.132644e-05,2.033944e-05,1.975549e-05,1.928563e-05,1.913295e-05,1.871905e-05,1.792670e-05
4.944620e-06,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.889241e-05,9.002873e-05,8.406719e-05,7.484413e-05,7.161106e-05,6.718212e-05,5.677041e-05,5.254215e-05,5.427928e-05,5.054258e-05,4.739490e-05,4.419078e-05,4.124185e-05,3.891908e-05,3.731027e-05,3.595616e-05,3.618868e-05,3.421324e-05,3.543227e-05,3.409987e-05,3.105977e-05,2.986148e-05,2.870709e-05,2.915283e-05,2.795116e-05,2.553770e-05,2.465201e-05,2.375377e-05,2.381745e-05,2.213145e-05,2.224867e-05,2.153086e-05,2.096452e-05,2.031617e-05,1.978311e-05,1.922787e-05,1.879804e-05,1.768948e-05
9.889241e-06,1.977848e-04,1.977848e-04,1.977848e-04,1.977848e-04,1.608520e-04,1.372123e-04,1.176827e-04,1.047312e-04,8.985482e-05,8.244801e-05,7.360170e-05,7.113565e-05,6.489528e-05,5.974418e-05,5.429882e-05,5.252550e-05,5.161087e-05,4.699523e-05,4.396478e-05,4.107615e-05,3.968972e-05,3.787202e-05,3.546773e-05,3.495349e-05,3.592215e-05,3.488788e-05,3.255594e-05,3.265435e-05,3.114443e-05,2.929200e-05,2.806766e-05,2.772998e-05,2.649792e-05,2.476995e-05,2.451332e-05,2.367297e-05,2.223251e-05,2.209262e-05,2.140278e-05,2.034439e-05,1.965648e-05,1.912101e-05,1.858265e-05,1.818322e-05,1.847363e-05
1.977848e-05,3.955696e-04,3.955696e-04,2.726494e-04,2.020642e-04,1.639737e-04,1.378486e-04,1.179157e-04,1.051996e-04,9.105360e-05,8.505250e-05,7.468083e-05,7.108403e-05,6.543413e-05,5.839490e-05,5.453954e-05,5.269483e-05,5.022878e-05,4.773379e-05,4.447275e-05,4.185233e-05,3.947505e-05,3.660765e-05,3.648801e-05,3.533024e-05,3.464137e-05,3.509097e-05,3.289121e-05,3.199780e-05,3.105036e-05,2.961280e-05,2.841258e-05,2.738989e-05,2.601793e-05,2.508014e-05,2.381238e-05,2.304826e-05,2.240763e-05,2.192329e-05,2.116689e-05,2.065747e-05,2.006701e-05,1.955952e-05,1.885521e-05,1.854840e-05,1.797917e-05
3.955696e-05,7.911392e-04,4.283180e-04,2.707227e-04,2.026576e-04,1.632201e-04,1.371935e-04,1.185612e-04,1.054553e-04,8.959770e-05,8.314122e-05,7.287182e-05,6.933291e-05,6.545439e-05,5.910210e-05,5.420475e-05,5.334028e-05,5.010239e-05,4.694169e-05,4.437144e-05,4.119530e-05,3.838964e-05,3.727433e-05,3.640986e-05,3.590430e-05,3.533314e-05,3.432202e-05,3.297515e-05,3.172090e-05,3.044350e-05,2.942466e-05,2.799289e-05,2.682740e-05,2.572752e-05,2.446170e-05,2.358565e-05,2.269803e-05,2.176796e-05,2.099611e-05,2.030917e-05,1.980747e-05,1.915141e-05,1.870759e-05,1.820204e-05,1.747650e-05,1.709444e-05
7.911392e-05,1.220692e-03,4.086881e-04,2.685442e-04,2.039793e-04,1.597835e-04,1.387276e-04,1.175636e-04,1.042261e-04,8.985434e-05,8.309298e-05,7.364559e-05,7.021088e-05,6.465360e-05,5.792311e-05,5.349272e-05,5.197990e-05,4.923214e-05,4.564306e-05,4.281039e-05,3.974616e-05,3.676684e-05,3.492985e-05,3.444359e-05,3.418116e-05,3.371805e-05,3.298480e-05,3.239820e-05,3.173441e-05,3.103975e-05,3.034509e-05,2.971217e-05,2.912557e-05,2.860072e-05,2.811446e-05,2.772853e-05,2.740436e-05,2.711106e-05,2.690266e-05,2.674057e-05,2.662479e-05,2.654761e-05,2.650902e-05,2.650130e-05,2.653217e-05,2.658620e-05
1.186709e-04,1.216646e-03,4.066022e-04,2.734821e-04,2.044212e-04,1.617575e-04,1.373402e-04,1.195221e-04,1.044480e-04,8.870236e-05,8.245042e-05,7.273675e-05,6.849932e-05,6.159902e-05,5.589123e-05,5.189693e-05,5.106334e-05,4.922249e-05,4.691853e-05,4.440617e-05,4.257690e-05,4.131494e-05,4.057396e-05,4.035399e-05,4.042345e-05,4.046977e-05,4.071290e-05,4.087498e-05,4.115285e-05,4.136125e-05,4.160438e-05,4.175489e-05,4.191697e-05,4.199802e-05,4.202117e-05,4.203275e-05,4.195171e-05,4.173173e-05,4.161596e-05,4.141913e-05,4.121074e-05,4.104865e-05,4.081710e-05,4.052765e-05,4.043503e-05,4.027294e-05
1.582278e-04,1.227766e-03,4.234882e-04,2.753248e-04,2.060903e-04,1.595327e-04,1.374733e-04,1.176523e-04,1.020302e-04,8.758126e-05,8.108232e-05,7.098659e-05,6.694212e-05,6.354600e-05,5.899212e-05,5.576580e-05,5.584299e-05,5.573493e-05,5.530270e-05,5.425299e-05,5.368182e-05,5.312609e-05,5.309522e-05,5.306435e-05,5.335765e-05,5.351202e-05,5.349658e-05,5.389794e-05,5.439192e-05,5.456173e-05,5.479328e-05,5.494765e-05,5.487046e-05,5.480872e-05,5.466978e-05,5.445367e-05,5.425299e-05,5.391338e-05,5.371270e-05,5.338852e-05,5.315697e-05,5.303347e-05,5.301804e-05,5.301804e-05,5.294085e-05,5.315697e-05
2.373418e-04,1.188159e-03,4.309095e-04,2.764865e-04,2.062331e-04,1.611034e-04,1.322981e-04,1.126855e-04,9.858391e-05,8.957648e-05,8.557060e-05,8.128686e-05,8.080060e-05,8.112477e-05,7.999016e-05,7.950390e-05,7.994385e-05,8.089322e-05,8.198152e-05,8.341715e-05,8.267618e-05,8.161104e-05,8.070798e-05,8.052273e-05,8.038380e-05,8.036065e-05,8.005963e-05,7.987438e-05,7.957336e-05,7.948074e-05,7.948074e-05,7.985123e-05,7.982807e-05,7.999016e-05,8.024487e-05,8.036065e-05,7.996701e-05,8.029118e-05,7.992070e-05,7.992070e-05,7.961968e-05,7.955021e-05,7.936497e-05,7.931866e-05,7.936497e-05,7.943443e-05
3.164557e-04,1.198814e-03,3.992446e-04,2.606212e-04,2.004790e-04,1.541683e-04,1.294384e-04,1.178607e-04,1.119947e-04,1.064992e-04,1.073636e-04,1.063139e-04,1.069932e-04,1.089691e-04,1.093396e-04,1.085677e-04,1.076724e-04,1.072402e-04,1.061904e-04,1.060978e-04,1.064992e-04,1.063139e-04,1.061904e-04,1.061904e-04,1.064374e-04,1.063448e-04,1.062831e-04,1.063139e-04,1.063448e-04,1.060361e-04,1.060978e-04,1.061596e-04,1.061287e-04,1.061904e-04,1.061904e-04,1.060978e-04,1.060669e-04,1.061596e-04,1.059743e-04,1.060361e-04,1.060361e-04,1.060052e-04,1.059435e-04,1.059126e-04,1.058817e-04,1.059743e-04
