2.767686e+02,3.931400e+02,4.714555e+02,5.565548e+02,5.936503e+02,6.451884e+02,7.357977e+02,7.242896e+02,8.119425e+02,8.266259e+02,8.245830e+02,8.607283e+02,9.394299e+02,1.040758e+03,1.005934e+03,9.857631e+02,9.781443e+02,9.825567e+02,9.906491e+02,1.013603e+03,1.045845e+03,1.082387e+03,1.129742e+03,1.179896e+03,1.250147e+03,1.319254e+03,1.400752e+03,1.471337e+03
2.655675e+02,3.760953e+02,4.484708e+02,5.319572e+02,5.694156e+02,6.226585e+02,7.046111e+02,7.008959e+02,7.693709e+02,7.955432e+02,8.013975e+02,8.375265e+02,8.969425e+02,9.972316e+02,9.669759e+02,9.514786e+02,9.424680e+02,9.485716e+02,9.685249e+02,9.924689e+02,1.026783e+03,1.064176e+03,1.103182e+03,1.155127e+03,1.205136e+03,1.261130e+03,1.328556e+03,1.410756e+03
3.004801e+02,4.246011e+02,5.064389e+02,6.020116e+02,6.427491e+02,6.995595e+02,7.948253e+02,7.880345e+02,8.704029e+02,8.937528e+02,8.932101e+02,9.373491e+02,1.012785e+03,1.124824e+03,1.089054e+03,1.065556e+03,1.057302e+03,1.062951e+03,1.075993e+03,1.100192e+03,1.136613e+03,1.174609e+03,1.225613e+03,1.289305e+03,1.356824e+03,1.423917e+03,1.501196e+03,1.590854e+03
2.903274e+02,4.120277e+02,4.904936e+02,5.824109e+02,6.205495e+02,6.788632e+02,7.708727e+02,7.650772e+02,8.418081e+02,8.693890e+02,8.749111e+02,9.123033e+02,9.751107e+02,1.091060e+03,1.064324e+03,1.050149e+03,1.042686e+03,1.045806e+03,1.059308e+03,1.086130e+03,1.119545e+03,1.160308e+03,1.200750e+03,1.255494e+03,1.305693e+03,1.366495e+03,1.453161e+03,1.540235e+03
2.722267e+02,3.853174e+02,4.638099e+02,5.459791e+02,5.840114e+02,6.364147e+02,7.202642e+02,7.171469e+02,8.004839e+02,8.146829e+02,8.217691e+02,8.566848e+02,9.325543e+02,1.019908e+03,9.905125e+02,9.740993e+02,9.697682e+02,9.766591e+02,9.915245e+02,1.018672e+03,1.047742e+03,1.092651e+03,1.130544e+03,1.181213e+03,1.236848e+03,1.313179e+03,1.385368e+03,1.442964e+03
2.680516e+02,3.792037e+02,4.492251e+02,5.378377e+02,5.665133e+02,6.207895e+02,7.097223e+02,6.935603e+02,7.658265e+02,7.941351e+02,7.894625e+02,8.236840e+02,8.950273e+02,1.001095e+03,9.735519e+02,9.559571e+02,9.457751e+02,9.473583e+02,9.526942e+02,9.713924e+02,9.931055e+02,1.027014e+03,1.068864e+03,1.123833e+03,1.173803e+03,1.255163e+03,1.319694e+03,1.414775e+03
2.953610e+02,4.181180e+02,4.989661e+02,5.904838e+02,6.256799e+02,6.849075e+02,7.821442e+02,7.678355e+02,8.552703e+02,8.763795e+02,8.750678e+02,9.113009e+02,9.892961e+02,1.103099e+03,1.067871e+03,1.043664e+03,1.036329e+03,1.038172e+03,1.057591e+03,1.081387e+03,1.113556e+03,1.151110e+03,1.195288e+03,1.250664e+03,1.309825e+03,1.390325e+03,1.476721e+03,1.560531e+03
2.927917e+02,4.124430e+02,4.910514e+02,5.818424e+02,6.214330e+02,6.772036e+02,7.704228e+02,7.619065e+02,8.455420e+02,8.691508e+02,8.665628e+02,9.082287e+02,9.748711e+02,1.090926e+03,1.060320e+03,1.041807e+03,1.038015e+03,1.042878e+03,1.059547e+03,1.082661e+03,1.118204e+03,1.141373e+03,1.207785e+03,1.249532e+03,1.314408e+03,1.369521e+03,1.462022e+03,1.543376e+03
2.892605e+02,4.090027e+02,4.908141e+02,5.793265e+02,6.242137e+02,6.775226e+02,7.679904e+02,7.645270e+02,8.423002e+02,8.671877e+02,8.719656e+02,9.136079e+02,9.853904e+02,1.086227e+03,1.059245e+03,1.041535e+03,1.035888e+03,1.039427e+03,1.061058e+03,1.085236e+03,1.118730e+03,1.157547e+03,1.209091e+03,1.260641e+03,1.330022e+03,1.386544e+03,1.456718e+03,1.536698e+03
2.882583e+02,4.076837e+02,4.885614e+02,5.777395e+02,6.173053e+02,6.737790e+02,7.652010e+02,7.586058e+02,8.415229e+02,8.650848e+02,8.659360e+02,9.051399e+02,9.751977e+02,1.082486e+03,1.054329e+03,1.038272e+03,1.031180e+03,1.036312e+03,1.057026e+03,1.084218e+03,1.107033e+03,1.145475e+03,1.183263e+03,1.245212e+03,1.305535e+03,1.369120e+03,1.453573e+03,1.530807e+03
