5.000000e-10,5.336842e-10,2.395372e-10,1.965615e-10,2.050005e-10,1.863663e-10,1.821712e-10,1.827565e-10,1.825126e-10,1.737321e-10,1.737321e-10,1.735858e-10,1.689029e-10
3.750000e-10,5.466416e-10,2.311286e-10,1.800919e-10,1.601162e-10,1.564943e-10,1.274454e-10,1.253966e-10,1.392625e-10,1.379455e-10,1.264942e-10,1.260552e-10,1.222137e-10
2.500000e-10,5.294037e-10,2.208664e-10,1.334028e-10,1.119393e-10,1.108905e-10,1.023539e-10,8.871973e-11,8.769534e-11,8.630509e-11,9.452462e-11,9.320754e-11,8.703680e-11
1.250000e-10,5.292879e-10,2.207383e-10,1.297747e-10,9.378681e-11,9.587219e-11,6.520138e-11,7.744531e-11,7.267701e-11,6.225015e-11,5.117695e-11,4.466474e-11,4.396962e-11
6.250000e-11,5.257482e-10,2.213755e-10,1.291558e-10,1.003630e-10,9.512523e-11,6.444223e-11,7.582640e-11,7.606421e-11,6.341174e-11,4.983244e-11,4.064339e-11,3.298484e-11
3.125000e-11,5.254723e-10,2.202947e-10,1.296025e-10,1.004530e-10,9.629749e-11,6.433400e-11,7.588890e-11,7.604134e-11,6.357180e-11,5.019372e-11,4.130041e-11,3.515100e-11
1.562500e-11,3.125000e-10,1.841491e-10,1.301444e-10,9.395526e-11,9.549947e-11,6.689727e-11,7.627229e-11,7.636985e-11,6.362897e-11,5.144449e-11,4.189111e-11,3.509384e-11
7.812500e-12,1.562500e-10,1.562500e-10,1.300106e-10,9.514924e-11,9.693507e-11,6.676960e-11,7.569111e-11,7.582450e-11,6.293422e-11,5.176499e-11,4.179926e-11,3.501190e-11
3.906250e-12,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,7.812500e-11,6.655142e-11,7.559412e-11,7.332964e-11,6.344356e-11,5.150603e-11,4.126439e-11,3.438023e-11
7.812500e-11,5.238161e-10,1.859646e-10,1.295087e-10,9.497355e-11,9.612447e-11,6.446281e-11,7.575857e-11,7.323570e-11,6.352531e-11,4.978290e-11,3.896732e-11,3.235145e-11
6.250000e-10,4.931414e-10,2.853361e-10,2.196652e-10,2.358237e-10,2.384457e-10,2.236286e-10,2.131408e-10,2.168603e-10,2.148481e-10,2.158237e-10,2.113115e-10,2.117383e-10
