1.562500e-06,1.231261e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,2.880670e-05,2.711935e-05,2.467437e-05,2.192726e-05,1.994098e-05,1.842040e-05,1.807436e-05,1.759311e-05,1.678365e-05,1.566963e-05,1.461017e-05,1.369493e-05,1.288227e-05,1.211809e-05,1.134538e-05,1.086306e-05,1.035513e-05,9.936533e-06,9.563819e-06,9.169916e-06
3.125000e-06,8.529137e-06,6.250000e-05,6.250000e-05,6.250000e-05,5.182985e-05,4.481825e-05,3.646853e-05,3.266029e-05,2.841425e-05,2.658436e-05,2.472491e-05,2.184685e-05,1.982002e-05,1.853739e-05,1.831117e-05,1.744440e-05,1.663739e-05,1.558190e-05,1.490232e-05,1.357336e-05,1.307427e-05,1.204652e-05,1.136268e-05,1.080597e-05,1.026969e-05,9.975787e-06,9.611456e-06,9.159321e-06
6.250000e-06,1.373814e-05,1.250000e-04,8.667857e-05,6.301631e-05,5.294860e-05,4.469493e-05,3.691076e-05,3.285953e-05,2.841501e-05,2.707415e-05,2.470707e-05,2.191926e-05,1.992596e-05,1.839364e-05,1.821864e-05,1.755340e-05,1.676742e-05,1.565217e-05,1.458693e-05,1.366436e-05,1.302534e-05,1.211558e-05,1.147106e-05,1.086801e-05,1.037350e-05,9.936305e-06,9.568621e-06,9.235693e-06
1.250000e-05,2.500000e-04,1.298997e-04,8.677887e-05,6.381906e-05,5.230074e-05,4.398120e-05,3.641167e-05,3.352386e-05,2.884092e-05,2.710433e-05,2.483726e-05,2.198603e-05,1.991529e-05,1.832992e-05,1.791529e-05,1.736041e-05,1.670309e-05,1.577138e-05,1.472991e-05,1.375674e-05,1.291893e-05,1.218479e-05,1.143356e-05,1.087625e-05,1.029698e-05,9.859170e-06,9.475023e-06,9.088437e-06
2.500000e-05,3.853534e-04,1.307528e-04,8.569655e-05,6.454284e-05,5.211354e-05,4.448425e-05,3.654521e-05,3.385252e-05,2.851105e-05,2.674031e-05,2.456469e-05,2.214274e-05,1.978176e-05,1.843297e-05,1.815004e-05,1.709882e-05,1.649394e-05,1.518906e-05,1.409394e-05,1.322320e-05,1.226954e-05,1.149881e-05,1.092564e-05,1.039149e-05,9.957341e-06,9.645145e-06,9.354901e-06,9.162217e-06
3.750000e-05,3.857881e-04,1.291741e-04,8.813985e-05,6.382150e-05,5.297757e-05,4.472755e-05,3.701533e-05,3.290679e-05,2.878361e-05,2.638360e-05,2.373847e-05,2.129091e-05,1.890553e-05,1.742016e-05,1.728846e-05,1.676894e-05,1.628236e-05,1.542626e-05,1.487382e-05,1.415308e-05,1.359698e-05,1.326772e-05,1.294942e-05,1.277015e-05,1.266040e-05,1.255796e-05,1.252137e-05,1.252503e-05
5.000000e-05,3.811887e-04,1.283930e-04,8.492948e-05,6.457821e-05,5.287086e-05,4.383669e-05,3.629033e-05,3.240740e-05,2.735860e-05,2.566104e-05,2.324152e-05,2.094883e-05,1.932932e-05,1.829517e-05,1.833419e-05,1.824639e-05,1.816346e-05,1.798297e-05,1.782687e-05,1.765126e-05,1.744151e-05,1.733419e-05,1.723175e-05,1.719272e-05,1.713907e-05,1.715858e-05,1.725614e-05,1.723663e-05
7.500000e-05,3.843265e-04,1.303357e-04,8.575265e-05,6.432089e-05,5.260623e-05,4.245010e-05,3.440130e-05,3.174520e-05,2.792568e-05,2.732568e-05,2.674031e-05,2.579640e-05,2.521104e-05,2.505738e-05,2.514518e-05,2.536470e-05,2.556957e-05,2.588421e-05,2.624275e-05,2.632323e-05,2.626470e-05,2.608177e-05,2.574518e-05,2.553299e-05,2.529884e-05,2.512323e-05,2.505006e-05,2.505738e-05
1.000000e-04,3.807668e-04,1.306881e-04,8.420021e-05,6.273674e-05,4.929280e-05,4.221962e-05,3.644399e-05,3.554643e-05,3.381959e-05,3.365374e-05,3.424886e-05,3.449277e-05,3.440496e-05,3.446350e-05,3.446350e-05,3.410252e-05,3.372203e-05,3.354642e-05,3.347813e-05,3.350740e-05,3.360496e-05,3.384886e-05,3.409277e-05,3.406350e-05,3.402447e-05,3.379033e-05,3.367325e-05,3.347813e-05
1.250000e-04,3.851534e-04,1.310186e-04,8.518923e-05,6.193308e-05,4.992085e-05,4.527450e-05,4.215254e-05,4.259157e-05,4.204279e-05,4.234766e-05,4.312815e-05,4.370133e-05,4.283547e-05,4.207937e-05,4.206718e-05,4.212815e-05,4.216474e-05,4.206718e-05,4.214035e-05,4.210376e-05,4.198181e-05,4.198181e-05,4.193303e-05,4.198181e-05,4.199400e-05,4.189644e-05,4.187205e-05,4.190864e-05
1.500000e-04,3.863497e-04,1.289784e-04,8.176849e-05,6.234893e-05,5.381720e-05,5.138793e-05,5.029037e-05,5.153427e-05,5.197330e-05,5.160744e-05,5.106598e-05,5.090500e-05,5.036354e-05,5.011476e-05,5.040744e-05,5.050988e-05,5.062695e-05,5.061232e-05,5.055378e-05,5.015866e-05,5.008549e-05,5.027573e-05,5.030500e-05,5.056842e-05,5.029037e-05,5.020256e-05,5.011476e-05,5.011476e-05
