2.531024e+08,3.578649e+08,4.382811e+08,4.779603e+08,5.283257e+08,6.198143e+08,6.057196e+08,6.560225e+08,7.590980e+08,7.291618e+08,7.210220e+08,7.310629e+08,7.575164e+08,7.964994e+08,8.501505e+08,9.136930e+08,9.890094e+08,1.073526e+09
2.525723e+08,3.571437e+08,4.373767e+08,4.773433e+08,5.271710e+08,6.185063e+08,6.041953e+08,6.554591e+08,7.575296e+08,7.277159e+08,7.193648e+08,7.285791e+08,7.544946e+08,7.942459e+08,8.481082e+08,9.131028e+08,9.887047e+08,1.071273e+09
2.523207e+08,3.567899e+08,4.369693e+08,4.765780e+08,5.265664e+08,6.179389e+08,6.041610e+08,6.541725e+08,7.568182e+08,7.267633e+08,7.179515e+08,7.278306e+08,7.544407e+08,7.947436e+08,8.469888e+08,9.111316e+08,9.871813e+08,1.070288e+09
2.514971e+08,3.556274e+08,4.355429e+08,4.747861e+08,5.244154e+08,6.159406e+08,6.014370e+08,6.515455e+08,7.543703e+08,7.239823e+08,7.151468e+08,7.244568e+08,7.504235e+08,7.903566e+08,8.427157e+08,9.073463e+08,9.845004e+08,1.066826e+09
2.539313e+08,3.590724e+08,4.397740e+08,4.795467e+08,5.298316e+08,6.219205e+08,6.074965e+08,6.581978e+08,7.616919e+08,7.311823e+08,7.224368e+08,7.318588e+08,7.582303e+08,7.985543e+08,8.520444e+08,9.167026e+08,9.928054e+08,1.077188e+09
2.501562e+08,3.537476e+08,4.332290e+08,4.727904e+08,5.224462e+08,6.126684e+08,5.993296e+08,6.491940e+08,7.503519e+08,7.210504e+08,7.125909e+08,7.225715e+08,7.479413e+08,7.887044e+08,8.410702e+08,9.043559e+08,9.787020e+08,1.061143e+09
2.507744e+08,3.545876e+08,4.342660e+08,4.737814e+08,5.238058e+08,6.141291e+08,6.010363e+08,6.504670e+08,7.521325e+08,7.228650e+08,7.150378e+08,7.244893e+08,7.516682e+08,7.912299e+08,8.434614e+08,9.060616e+08,9.818601e+08,1.063661e+09
2.524848e+08,3.570017e+08,4.372370e+08,4.767857e+08,5.271442e+08,6.183128e+08,6.041708e+08,6.544188e+08,7.572701e+08,7.272127e+08,7.188883e+08,7.281919e+08,7.550521e+08,7.943830e+08,8.483287e+08,9.114446e+08,9.870293e+08,1.070937e+09
2.524341e+08,3.569560e+08,4.371765e+08,4.768349e+08,5.266386e+08,6.182378e+08,6.045123e+08,6.545621e+08,7.571783e+08,7.272936e+08,7.193741e+08,7.297605e+08,7.554680e+08,7.952514e+08,8.467680e+08,9.116979e+08,9.870770e+08,1.070804e+09
2.532405e+08,3.580753e+08,4.385349e+08,4.775914e+08,5.282609e+08,6.201355e+08,6.057794e+08,6.550685e+08,7.594933e+08,7.290562e+08,7.210994e+08,7.302475e+08,7.560505e+08,7.963292e+08,8.493830e+08,9.120165e+08,9.895302e+08,1.074072e+09
