5.555556,1,3.815058E-05,,
5.555556,2,1.324223E-05,,
5.555556,1,3.858814E-05,,
5.555556,2,1.285442E-05,,
5.555556,1,3.858375E-05,,
5.555556,2,1.295979E-05,,
5.555556,1,3.892863E-05,,
5.555556,2,1.295589E-05,,
5.555556,1,3.835204E-05,,
5.555556,2,1.306662E-05,,
5.555556,1,3.830814E-05,,
5.555556,2,1.282174E-05,,
5.555556,1,3.875741E-05,,
5.555556,2,1.298857E-05,,
5.555556,1,3.871253E-05,,
5.555556,2,1.308076E-05,,
5.555556,1,3.857351E-05,,
5.555556,2,1.299003E-05,,
5.555556,1,3.833497E-05,,
5.555556,2,1.311784E-05,,
11.111111,1,3.862973E-05,,
11.111111,2,1.296064E-05,,
11.111111,3,9.779902E-06,,
11.111111,4,6.430625E-06,,
11.111111,1,3.850753E-05,,
11.111111,2,1.295869E-05,,
11.111111,3,9.63795E-06,,
11.111111,4,6.30404E-06,,
11.111111,1,3.833363E-05,,
11.111111,2,1.296967E-05,,
11.111111,3,9.861122E-06,,
11.111111,4,6.393308E-06,,
11.111111,1,3.838802E-05,,
11.111111,2,1.283649E-05,,
11.111111,3,9.816975E-06,,
11.111111,4,6.420625E-06,,
11.111111,1,3.876729E-05,,
11.111111,2,1.303674E-05,,
11.111111,3,8.211361E-06,,
11.111111,4,6.417455E-06,,
11.111111,1,3.866387E-05,,
11.111111,2,1.291893E-05,,
11.111111,3,8.218191E-06,,
11.111111,4,6.404528E-06,,
11.111111,1,3.840778E-05,,
11.111111,2,1.302503E-05,,
11.111111,3,9.694292E-06,,
11.111111,4,6.33965E-06,,
11.111111,1,3.856095E-05,,
11.111111,2,1.298552E-05,,
11.111111,3,8.21624E-06,,
11.111111,4,6.451113E-06,,
11.111111,1,3.848022E-05,,
11.111111,2,1.31165E-05,,
11.111111,3,8.218679E-06,,
11.111111,4,6.365747E-06,,
11.111111,1,3.823729E-05,,
11.111111,2,1.296332E-05,,
11.111111,3,8.133313E-06,,
11.111111,4,6.390381E-06,,
13.888889,1,2.848391E-05,,
13.888889,2,1.173204E-05,,
13.888889,3,8.082032E-06,,
13.888889,4,6.911297E-06,,
13.888889,5,5.439343E-06,,
13.888889,1,2.764976E-05,,
13.888889,2,1.714608E-05,,
13.888889,3,1.083997E-05,,
13.888889,4,7.023493E-06,,
13.888889,5,4.688121E-06,,
13.888889,1,2.914184E-05,,
13.888889,2,1.680705E-05,,
13.888889,3,8.091788E-06,,
13.888889,4,6.95459E-06,,
13.888889,5,4.725926E-06,,
13.888889,1,2.873818E-05,,
13.888889,2,1.685583E-05,,
13.888889,3,8.005202E-06,,
13.888889,4,6.356418E-06,,
13.888889,5,5.509465E-06,,
13.888889,1,2.89083E-05,,
13.888889,2,1.685522E-05,,
13.888889,3,8.077764E-06,,
13.888889,4,6.344223E-06,,
13.888889,5,4.735682E-06,,
13.888889,1,2.895647E-05,,
13.888889,2,1.174728E-05,,
13.888889,3,1.071923E-05,,
13.888889,4,6.398491E-06,,
13.888889,5,4.750926E-06,,
13.888889,1,2.866806E-05,,
13.888889,2,1.691498E-05,,
13.888889,3,8.104593E-06,,
13.888889,4,6.414345E-06,,
13.888889,5,5.430806E-06,,
13.888889,1,2.799976E-05,,
13.888889,2,1.706437E-05,,
13.888889,3,7.983251E-06,,
13.888889,4,6.97959E-06,,
13.888889,5,4.699707E-06,,
13.888889,1,2.848147E-05,,
13.888889,2,1.695949E-05,,
