1.183274e+03,1.509196e+03,1.773705e+03,2.019299e+03,2.647134e+03
1.195597e+03,1.525666e+03,1.805941e+03,2.041223e+03,2.676030e+03
1.217786e+03,1.545215e+03,1.827061e+03,2.060955e+03,2.724925e+03
1.265335e+03,1.623947e+03,1.908141e+03,2.178751e+03,2.830152e+03
1.192047e+03,1.507485e+03,1.777571e+03,2.005288e+03,2.664778e+03
1.219409e+03,1.550227e+03,1.828013e+03,2.070425e+03,2.726513e+03
1.180446e+03,1.508080e+03,1.757203e+03,2.019057e+03,2.639206e+03
1.240728e+03,1.579402e+03,1.868940e+03,2.110039e+03,2.775153e+03
1.202110e+03,1.530162e+03,1.812271e+03,2.043750e+03,2.689135e+03
1.222375e+03,1.557263e+03,1.828645e+03,2.082701e+03,2.732841e+03
