7.812500e-07,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05,1.562500e-05
1.562500e-06,5.230729e-06,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.125000e-05,3.106753e-05,2.751478e-05,2.422224e-05,2.165226e-05,2.009738e-05,1.835927e-05
3.125000e-06,2.364183e-06,6.250000e-05,6.250000e-05,6.250000e-05,5.524267e-05,4.496612e-05,3.683286e-05,3.451670e-05,3.127066e-05,2.710815e-05,2.427918e-05,2.185722e-05,1.962490e-05,1.836666e-05
6.250000e-06,7.182792e-05,1.241982e-04,8.745723e-05,6.537181e-05,5.446812e-05,4.467054e-05,3.662661e-05,3.525832e-05,3.155892e-05,2.746805e-05,2.460036e-05,2.200097e-05,2.019913e-05,1.824059e-05
1.250000e-05,2.500000e-04,1.290851e-04,8.872034e-05,6.718492e-05,5.456660e-05,4.392511e-05,3.679338e-05,3.504094e-05,3.149093e-05,2.731775e-05,2.467262e-05,2.161896e-05,1.998602e-05,1.833480e-05
2.500000e-05,3.893070e-04,1.313332e-04,8.755509e-05,6.635748e-05,5.426721e-05,4.347450e-05,3.608423e-05,3.485496e-05,3.154520e-05,2.750616e-05,2.472811e-05,2.163054e-05,2.024029e-05,1.811834e-05
3.750000e-05,3.878296e-04,1.299607e-04,8.755082e-05,6.612272e-05,5.369098e-05,4.443486e-05,3.657265e-05,3.529216e-05,3.150556e-05,2.691409e-05,2.401286e-05,2.088847e-05,1.874456e-05,1.766529e-05
5.000000e-05,3.856619e-04,1.294613e-04,8.795387e-05,6.695870e-05,5.366111e-05,4.376352e-05,3.632448e-05,3.487082e-05,3.018788e-05,2.616348e-05,2.351957e-05,2.076834e-05,1.905614e-05,1.826102e-05
7.500000e-05,3.836241e-04,1.291869e-04,8.703314e-05,6.579162e-05,5.409160e-05,4.168913e-05,3.439399e-05,3.366228e-05,3.003300e-05,2.857690e-05,2.709153e-05,2.552567e-05,2.519640e-05,2.503543e-05
1.000000e-04,3.849229e-04,1.294784e-04,8.844412e-05,6.619041e-05,5.217086e-05,4.203425e-05,3.641472e-05,3.656106e-05,3.574155e-05,3.518545e-05,3.446350e-05,3.428789e-05,3.415130e-05,3.447325e-05
1.250000e-04,3.827997e-04,1.315552e-04,8.855509e-05,6.311601e-05,5.181110e-05,4.521352e-05,4.211596e-05,4.245742e-05,4.398181e-05,4.422572e-05,4.434767e-05,4.365255e-05,4.233547e-05,4.210376e-05
