4.701798e+02,6.680124e+02,8.189028e+02,9.447096e+02,1.048693e+03,1.156742e+03,1.238574e+03,1.335205e+03,1.416023e+03,1.477417e+03,1.535584e+03,1.634754e+03,1.661298e+03,1.747254e+03,1.798963e+03,1.836840e+03,1.903926e+03,2.001981e+03,2.014462e+03,2.043362e+03,2.083438e+03,2.143664e+03,2.222961e+03,2.310612e+03,2.314647e+03,2.327267e+03,2.351259e+03,2.381980e+03,2.413272e+03,2.460186e+03,2.504190e+03,2.561277e+03,2.615031e+03,2.682815e+03,2.756488e+03,2.829758e+03,2.828681e+03,2.830292e+03,2.834789e+03,2.838331e+03,2.843548e+03,2.854120e+03,2.869902e+03,2.886550e+03,2.903932e+03,2.923522e+03,2.951619e+03,2.973396e+03,3.003588e+03,3.036310e+03,3.067467e+03,3.098420e+03,3.134352e+03,3.175865e+03,3.217627e+03,3.254262e+03,3.299337e+03,3.323997e+03,3.369772e+03,3.418196e+03,3.461226e+03,3.498559e+03,3.538088e+03,3.595152e+03,3.626135e+03,3.682212e+03,3.738562e+03,3.787265e+03,3.842322e+03,3.896619e+03,3.953612e+03,4.001392e+03
4.653378e+02,6.618429e+02,8.103943e+02,9.349215e+02,1.036021e+03,1.144191e+03,1.222332e+03,1.319469e+03,1.400472e+03,1.458902e+03,1.520873e+03,1.614864e+03,1.650636e+03,1.723256e+03,1.777589e+03,1.820087e+03,1.884590e+03,1.977796e+03,1.990710e+03,2.019720e+03,2.064482e+03,2.126189e+03,2.198222e+03,2.282641e+03,2.290024e+03,2.306203e+03,2.334359e+03,2.359510e+03,2.395233e+03,2.434079e+03,2.478661e+03,2.542161e+03,2.594318e+03,2.656298e+03,2.720117e+03,2.795259e+03,2.796827e+03,2.800289e+03,2.805622e+03,2.813872e+03,2.821428e+03,2.830519e+03,2.844824e+03,2.861724e+03,2.884066e+03,2.899435e+03,2.929353e+03,2.956445e+03,2.986946e+03,3.024708e+03,3.054395e+03,3.089967e+03,3.137771e+03,3.173122e+03,3.203101e+03,3.233174e+03,3.268820e+03,3.309076e+03,3.341058e+03,3.384669e+03,3.430065e+03,3.464969e+03,3.512953e+03,3.571957e+03,3.624039e+03,3.655070e+03,3.697654e+03,3.750286e+03,3.799973e+03,3.844833e+03,3.908532e+03,3.953088e+03
4.671025e+02,6.643525e+02,8.149118e+02,9.393665e+02,1.042005e+03,1.150812e+03,1.230224e+03,1.327651e+03,1.408787e+03,1.467696e+03,1.531876e+03,1.626121e+03,1.654678e+03,1.735078e+03,1.783333e+03,1.825823e+03,1.895394e+03,1.990406e+03,1.994860e+03,2.019027e+03,2.068950e+03,2.144630e+03,2.214625e+03,2.298324e+03,2.298908e+03,2.309298e+03,2.327415e+03,2.353267e+03,2.384026e+03,2.423245e+03,2.479209e+03,2.544546e+03,2.617319e+03,2.670790e+03,2.739822e+03,2.814368e+03,2.815370e+03,2.818777e+03,2.823683e+03,2.829479e+03,2.838351e+03,2.848579e+03,2.861573e+03,2.878415e+03,2.891736e+03,2.912060e+03,2.930442e+03,2.948558e+03,2.974035e+03,3.000505e+03,3.024976e+03,3.062700e+03,3.092435e+03,3.129218e+03,3.161387e+03,3.201447e+03,3.228597e+03,3.273807e+03,3.319176e+03,3.355227e+03,3.408518e+03,3.460068e+03,3.510145e+03,3.572290e+03,3.620138e+03,3.688952e+03,3.714057e+03,3.771004e+03,3.828397e+03,3.873095e+03,3.937131e+03,3.979997e+03
4.492092e+02,6.381388e+02,7.812959e+02,9.005206e+02,9.939592e+02,1.102114e+03,1.173112e+03,1.271748e+03,1.349810e+03,1.397720e+03,1.463243e+03,1.556568e+03,1.585260e+03,1.652048e+03,1.712443e+03,1.749051e+03,1.807023e+03,1.905627e+03,1.914848e+03,1.943356e+03,1.995599e+03,2.044491e+03,2.101569e+03,2.199594e+03,2.201470e+03,2.212300e+03,2.231520e+03,2.257300e+03,2.290292e+03,2.334772e+03,2.389464e+03,2.439029e+03,2.490464e+03,2.545645e+03,2.603293e+03,2.695013e+03,2.695469e+03,2.699075e+03,2.704201e+03,2.712089e+03,2.721482e+03,2.734880e+03,2.747536e+03,2.764474e+03,2.784906e+03,2.806389e+03,2.827676e+03,2.843570e+03,2.865501e+03,2.881886e+03,2.901062e+03,2.939725e+03,2.980790e+03,3.005805e+03,3.033122e+03,3.074068e+03,3.117827e+03,3.149839e+03,3.196762e+03,3.238692e+03,3.285385e+03,3.337623e+03,3.388541e+03,3.420567e+03,3.461526e+03,3.502440e+03,3.546598e+03,3.587569e+03,3.622988e+03,3.673987e+03,3.734612e+03,3.806356e+03
4.776102e+02,6.793683e+02,8.316384e+02,9.596372e+02,1.062512e+03,1.174436e+03,1.255034e+03,1.354529e+03,1.437050e+03,1.495530e+03,1.560674e+03,1.658817e+03,1.689936e+03,1.768216e+03,1.826203e+03,1.865357e+03,1.943548e+03,2.030777e+03,2.044063e+03,2.075230e+03,2.126034e+03,2.179978e+03,2.257116e+03,2.343691e+03,2.348909e+03,2.365567e+03,2.389107e+03,2.416885e+03,2.455255e+03,2.500916e+03,2.550229e+03,2.601320e+03,2.659417e+03,2.740353e+03,2.790688e+03,2.870539e+03,2.870836e+03,2.873041e+03,2.877947e+03,2.887981e+03,2.903755e+03,2.914404e+03,2.928237e+03,2.945600e+03,2.957038e+03,2.980492e+03,3.002881e+03,3.033690e+03,3.059278e+03,3.090346e+03,3.126332e+03,3.164717e+03,3.199099e+03,3.236796e+03,3.275092e+03,3.305591e+03,3.349717e+03,3.389579e+03,3.441361e+03,3.478591e+03,3.523603e+03,3.567234e+03,3.623557e+03,3.653241e+03,3.695567e+03,3.746507e+03,3.809503e+03,3.870338e+03,3.902702e+03,3.944243e+03,3.991358e+03,4.059002e+03
4.479829e+02,6.374866e+02,7.799443e+02,8.999715e+02,9.996992e+02,1.100589e+03,1.179828e+03,1.271064e+03,1.347743e+03,1.407553e+03,1.459293e+03,1.555249e+03,1.576700e+03,1.663600e+03,1.704191e+03,1.738848e+03,1.810569e+03,1.904695e+03,1.906760e+03,1.927394e+03,1.971757e+03,2.034779e+03,2.118628e+03,2.198689e+03,2.196916e+03,2.205112e+03,2.220192e+03,2.240980e+03,2.270161e+03,2.308163e+03,2.356688e+03,2.417634e+03,2.479934e+03,2.550361e+03,2.625711e+03,2.692303e+03,2.690736e+03,2.690370e+03,2.692377e+03,2.697351e+03,2.705623e+03,2.715187e+03,2.727280e+03,2.742762e+03,2.763761e+03,2.780795e+03,2.796438e+03,2.812804e+03,2.836237e+03,2.850675e+03,2.877287e+03,2.912827e+03,2.945611e+03,2.972113e+03,3.000690e+03,3.033699e+03,3.069272e+03,3.107070e+03,3.147742e+03,3.187781e+03,3.236113e+03,3.280585e+03,3.335312e+03,3.386232e+03,3.434072e+03,3.489037e+03,3.556120e+03,3.597558e+03,3.658440e+03,3.708598e+03,3.743878e+03,3.804222e+03
4.701175e+02,6.680859e+02,8.174589e+02,9.435770e+02,1.043743e+03,1.156017e+03,1.232558e+03,1.332681e+03,1.412677e+03,1.468339e+03,1.532438e+03,1.631687e+03,1.656859e+03,1.735530e+03,1.788522e+03,1.825872e+03,1.894147e+03,1.996863e+03,2.002871e+03,2.024583e+03,2.072531e+03,2.141954e+03,2.213210e+03,2.305431e+03,2.306581e+03,2.315311e+03,2.334233e+03,2.362256e+03,2.391502e+03,2.428163e+03,2.474278e+03,2.541228e+03,2.613228e+03,2.668292e+03,2.738417e+03,2.823144e+03,2.823018e+03,2.826576e+03,2.830013e+03,2.834036e+03,2.840240e+03,2.850654e+03,2.866411e+03,2.880243e+03,2.900978e+03,2.925107e+03,2.945898e+03,2.964796e+03,2.985080e+03,3.012029e+03,3.037308e+03,3.065356e+03,3.101908e+03,3.136076e+03,3.180025e+03,3.212786e+03,3.245101e+03,3.282169e+03,3.327260e+03,3.359173e+03,3.395299e+03,3.446457e+03,3.513861e+03,3.563251e+03,3.616033e+03,3.680622e+03,3.721555e+03,3.766127e+03,3.825466e+03,3.870197e+03,3.938073e+03,3.992031e+03
4.674208e+02,6.628306e+02,8.122421e+02,9.374147e+02,1.035186e+03,1.145937e+03,1.221363e+03,1.322819e+03,1.402522e+03,1.455787e+03,1.520399e+03,1.619035e+03,1.652236e+03,1.719850e+03,1.780257e+03,1.825652e+03,1.872726e+03,1.981662e+03,1.990486e+03,2.021938e+03,2.075946e+03,2.124024e+03,2.187494e+03,2.289015e+03,2.293590e+03,2.308316e+03,2.323782e+03,2.348639e+03,2.384557e+03,2.433349e+03,2.490363e+03,2.548343e+03,2.589999e+03,2.636021e+03,2.713910e+03,2.801430e+03,2.801499e+03,2.806119e+03,2.811252e+03,2.819814e+03,2.832477e+03,2.843861e+03,2.857871e+03,2.874701e+03,2.892758e+03,2.917190e+03,2.942813e+03,2.973861e+03,2.993561e+03,3.020457e+03,3.045310e+03,3.087390e+03,3.122644e+03,3.136555e+03,3.159365e+03,3.202469e+03,3.246064e+03,3.284034e+03,3.337367e+03,3.381397e+03,3.430554e+03,3.484307e+03,3.536001e+03,3.581691e+03,3.623878e+03,3.647492e+03,3.684401e+03,3.718716e+03,3.777214e+03,3.834982e+03,3.881846e+03,3.960210e+03
4.560786e+02,6.477354e+02,7.923998e+02,9.130161e+02,1.013354e+03,1.117605e+03,1.194605e+03,1.290068e+03,1.367657e+03,1.425056e+03,1.477833e+03,1.579742e+03,1.599437e+03,1.683527e+03,1.732757e+03,1.764395e+03,1.828180e+03,1.933602e+03,1.938877e+03,1.962781e+03,2.001007e+03,2.059684e+03,2.136305e+03,2.232136e+03,2.235724e+03,2.248287e+03,2.262717e+03,2.289903e+03,2.315104e+03,2.355661e+03,2.396176e+03,2.452144e+03,2.510697e+03,2.573295e+03,2.657690e+03,2.733941e+03,2.735715e+03,2.741406e+03,2.748015e+03,2.756054e+03,2.766203e+03,2.781275e+03,2.791999e+03,2.806091e+03,2.829196e+03,2.845887e+03,2.868678e+03,2.885761e+03,2.910922e+03,2.929614e+03,2.955582e+03,2.995225e+03,3.015976e+03,3.044603e+03,3.078971e+03,3.118684e+03,3.140058e+03,3.178167e+03,3.219920e+03,3.262081e+03,3.310604e+03,3.338443e+03,3.384226e+03,3.436364e+03,3.479298e+03,3.531914e+03,3.590427e+03,3.629689e+03,3.690885e+03,3.755917e+03,3.809920e+03,3.865268e+03
4.599146e+02,6.541839e+02,8.005797e+02,9.228607e+02,1.029175e+03,1.129818e+03,1.215867e+03,1.305028e+03,1.382996e+03,1.452363e+03,1.493911e+03,1.596888e+03,1.616459e+03,1.716348e+03,1.748449e+03,1.781146e+03,1.853912e+03,1.954745e+03,1.953607e+03,1.979229e+03,2.020868e+03,2.079501e+03,2.176049e+03,2.255277e+03,2.256391e+03,2.263586e+03,2.277884e+03,2.294732e+03,2.324062e+03,2.370048e+03,2.419578e+03,2.472829e+03,2.532885e+03,2.609512e+03,2.707170e+03,2.761654e+03,2.760575e+03,2.762429e+03,2.768200e+03,2.778466e+03,2.788997e+03,2.797019e+03,2.806060e+03,2.818855e+03,2.836223e+03,2.856089e+03,2.874282e+03,2.895742e+03,2.916790e+03,2.947829e+03,2.962341e+03,2.995151e+03,3.024799e+03,3.052272e+03,3.074317e+03,3.104911e+03,3.134210e+03,3.179113e+03,3.228057e+03,3.277375e+03,3.322913e+03,3.371657e+03,3.417132e+03,3.465147e+03,3.516250e+03,3.563990e+03,3.609729e+03,3.682935e+03,3.761515e+03,3.827140e+03,3.871927e+03,3.905173e+03
