8.057300e+07,1.128630e+08,1.395031e+08,1.588524e+08,1.761558e+08,1.919009e+08,2.097168e+08,2.241183e+08,2.328271e+08,2.451100e+08,2.591550e+08,2.678418e+08,2.743546e+08,2.961760e+08,2.986019e+08,2.996646e+08,3.089198e+08,3.261585e+08,3.509860e+08,3.437457e+08,3.407229e+08,3.419756e+08,3.469475e+08,3.552368e+08,3.664469e+08,3.809134e+08,3.981978e+08,4.185582e+08,4.262015e+08,4.199326e+08,4.150575e+08,4.114625e+08,4.089667e+08,4.077333e+08,4.074922e+08,4.082313e+08,4.098752e+08,4.125643e+08,4.162270e+08,4.205694e+08,4.256029e+08,4.318680e+08,4.389482e+08,4.471593e+08,4.559396e+08,4.652295e+08,4.754304e+08,4.857209e+08,4.966867e+08,5.082807e+08,5.204985e+08,5.336838e+08,5.471688e+08,5.613318e+08,5.763229e+08,5.917225e+08,6.078984e+08
8.005577e+07,1.122067e+08,1.386170e+08,1.579716e+08,1.752279e+08,1.910029e+08,2.085728e+08,2.228986e+08,2.318912e+08,2.438504e+08,2.578865e+08,2.664303e+08,2.730849e+08,2.945832e+08,2.969418e+08,2.983281e+08,3.077694e+08,3.250418e+08,3.487764e+08,3.418993e+08,3.392600e+08,3.403213e+08,3.455773e+08,3.539614e+08,3.652191e+08,3.793785e+08,3.969155e+08,4.163323e+08,4.236145e+08,4.175887e+08,4.129037e+08,4.093387e+08,4.069304e+08,4.057519e+08,4.056851e+08,4.067089e+08,4.086769e+08,4.114916e+08,4.151542e+08,4.196572e+08,4.249769e+08,4.313247e+08,4.381008e+08,4.455504e+08,4.544036e+08,4.639742e+08,4.739786e+08,4.844319e+08,4.953501e+08,5.069024e+08,5.191141e+08,5.316937e+08,5.457642e+08,5.596451e+08,5.736485e+08,5.885855e+08,6.040916e+08
7.980047e+07,1.118145e+08,1.381520e+08,1.573829e+08,1.746338e+08,1.903231e+08,2.077865e+08,2.220512e+08,2.310404e+08,2.429770e+08,2.570225e+08,2.655473e+08,2.720831e+08,2.934483e+08,2.959153e+08,2.973578e+08,3.064923e+08,3.238318e+08,3.476007e+08,3.408963e+08,3.382358e+08,3.393145e+08,3.443693e+08,3.528274e+08,3.637932e+08,3.779473e+08,3.954248e+08,4.147274e+08,4.222143e+08,4.162822e+08,4.117229e+08,4.083628e+08,4.060872e+08,4.050110e+08,4.049579e+08,4.059296e+08,4.079658e+08,4.109204e+08,4.145599e+08,4.190690e+08,4.240459e+08,4.302612e+08,4.368394e+08,4.444076e+08,4.527715e+08,4.623301e+08,4.721182e+08,4.829125e+08,4.936824e+08,5.048676e+08,5.167930e+08,5.296629e+08,5.435124e+08,5.575325e+08,5.717161e+08,5.863105e+08,6.020418e+08
7.966771e+07,1.116750e+08,1.379111e+08,1.572481e+08,1.743068e+08,1.899680e+08,2.076231e+08,2.218998e+08,2.305883e+08,2.425261e+08,2.565287e+08,2.649393e+08,2.716726e+08,2.932603e+08,2.953958e+08,2.965285e+08,3.061557e+08,3.231778e+08,3.470148e+08,3.401275e+08,3.375128e+08,3.386698e+08,3.436007e+08,3.516735e+08,3.630350e+08,3.774085e+08,3.946160e+08,4.144776e+08,4.214525e+08,4.154141e+08,4.106240e+08,4.071459e+08,4.049344e+08,4.038579e+08,4.036710e+08,4.047540e+08,4.062426e+08,4.090550e+08,4.127437e+08,4.172843e+08,4.228460e+08,4.290287e+08,4.357336e+08,4.434551e+08,4.518926e+08,4.611516e+08,4.705019e+08,4.810652e+08,4.921351e+08,5.037764e+08,5.163602e+08,5.289331e+08,5.423354e+08,5.563868e+08,5.706089e+08,5.859802e+08,6.010399e+08
8.022113e+07,1.124727e+08,1.388940e+08,1.583629e+08,1.756761e+08,1.914073e+08,2.091034e+08,2.234610e+08,2.323710e+08,2.443035e+08,2.586062e+08,2.668568e+08,2.736502e+08,2.953448e+08,2.975762e+08,2.987311e+08,3.082531e+08,3.257172e+08,3.494598e+08,3.425962e+08,3.401258e+08,3.413307e+08,3.462409e+08,3.543228e+08,3.658188e+08,3.801567e+08,3.977382e+08,4.173799e+08,4.244211e+08,4.183524e+08,4.136296e+08,4.101430e+08,4.077768e+08,4.066634e+08,4.064541e+08,4.074472e+08,4.094565e+08,4.124978e+08,4.162352e+08,4.206257e+08,4.262948e+08,4.327879e+08,4.396791e+08,4.472612e+08,4.556484e+08,4.648682e+08,4.743692e+08,4.847818e+08,4.957882e+08,5.077117e+08,5.198411e+08,5.328016e+08,5.463945e+08,5.608181e+08,5.753093e+08,5.900843e+08,6.052642e+08
7.996314e+07,1.120772e+08,1.384175e+08,1.578071e+08,1.749730e+08,1.906396e+08,2.083652e+08,2.226616e+08,2.313805e+08,2.435496e+08,2.575004e+08,2.659756e+08,2.729146e+08,2.942800e+08,2.965087e+08,2.977473e+08,3.072120e+08,3.242621e+08,3.482480e+08,3.413484e+08,3.386524e+08,3.399894e+08,3.449852e+08,3.531981e+08,3.648563e+08,3.792303e+08,3.959316e+08,4.158962e+08,4.229420e+08,4.168550e+08,4.121417e+08,4.085437e+08,4.062024e+08,4.049487e+08,4.047124e+08,4.056944e+08,4.077857e+08,4.104760e+08,4.143055e+08,4.188417e+08,4.241959e+08,4.303708e+08,4.375779e+08,4.453236e+08,4.538303e+08,4.631348e+08,4.729195e+08,4.832877e+08,4.949074e+08,5.064651e+08,5.181109e+08,5.315724e+08,5.447694e+08,5.582329e+08,5.727785e+08,5.879814e+08,6.031761e+08
7.968969e+07,1.116905e+08,1.379547e+08,1.572425e+08,1.743785e+08,1.900936e+08,2.076052e+08,2.218741e+08,2.307736e+08,2.425723e+08,2.566334e+08,2.650645e+08,2.717848e+08,2.932317e+08,2.954571e+08,2.967206e+08,3.060878e+08,3.234809e+08,3.471048e+08,3.403249e+08,3.376737e+08,3.387992e+08,3.439082e+08,3.519600e+08,3.630437e+08,3.775776e+08,3.950058e+08,4.144285e+08,4.215500e+08,4.154474e+08,4.107401e+08,4.072496e+08,4.048875e+08,4.037095e+08,4.037601e+08,4.047385e+08,4.068384e+08,4.099689e+08,4.136327e+08,4.180021e+08,4.232256e+08,4.293894e+08,4.361151e+08,4.436874e+08,4.519192e+08,4.617324e+08,4.717696e+08,4.815563e+08,4.922256e+08,5.037656e+08,5.161524e+08,5.291824e+08,5.427002e+08,5.569625e+08,5.708664e+08,5.859086e+08,6.011926e+08
8.048361e+07,1.127907e+08,1.393436e+08,1.587787e+08,1.761089e+08,1.918974e+08,2.096267e+08,2.240301e+08,2.329205e+08,2.449467e+08,2.591623e+08,2.675639e+08,2.743903e+08,2.960719e+08,2.983512e+08,2.993578e+08,3.090132e+08,3.264183e+08,3.506025e+08,3.436807e+08,3.408423e+08,3.419280e+08,3.467870e+08,3.548920e+08,3.664605e+08,3.811427e+08,3.985683e+08,4.184422e+08,4.258138e+08,4.196899e+08,4.149110e+08,4.114501e+08,4.092551e+08,4.081897e+08,4.080056e+08,4.086955e+08,4.107163e+08,4.135037e+08,4.171563e+08,4.218136e+08,4.268280e+08,4.329672e+08,4.397103e+08,4.474560e+08,4.559398e+08,4.651737e+08,4.747913e+08,4.852749e+08,4.963306e+08,5.084263e+08,5.209704e+08,5.341275e+08,5.478240e+08,5.619412e+08,5.764626e+08,5.915739e+08,6.072548e+08
8.034218e+07,1.125397e+08,1.391062e+08,1.583914e+08,1.757042e+08,1.914357e+08,2.090993e+08,2.234597e+08,2.323028e+08,2.444023e+08,2.585225e+08,2.670611e+08,2.734546e+08,2.953077e+08,2.977661e+08,2.987651e+08,3.079453e+08,3.254757e+08,3.500189e+08,3.429705e+08,3.401145e+08,3.412115e+08,3.457855e+08,3.541092e+08,3.653031e+08,3.796084e+08,3.973834e+08,4.173376e+08,4.250963e+08,4.189421e+08,4.141789e+08,4.106613e+08,4.082828e+08,4.071232e+08,4.069710e+08,4.075535e+08,4.092424e+08,4.119516e+08,4.157221e+08,4.203652e+08,4.257048e+08,4.317386e+08,4.388116e+08,4.463630e+08,4.545254e+08,4.635270e+08,4.734953e+08,4.841209e+08,4.949407e+08,5.066591e+08,5.187636e+08,5.318158e+08,5.455225e+08,5.602195e+08,5.749235e+08,5.899916e+08,6.062419e+08
7.995298e+07,1.120323e+08,1.384102e+08,1.577219e+08,1.749935e+08,1.906058e+08,2.082329e+08,2.225455e+08,2.313466e+08,2.434402e+08,2.575513e+08,2.659162e+08,2.726437e+08,2.940931e+08,2.964494e+08,2.976454e+08,3.070618e+08,3.242050e+08,3.482831e+08,3.413251e+08,3.386289e+08,3.398234e+08,3.447286e+08,3.530015e+08,3.644207e+08,3.787411e+08,3.958495e+08,4.156411e+08,4.230344e+08,4.170312e+08,4.123287e+08,4.088478e+08,4.064996e+08,4.052733e+08,4.050649e+08,4.059768e+08,4.077004e+08,4.104884e+08,4.138675e+08,4.185142e+08,4.241716e+08,4.302054e+08,4.366259e+08,4.448681e+08,4.533789e+08,4.625736e+08,4.722177e+08,4.829057e+08,4.940888e+08,5.057121e+08,5.177200e+08,5.307851e+08,5.439277e+08,5.581001e+08,5.729086e+08,5.876109e+08,6.032246e+08
