3.888889,1,4.50495E-08
3.888889,2,1.596284E-08
3.888889,3,1.302503E-08
3.888889,4,1.029088E-08
3.888889,5,7.656726E-09
3.888889,6,7.007944E-09
3.888889,7,4.871353E-09
3.888889,8,5.523062E-09
3.888889,9,5.604282E-09
3.888889,10,4.859646E-09
3.888889,11,4.284523E-09
3.888889,12,3.473301E-09
3.888889,13,2.966471E-09
3.888889,14,2.535006E-09
3.888889,1,4.485169E-08
3.888889,2,1.852407E-08
3.888889,3,1.237698E-08
3.888889,4,9.876244E-09
3.888889,5,7.48014E-09
3.888889,6,6.555992E-09
3.888889,7,4.817695E-09
3.888889,8,5.373794E-09
3.888889,9,5.583306E-09
3.888889,10,4.914036E-09
3.888889,11,4.203059E-09
3.888889,12,3.503301E-09
3.888889,13,2.971837E-09
3.888889,14,2.520616E-09
3.888889,1,4.396901E-08
3.888889,2,1.855822E-08
3.888889,3,1.291552E-08
3.888889,4,1.002478E-08
3.888889,5,7.785263E-09
3.888889,6,6.399162E-09
3.888889,7,4.780378E-09
3.888889,8,5.622331E-09
3.888889,9,5.751355E-09
3.888889,10,5.127939E-09
3.888889,11,4.251352E-09
3.888889,12,3.564277E-09
3.888889,13,2.951836E-09
3.888889,14,2.611592E-09
3.888889,1,4.505218E-08
3.888889,2,1.568504E-08
3.888889,3,1.234844E-08
3.888889,4,1.030746E-08
3.888889,5,7.93258E-09
3.888889,6,6.392577E-09
3.888889,7,4.893061E-09
3.888889,8,5.654282E-09
3.888889,9,5.738185E-09
3.888889,10,5.115988E-09
3.888889,11,4.215254E-09
3.888889,12,3.467935E-09
3.888889,13,3.001349E-09
3.888889,14,2.551592E-09
3.888889,1,4.488657E-08
3.888889,2,1.607919E-08
3.888889,3,1.288625E-08
3.888889,4,9.498438E-09
3.888889,5,7.67136E-09
3.888889,6,6.701602E-09
3.888889,7,4.783304E-09
3.888889,8,5.57355E-09
3.888889,9,5.610867E-09
3.888889,10,5.117695E-09
3.888889,11,4.308669E-09
3.888889,12,3.528911E-09
3.888889,13,2.950861E-09
3.888889,14,2.532811E-09
3.888889,1,4.517852E-08
3.888889,2,1.618699E-08
3.888889,3,1.260723E-08
3.888889,4,1.004771E-08
3.888889,5,7.668189E-09
3.888889,6,6.650626E-09
3.888889,7,4.890622E-09
3.888889,8,5.676721E-09
3.888889,9,5.456477E-09
3.888889,10,5.260379E-09
3.888889,11,4.36623E-09
3.888889,12,3.578911E-09
3.888889,13,2.995251E-09
3.888889,14,2.559396E-09
3.888889,1,4.426633E-08
3.888889,2,1.621504E-08
3.888889,3,1.223088E-08
3.888889,4,9.291364E-09
3.888889,5,7.89941E-09
3.888889,6,6.565504E-09
3.888889,7,4.819646E-09
3.888889,8,5.74477E-09
3.888889,9,5.405501E-09
3.888889,10,4.925256E-09
3.888889,11,4.278181E-09
3.888889,12,3.461594E-09
3.888889,13,2.983788E-09
3.888889,14,2.610128E-09
3.888889,1,4.616511E-08
3.888889,2,1.623187E-08
3.888889,3,1.273576E-08
3.888889,4,9.476487E-09
3.888889,5,7.71258E-09
3.888889,6,6.591601E-09
3.888889,7,4.728182E-09
3.888889,8,5.504038E-09
3.888889,9,5.755746E-09
3.888889,10,5.080378E-09
3.888889,11,4.239888E-09
3.888889,12,3.523057E-09
3.888889,13,2.935007E-09
3.888889,14,2.574518E-09
3.888889,1,4.574804E-08
3.888889,2,1.584455E-08
3.888889,3,1.259869E-08
3.888889,4,9.385267E-09
3.888889,5,8.041605E-09
3.888889,6,6.66087E-09
3.888889,7,4.903305E-09
3.888889,8,5.520867E-09
3.888889,9,5.720868E-09
3.888889,10,4.963549E-09
3.888889,11,4.154766E-09
3.888889,12,3.464765E-09
3.888889,13,3.091837E-09
3.888889,14,2.521835E-09
3.888889,1,4.435121E-08
3.888889,2,1.626138E-08
3.888889,3,1.253966E-08
3.888889,4,9.977219E-09
3.888889,5,7.625019E-09
3.888889,6,6.747212E-09
3.888889,7,4.862573E-09
3.888889,8,5.621355E-09
3.888889,9,5.569648E-09
3.888889,10,5.284281E-09
3.888889,11,4.153303E-09
3.888889,12,3.621594E-09
3.888889,13,3.002568E-09
3.888889,14,2.457689E-09
5.277778,1,3.250849E-08
5.277778,2,1.387869E-08
5.277778,3,8.69746E-09
5.277778,4,6.753065E-09
5.277778,5,5.494038E-09
5.277778,6,4.275498E-09
5.277778,7,4.30745E-09
5.277778,8,3.712082E-09
5.277778,9,2.880861E-09
5.277778,10,2.821104E-09
5.277778,11,2.984276E-09
5.277778,12,3.056227E-09
5.277778,13,2.839641E-09
5.277778,14,2.651348E-09
5.277778,15,2.28842E-09
5.277778,16,1.97598E-09
5.277778,17,1.66915E-09
5.277778,18,1.525004E-09
5.277778,19,1.337686E-09
5.277778,1,3.21941E-08
5.277778,2,1.395455E-08
5.277778,3,9.185266E-09
5.277778,4,6.850383E-09
5.277778,5,5.245013E-09
5.277778,6,4.323303E-09
5.277778,7,4.137693E-09
5.277778,8,3.685741E-09
5.277778,9,2.920617E-09
5.277778,10,2.748909E-09
5.277778,11,2.967446E-09
5.277778,12,3.100617E-09
5.277778,13,2.932324E-09
5.277778,14,2.636958E-09
5.277778,15,2.345006E-09
5.277778,16,1.972078E-09
5.277778,17,1.699882E-09
5.277778,18,1.504028E-09
5.277778,19,1.330125E-09
5.277778,1,3.275947E-08
