2.665906e+07,3.669252e+07,4.451980e+07,5.117719e+07,5.700563e+07,6.238075e+07,6.501494e+07,6.789049e+07,7.615599e+07,8.019127e+07,7.797436e+07,7.775631e+07,7.920069e+07,8.228059e+07,8.689503e+07,9.285055e+07,9.987251e+07,1.073667e+08,1.161026e+08
2.671427e+07,3.675928e+07,4.460124e+07,5.129446e+07,5.717196e+07,6.249237e+07,6.525246e+07,6.807083e+07,7.629575e+07,8.037386e+07,7.829970e+07,7.822864e+07,7.964576e+07,8.277779e+07,8.737794e+07,9.310029e+07,1.001487e+08,1.075600e+08,1.163496e+08
2.658134e+07,3.655656e+07,4.434614e+07,5.096092e+07,5.682883e+07,6.211146e+07,6.493447e+07,6.745741e+07,7.582039e+07,7.999547e+07,7.787201e+07,7.771667e+07,7.922835e+07,8.237994e+07,8.648305e+07,9.213974e+07,9.889433e+07,1.068781e+08,1.157721e+08
2.666336e+07,3.671433e+07,4.456347e+07,5.125907e+07,5.714268e+07,6.245019e+07,6.532235e+07,6.815067e+07,7.624703e+07,8.033566e+07,7.839747e+07,7.847707e+07,8.009623e+07,8.321044e+07,8.764934e+07,9.331335e+07,1.000017e+08,1.075010e+08,1.161577e+08
2.647321e+07,3.645214e+07,4.424550e+07,5.088690e+07,5.674768e+07,6.199558e+07,6.480852e+07,6.764395e+07,7.569877e+07,7.973130e+07,7.777841e+07,7.776856e+07,7.942361e+07,8.246605e+07,8.707584e+07,9.260947e+07,9.929510e+07,1.067231e+08,1.153291e+08
2.679325e+07,3.689062e+07,4.477164e+07,5.150553e+07,5.738083e+07,6.273429e+07,6.549180e+07,6.848223e+07,7.659205e+07,8.068891e+07,7.862749e+07,7.854512e+07,8.006688e+07,8.315706e+07,8.787340e+07,9.376952e+07,1.004769e+08,1.079870e+08,1.167016e+08
2.661465e+07,3.664233e+07,4.447545e+07,5.108080e+07,5.698503e+07,6.232550e+07,6.508759e+07,6.772535e+07,7.610156e+07,8.018064e+07,7.817458e+07,7.812479e+07,7.962219e+07,8.268658e+07,8.714064e+07,9.258175e+07,9.953697e+07,1.072869e+08,1.159504e+08
2.668378e+07,3.666657e+07,4.446547e+07,5.117205e+07,5.708720e+07,6.226575e+07,6.525742e+07,6.776593e+07,7.601178e+07,8.035214e+07,7.831582e+07,7.822469e+07,7.986945e+07,8.293761e+07,8.714053e+07,9.257988e+07,9.893998e+07,1.071389e+08,1.162205e+08
2.680766e+07,3.685252e+07,4.470357e+07,5.141968e+07,5.734524e+07,6.261002e+07,6.548586e+07,6.809302e+07,7.642900e+07,8.070245e+07,7.855335e+07,7.841321e+07,8.007098e+07,8.303652e+07,8.741216e+07,9.302932e+07,9.990649e+07,1.077364e+08,1.168016e+08
2.677337e+07,3.685625e+07,4.472287e+07,5.138930e+07,5.729711e+07,6.267122e+07,6.549408e+07,6.816282e+07,7.652384e+07,8.058277e+07,7.850474e+07,7.848049e+07,8.005431e+07,8.326115e+07,8.757318e+07,9.320607e+07,1.000136e+08,1.078880e+08,1.166148e+08
