4.406412e+02,6.243545e+02,7.635691e+02,8.040908e+02,9.245072e+02,1.079863e+03
4.205902e+02,5.951938e+02,7.289919e+02,7.604434e+02,8.816706e+02,1.031030e+03
4.322180e+02,6.121197e+02,7.492201e+02,7.884858e+02,9.066004e+02,1.059635e+03
4.040166e+02,5.720662e+02,6.999915e+02,7.200474e+02,8.332599e+02,9.880644e+02
4.091847e+02,5.772855e+02,7.071233e+02,7.364895e+02,8.372760e+02,9.994140e+02
4.177687e+02,5.923876e+02,7.256926e+02,7.566762e+02,8.781516e+02,1.026557e+03
3.738898e+02,5.301173e+02,6.502547e+02,6.936279e+02,8.053960e+02,9.183580e+02
4.298806e+02,6.087540e+02,7.460573e+02,7.820239e+02,9.031070e+02,1.055187e+03
4.246418e+02,6.021142e+02,7.376844e+02,7.884875e+02,8.873990e+02,1.043348e+03
3.911908e+02,5.551717e+02,6.808158e+02,7.099711e+02,8.094776e+02,9.622616e+02
